...1,es_score,brier_score,location,target_date,X21L_50_CI,X22D_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23C_50_CI,recombinant_50_CI,other_50_CI,X22B_50_CI,X21L_95_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,recombinant_95_CI,other_95_CI,X22B_95_CI
1630,15.6439462388323,0.359622045751062,PA,2023-01-13,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0
1631,16.312167029039,0.3376383559857425,PA,2023-01-14,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0
1632,8.77074791687924,0.330994529271574,PA,2023-01-15,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0
1633,28.6011741368722,0.3092821398041885,PA,2023-01-16,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0
1634,15.0391812027788,0.3181342765036145,PA,2023-01-17,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0
1635,8.77953615427719,0.3514093495634555,PA,2023-01-18,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0
1636,1.64971306994139,0.363657236408272,PA,2023-01-19,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0
1637,16.025476027567,0.2754461756042435,PA,2023-01-20,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0
1638,6.18898461022614,0.2408150805828375,PA,2023-01-21,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1
1639,NA,NA,PR,2022-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1640,NA,NA,PR,2022-12-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1641,NA,NA,PR,2022-12-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1642,NA,NA,PR,2022-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1643,1.1018994172315,0.2034484785545055,PR,2022-12-15,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0
1644,1.0229485569104,0.2261009246109585,PR,2022-12-16,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
1645,NA,NA,PR,2022-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1646,NA,NA,PR,2022-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1647,2.32313510559968,0.286481351315201,PR,2022-12-19,1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1
1648,NA,NA,PR,2022-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1649,0.0673935835435006,0.0494511983686957,PR,2022-12-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1650,0.534904136989775,0.204799284436692,PR,2022-12-22,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1651,0.624971141525647,0.04949797683277585,PR,2022-12-23,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
1652,NA,NA,PR,2022-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1653,NA,NA,PR,2022-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1654,0.936816839488424,0.64578633304106,PR,2022-12-26,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
1655,1.04120853798893,0.208889272452304,PR,2022-12-27,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0
1656,1.60267007333605,0.2648109819878115,PR,2022-12-28,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1
1657,7.39090553048184,0.4425769655982045,PR,2022-12-29,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0
1658,3.6166168198759,0.391391963725493,PR,2022-12-30,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0
1659,NA,NA,PR,2022-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1660,NA,NA,PR,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1661,5.36455465575132,0.435452338858516,PR,2023-01-02,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0
1662,1.80849547865158,0.248330002141165,PR,2023-01-03,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1
1663,0.751123620521695,0.1817798520727275,PR,2023-01-04,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1
1664,1.3147510960424,0.601033944009125,PR,2023-01-05,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0
1665,NA,NA,PR,2023-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1666,NA,NA,PR,2023-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1667,NA,NA,PR,2023-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1668,1.57708265815954,0.251666812374415,PR,2023-01-09,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0
1669,1.45270084586008,0.287690067030341,PR,2023-01-10,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1
1670,3.87606328718756,0.270991946448739,PR,2023-01-11,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1
1671,7.57678259872315,0.310653862790609,PR,2023-01-12,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0
1672,4.49697896888876,0.311730348953532,PR,2023-01-13,1,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0
1673,2.82949310691779,0.3353883622182605,PR,2023-01-14,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1
1674,NA,NA,PR,2023-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1675,6.78966994038997,0.2633272826092215,PR,2023-01-16,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,1,1,1
1676,5.32742444012999,0.284151188782927,PR,2023-01-17,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0
1677,1.19321310809688,0.282831699649676,PR,2023-01-18,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0
1678,1.77134017595781,0.314201117131031,PR,2023-01-19,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0
1679,5.53131299836648,0.2511498898848075,PR,2023-01-20,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1
1680,0.991880811222664,0.2283439298729395,PR,2023-01-21,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
1681,5.22468996387575,0.3935760003966715,RI,2022-12-11,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0
1682,1.10341461020387,0.456602705515891,RI,2022-12-12,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
1683,0.540419488123702,0.328957643478111,RI,2022-12-13,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
1684,0.254820223763783,0.0594667309878235,RI,2022-12-14,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1685,0.927456133450745,0.057081633200773,RI,2022-12-15,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
1686,1.79898799549419,0.345938359897281,RI,2022-12-16,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1
1687,5.1137659640738,0.4089509389074965,RI,2022-12-17,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0
1688,6.00612213274835,0.429421850481335,RI,2022-12-18,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0
1689,8.55870780725861,0.451902330998931,RI,2022-12-19,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0
1690,0.982661980364347,0.692504307488895,RI,2022-12-20,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
1691,1.1462230451726,0.467129552920388,RI,2022-12-21,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0
1692,8.50555959662428,0.67923504031906,RI,2022-12-22,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0
1693,8.62349707474276,0.469204272443847,RI,2022-12-23,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0
1694,0.677699826978226,0.3573777727175355,RI,2022-12-24,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1
1695,NA,NA,RI,2022-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1696,20.137453892656,0.551047063295185,RI,2022-12-26,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1
1697,0.630108336109035,0.3444797725730195,RI,2022-12-27,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
1698,0.872313215398744,0.623350928963525,RI,2022-12-28,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
1699,0.858904222226732,0.61081190315481,RI,2022-12-29,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
1700,1.70331712741083,0.3295750967760745,RI,2022-12-30,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0
1701,16.3761767032748,0.482236888095664,RI,2022-12-31,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0
1702,NA,NA,RI,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1703,23.2268610143633,0.484404715881329,RI,2023-01-02,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0
1704,5.13318340443492,0.500590503771335,RI,2023-01-03,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1
1705,3.16407726683778,0.476749219998313,RI,2023-01-04,1,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0
1706,1.20292661652939,0.378291218511886,RI,2023-01-05,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1
1707,12.227203583497,0.4859880485676955,RI,2023-01-06,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0
1708,0.555571447143707,0.2094523345880345,RI,2023-01-07,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
1709,6.36645593281403,0.3731318739549075,RI,2023-01-08,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0
1710,12.0139665036581,0.4219432691131995,RI,2023-01-09,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0
1711,NA,NA,RI,2023-01-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1712,2.74661517933249,0.382660975354315,RI,2023-01-11,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1
1713,4.17568098325144,0.362337161153032,RI,2023-01-12,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
1714,3.45103646551267,0.401675324218356,RI,2023-01-13,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0
1715,3.36674856471816,0.292821575386669,RI,2023-01-14,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1
1716,4.05160671123079,0.2747300509765055,RI,2023-01-15,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1
1717,11.0334837201378,0.3546795671242405,RI,2023-01-16,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0
1718,3.46695295559186,0.263419324673079,RI,2023-01-17,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
1719,0.444237030453308,0.2492818490907525,RI,2023-01-18,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
1720,1.40316742753104,0.226841760929953,RI,2023-01-19,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1
1721,3.42836486247436,0.268760097106298,RI,2023-01-20,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0
1722,4.35832061069941,0.204174643646207,RI,2023-01-21,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0
1723,0.764433202285616,0.281594525977258,SC,2022-12-11,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
1724,3.0120434510481,0.36656932242034,SC,2022-12-12,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0
1725,1.30446098737164,0.3294534842405745,SC,2022-12-13,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0
1726,1.14106509338197,0.1856615968778945,SC,2022-12-14,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
1727,2.69888395215299,0.1802010474769135,SC,2022-12-15,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0
1728,2.98581087950483,0.422124640167603,SC,2022-12-16,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0
1729,1.19407976365069,0.3440892827704295,SC,2022-12-17,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0
1730,2.78600034547602,0.2072431860692975,SC,2022-12-18,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0
1731,2.48722720281752,0.2368318383076485,SC,2022-12-19,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0
1732,3.18942067185974,0.2728952042438105,SC,2022-12-20,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0
1733,1.44143152805037,0.2154352916467055,SC,2022-12-21,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0
1734,3.22155012373173,0.120448431390732,SC,2022-12-22,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1735,5.8518251715057,0.2899316871720055,SC,2022-12-23,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0
1736,3.15524252093916,0.275640712641396,SC,2022-12-24,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0
1737,NA,NA,SC,2022-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1738,6.12614090249919,0.2553746504558395,SC,2022-12-26,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0
1739,2.47222271433391,0.207495222148162,SC,2022-12-27,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0
1740,3.13787073064279,0.3197026257126085,SC,2022-12-28,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1
1741,3.29181006553863,0.334476187097595,SC,2022-12-29,1,0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0
1742,11.0794125635871,0.3033253487070355,SC,2022-12-30,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0
1743,4.51113972289725,0.238371320013648,SC,2022-12-31,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0
1744,0.0975221448290161,0.0694997008690535,SC,2023-01-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1745,3.08032332363422,0.288580779510983,SC,2023-01-02,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
1746,13.9609975935384,0.2435352125304925,SC,2023-01-03,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
1747,4.22748672059155,0.282280729029278,SC,2023-01-04,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
1748,8.22824960258274,0.2256604198829385,SC,2023-01-05,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0
1749,6.35623623841737,0.310011956502242,SC,2023-01-06,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0
1750,2.34365927397524,0.356595879252324,SC,2023-01-07,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1
1751,1.51859527453687,0.2966900466026415,SC,2023-01-08,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1
1752,6.08604667306594,0.335966809901287,SC,2023-01-09,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0
1753,2.31196564882057,0.380608465878546,SC,2023-01-10,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0
1754,4.95441688342907,0.3873924328041445,SC,2023-01-11,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0
1755,1.60819632269104,0.2453088501007485,SC,2023-01-12,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0
1756,2.69883388106535,0.304633457294278,SC,2023-01-13,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0
1757,2.44975277421543,0.3258943896315705,SC,2023-01-14,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0
1758,3.91945772168238,0.277583901498773,SC,2023-01-15,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0
1759,5.11074843407015,0.3631785517718045,SC,2023-01-16,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0
1760,6.4448109780011,0.352317588500113,SC,2023-01-17,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
1761,2.49689979347432,0.3151237483022475,SC,2023-01-18,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0
1762,1.17320811164062,0.279217201291926,SC,2023-01-19,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0
1763,5.29950369435409,0.351678971133515,SC,2023-01-20,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0
1764,3.6481549536214,0.335958991426513,SC,2023-01-21,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0
1765,1.00102493534973,0.7075714856515,SD,2022-12-11,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
1766,0.289366417132944,0.0652218826784385,SD,2022-12-12,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1767,0.0839005670792351,0.0621779851992695,SD,2022-12-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1768,1.01540702059363,0.71798262391197,SD,2022-12-14,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
1769,0.0780814742514536,0.057081633200773,SD,2022-12-15,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
1770,NA,NA,SD,2022-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1771,NA,NA,SD,2022-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1772,NA,NA,SD,2022-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1773,NA,NA,SD,2022-12-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1774,NA,NA,SD,2022-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1775,0.666953393459908,0.3573149518542855,SD,2022-12-21,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0
1776,NA,NA,SD,2022-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1777,NA,NA,SD,2022-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1778,NA,NA,SD,2022-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1779,NA,NA,SD,2022-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1780,NA,NA,SD,2022-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1781,0.0757720352212931,0.0539496894651405,SD,2022-12-27,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1782,0.752406645008187,0.3759123087717115,SD,2022-12-28,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0
1783,NA,NA,SD,2022-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1784,NA,NA,SD,2022-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1785,NA,NA,SD,2022-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1786,0.0956922231910311,0.0694997008690535,SD,2023-01-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1787,0.104606972937144,0.074246407999271,SD,2023-01-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1788,1.61464290529464,0.3909814856408915,SD,2023-01-03,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0
1789,0.866002725737637,0.4035592254346535,SD,2023-01-04,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
1790,1.30230258515303,0.601033944009125,SD,2023-01-05,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1
1791,NA,NA,SD,2023-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1792,NA,NA,SD,2023-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1793,0.995686816544547,0.700392621891105,SD,2023-01-08,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0
1794,0.16655375545653,0.127366593373833,SD,2023-01-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1795,NA,NA,SD,2023-01-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1796,0.550183330758148,0.150017165134365,SD,2023-01-11,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
1797,1.0614236609841,0.345605099629539,SD,2023-01-12,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1
1798,0.984257340515396,0.699742976194645,SD,2023-01-13,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0
1799,0.476169015585377,0.321935501810145,SD,2023-01-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1800,0.978227290348609,0.4558838051968225,SD,2023-01-15,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
1801,0.35287230244552,0.2526637963337575,SD,2023-01-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1802,0.995338326030419,0.70532763210664,SD,2023-01-17,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0
1803,1.06410254302416,0.4890764359209685,SD,2023-01-18,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1
1804,NA,NA,SD,2023-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1805,NA,NA,SD,2023-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1806,NA,NA,SD,2023-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1807,5.69229860654433,0.403122838994029,TN,2022-12-11,1,1,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0
1808,2.33748570284028,0.223779758184971,TN,2022-12-12,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0
1809,3.40369465042864,0.271073307258599,TN,2022-12-13,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0
1810,4.96501912585568,0.190713063651733,TN,2022-12-14,1,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0
1811,4.41428038045864,0.329574420266575,TN,2022-12-15,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0
1812,7.52233509657225,0.362896498071613,TN,2022-12-16,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0
1813,2.69446133430364,0.2952883081204955,TN,2022-12-17,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0
1814,1.35003058598401,0.2757856640475745,TN,2022-12-18,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0
1815,4.36776105730157,0.2704921558808475,TN,2022-12-19,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0
1816,4.93152465023641,0.2440213875723885,TN,2022-12-20,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0
1817,5.23643064299095,0.2678114282058035,TN,2022-12-21,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0
1818,2.75254557468347,0.2424131970719315,TN,2022-12-22,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0
1819,1.06843866266007,0.228725348618966,TN,2022-12-23,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0
1820,3.79189097546506,0.332704528687931,TN,2022-12-24,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0
1821,1.7092272401717,0.428931723572231,TN,2022-12-25,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1
1822,3.82289507693928,0.3629656187706455,TN,2022-12-26,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1
1823,1.52229484198899,0.3784641062212905,TN,2022-12-27,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1
1824,0.699975556197632,0.1371200129806795,TN,2022-12-28,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
1825,1.50552796461646,0.378294995623796,TN,2022-12-29,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0
1826,2.57825046803616,0.2147118126927985,TN,2022-12-30,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0
1827,3.9373690963441,0.525710217536385,TN,2022-12-31,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0
1828,NA,NA,TN,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1829,1.05916404158457,0.178901638392386,TN,2023-01-02,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0
1830,2.42833944649813,0.354100148267916,TN,2023-01-03,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0
1831,3.24507569164315,0.272265070957426,TN,2023-01-04,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1
1832,3.61784374844688,0.273143255973138,TN,2023-01-05,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0
1833,2.33513045105367,0.2731114134460145,TN,2023-01-06,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0
1834,4.51181972795844,0.2590468709471155,TN,2023-01-07,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0
1835,2.37746484122534,0.3225949480056565,TN,2023-01-08,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0
