...1,es_score,brier_score,location,target_date,X21K_50_CI,X21L_50_CI,X22E_50_CI,X22F_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,other_50_CI,X23A_50_CI,X21K_95_CI,X21L_95_CI,X22E_95_CI,X22F_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,other_95_CI,X23A_95_CI
202,9.00667577589289,0.2191861914893475,CA,2023-05-05,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0
203,4.48212407300938,0.210920656162284,CA,2023-05-06,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0
204,1.24707046136521,0.270779795486648,CA,2023-05-07,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
205,8.06792618314071,0.352386992369695,CA,2023-05-08,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
206,12.9724490442712,0.223295332400679,CA,2023-05-09,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0
207,6.5237174678303,0.2938656078685345,CA,2023-05-10,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0
208,5.5775506337397,0.2916271517705115,CA,2023-05-11,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0
209,3.36200028792071,0.2559930895010115,CA,2023-05-12,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0
210,1.56342141636233,0.40848781679365,CA,2023-05-13,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0
211,NA,NA,CO,2023-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,0.587405136342618,0.1471118244261095,CO,2023-04-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
213,0.0395724673953083,0.0082305488968865,CO,2023-04-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
214,0.0118556492506357,0.0087716740198824,CO,2023-04-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
215,0.306043067620028,0.00936716971451275,CO,2023-04-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
216,NA,NA,CO,2023-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,0.0129431936198574,0.0107390398485235,CO,2023-04-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
218,0.0166498897863899,0.0115253451071675,CO,2023-04-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
219,0.0184357728122137,0.01238593131230775,CO,2023-04-10,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
220,0.901333940827426,0.184943605531212,CO,2023-04-11,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0
221,0.138879554228714,0.014354951749443,CO,2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
222,0.243038832608534,0.0154771890775712,CO,2023-04-13,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
223,0.893432445607532,0.121687056421228,CO,2023-04-14,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
224,0.025864608360352,0.0180357982048077,CO,2023-04-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
225,NA,NA,CO,2023-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,0.819254711905197,0.1829871995798785,CO,2023-04-17,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0
227,0.673164276954274,0.265501591681043,CO,2023-04-18,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
228,0.223144608253412,0.02466421087723935,CO,2023-04-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
229,NA,NA,CO,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,1.13805066131923,0.80627910398964,CO,2023-04-21,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0
231,1.04808314623756,0.73564675965494,CO,2023-04-22,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
232,NA,NA,CO,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,0.833133532529505,0.186618233139983,CO,2023-04-24,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0
234,0.913982531036198,0.2936354232354515,CO,2023-04-25,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0
235,0.366196485019914,0.04301084566201195,CO,2023-04-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
236,NA,NA,CO,2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,1.08430886103183,0.255073376234939,CO,2023-04-28,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
238,0.0730251516589936,0.054478717195352,CO,2023-04-29,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
239,0.253988842325481,0.058899090729925,CO,2023-04-30,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
240,1.00180366355506,0.0636465460298935,CO,2023-05-01,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0
241,0.653791867920095,0.180577281462935,CO,2023-05-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
242,0.103978680278919,0.0741903788776005,CO,2023-05-03,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
243,0.606957740312234,0.0800199543763315,CO,2023-05-04,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
244,0.122538522079302,0.086242640385311,CO,2023-05-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
245,NA,NA,CO,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,0.612359817777173,0.3421707644660895,CO,2023-05-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
247,0.71577849821078,0.51265478863155,CO,2023-05-08,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0
248,0.609720536585105,0.341949204271721,CO,2023-05-09,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
249,2.53396873023173,0.626352482068485,CO,2023-05-10,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0
250,0.520153465032795,0.1325987789862745,CO,2023-05-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
251,NA,NA,CO,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,0.98699826161775,0.1517257434531945,CO,2023-05-13,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
253,NA,NA,CT,2023-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,0.19002373244873,0.00773984162967325,CT,2023-04-03,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0
255,0.0106015670927386,0.0082305488968865,CT,2023-04-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
256,0.0433181419996386,0.0087716740198824,CT,2023-04-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
257,NA,NA,CT,2023-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,NA,NA,CT,2023-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
259,NA,NA,CT,2023-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,NA,NA,CT,2023-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,1.75287591791557,0.56557840409694,CT,2023-04-10,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0
262,0.705105209090667,0.1772477881594705,CT,2023-04-11,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0
263,0.67881343389498106,0.176681444605757,CT,2023-04-12,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0
264,0.0214461526495165,0.0154771890775712,CT,2023-04-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
265,0.0230072605725283,0.01670136538718275,CT,2023-04-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
266,NA,NA,CT,2023-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267,0.596952168219935,0.2061782387574955,CT,2023-04-16,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
268,0.0976146700220384,0.02107177362857595,CT,2023-04-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
269,0.875527767113265,0.399649904240464,CT,2023-04-18,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1
270,0.115182389045352,0.02466421087723935,CT,2023-04-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
271,0.037697022096319,0.02669670428530765,CT,2023-04-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
272,0.0384885432844168,0.02890278277044645,CT,2023-04-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
273,NA,NA,CT,2023-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,0.046052761500444,0.0338879308848166,CT,2023-04-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
275,0.76920772937646,0.374738392167845,CT,2023-04-24,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0
276,0.585734779508184,0.257045499970969,CT,2023-04-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
277,1.12276181061187,0.79404060138768,CT,2023-04-26,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0
278,NA,NA,CT,2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279,0.231407560202961,0.0503684322370965,CT,2023-04-28,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
280,NA,NA,CT,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
281,NA,NA,CT,2023-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,NA,NA,CT,2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283,0.928755080439234,0.412396695442017,CT,2023-05-02,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0
284,1.44039315631479,0.51545619282672,CT,2023-05-03,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0
285,0.327002177235892,0.0800199543763315,CT,2023-05-04,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
286,0.12488917129329,0.086242640385311,CT,2023-05-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
287,0.130598888843566,0.092873542930678,CT,2023-05-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
288,NA,NA,CT,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
289,0.588769816745047,0.263722063744374,CT,2023-05-08,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
290,1.79695227821949,0.431938962447101,CT,2023-05-09,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1
291,0.512864270814511,0.322182087290931,CT,2023-05-10,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
292,1.73742158259903,0.227763362844374,CT,2023-05-11,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0
293,0.645955426922168,0.37886854619299,CT,2023-05-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
294,NA,NA,CT,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
295,NA,NA,DC,2023-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
296,NA,NA,DC,2023-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
297,1.62508451472294,0.431990937991725,DC,2023-04-04,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0
298,1.03761368118555,0.30120770496293803,DC,2023-04-05,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
299,1.19190411180479,0.82953101127449,DC,2023-04-06,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0
300,1.13306822455019,0.4477001678444105,DC,2023-04-07,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0
301,0.0543460613449367,0.0107390398485235,DC,2023-04-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
302,NA,NA,DC,2023-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303,0.0164995023165481,0.01238593131230775,DC,2023-04-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
304,0.0178828011680739,0.01332692232133715,DC,2023-04-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
305,NA,NA,DC,2023-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
306,0.0211079859030096,0.0154771890775712,DC,2023-04-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
307,0.0228617804231457,0.01670136538718275,DC,2023-04-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
308,NA,NA,DC,2023-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
309,0.026900024818743,0.0194894148548534,DC,2023-04-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
310,0.098954211084514,0.02107177362857595,DC,2023-04-17,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
311,0.90518229771273,0.2901361964012165,DC,2023-04-18,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1
312,NA,NA,DC,2023-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
313,0.0365691726392365,0.02669670428530765,DC,2023-04-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
314,0.779526903199592,0.3776911092192045,DC,2023-04-21,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0
315,0.0398578555645183,0.0312953399924644,DC,2023-04-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
316,0.749882688912318,0.3716172779514575,DC,2023-04-23,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0
317,1.73241455320021,0.487419606153809,DC,2023-04-24,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0
318,0.0504486463650644,0.03973060015923435,DC,2023-04-25,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
319,NA,NA,DC,2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
320,NA,NA,DC,2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
321,0.936886645077897,0.662273287583235,DC,2023-04-28,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
322,1.70485424587355,0.762971118264185,DC,2023-04-29,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,1,0
323,NA,NA,DC,2023-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,NA,NA,DC,2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
325,NA,NA,DC,2023-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
326,NA,NA,DC,2023-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
327,0.854536481198469,0.3971975650982185,DC,2023-05-04,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1
328,0.121638318578728,0.086242640385311,DC,2023-05-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
329,0.131265973380922,0.092873542930678,DC,2023-05-06,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
330,NA,NA,DC,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
331,1.28644416422283,0.599678652251865,DC,2023-05-08,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0
332,1.08594427582609,0.3694214575332325,DC,2023-05-09,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0
333,0.170045505301542,0.123742438281266,DC,2023-05-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
334,0.994915702441707,0.703586282134875,DC,2023-05-11,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0
335,NA,NA,DC,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
336,NA,NA,DC,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
337,0.0360069098203451,0.0072959648854658,DE,2023-04-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
338,NA,NA,DE,2023-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
339,1.15187635515741,0.452316953658955,DE,2023-04-04,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0
340,NA,NA,DE,2023-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
341,0.153639007562106,0.00936716971451275,DE,2023-04-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
342,0.0146801307133896,0.01002137539496255,DE,2023-04-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
343,0.0136594927882142,0.0107390398485235,DE,2023-04-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
344,NA,NA,DE,2023-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
345,0.0164010164852346,0.01238593131230775,DE,2023-04-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
346,0.136060655286009,0.01332692232133715,DE,2023-04-11,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
347,0.0205056016372011,0.014354951749443,DE,2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
348,0.153891440978992,0.0154771890775712,DE,2023-04-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
349,0.0208209712608539,0.01670136538718275,DE,2023-04-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
350,NA,NA,DE,2023-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
351,0.0946738065267199,0.0194894148548534,DE,2023-04-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
352,0.029358705804607,0.02107177362857595,DE,2023-04-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
353,NA,NA,DE,2023-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
354,0.0331304699395846,0.02466421087723935,DE,2023-04-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
355,NA,NA,DE,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
356,0.0396866791553018,0.02890278277044645,DE,2023-04-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
357,NA,NA,DE,2023-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
358,NA,NA,DE,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
359,0.763131497183151,0.374738392167845,DE,2023-04-24,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0
360,0.0518627892155502,0.03973060015923435,DE,2023-04-25,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
361,NA,NA,DE,2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
362,0.0685707042095235,0.04655135610407115,DE,2023-04-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
363,NA,NA,DE,2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
364,NA,NA,DE,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
365,NA,NA,DE,2023-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
366,0.823801474989392,0.287817192223445,DE,2023-05-01,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1
367,NA,NA,DE,2023-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
368,0.324914370580721,0.0741903788776005,DE,2023-05-03,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
369,NA,NA,DE,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
370,0.115472022180103,0.086242640385311,DE,2023-05-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
371,0.128656593795377,0.092873542930678,DE,2023-05-06,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
372,NA,NA,DE,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,NA,NA,DE,2023-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
374,1.1001389573974,0.532502357581415,DE,2023-05-09,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0
375,0.16733370836966,0.123742438281266,DE,2023-05-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
376,0.520290354001867,0.1325987789862745,DE,2023-05-11,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
377,0.789777618831008,0.547288190918115,DE,2023-05-12,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
378,0.217169873048675,0.1517257434531945,DE,2023-05-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
379,0.972535395388492,0.04093684320088,FL,2023-04-02,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0
380,4.32002233715379,0.151716221470406,FL,2023-04-03,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0
381,3.54379997354752,0.1496800768071065,FL,2023-04-04,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0
382,1.67191348999924,0.0424813171583752,FL,2023-04-05,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0
383,2.85669014251642,0.1042691825515785,FL,2023-04-06,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0
384,1.96370025728461,0.1410649647880885,FL,2023-04-07,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0
385,0.890036335756702,0.111393187405638,FL,2023-04-08,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
386,0.448693748212622,0.0115253451071675,FL,2023-04-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
387,4.82991237387514,0.146863333043026,FL,2023-04-10,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0
388,4.20872633081654,0.17712876758206,FL,2023-04-11,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0
389,3.40118151976976,0.151916083378213,FL,2023-04-12,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0
390,3.87246307055802,0.068067446895591,FL,2023-04-13,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0
391,2.26365036337648,0.0696553471434515,FL,2023-04-14,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1
392,2.43875022918979,0.2016394817973215,FL,2023-04-15,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0
393,2.12587140021385,0.1893256024240815,FL,2023-04-16,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0
394,3.13779580206462,0.217518178934609,FL,2023-04-17,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,1,0
395,0.838142071083673,0.223300417796398,FL,2023-04-18,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0
396,3.52223484746762,0.23751641615994,FL,2023-04-19,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0
397,1.56203060014476,0.1772714514361785,FL,2023-04-20,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0
398,2.98999800803431,0.1403933453579435,FL,2023-04-21,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0
399,1.13798050515737,0.1556674813322915,FL,2023-04-22,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0
400,1.66922989599316,0.3157654938143215,FL,2023-04-23,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0
401,3.63586711301284,0.2384058932454735,FL,2023-04-24,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0
402,4.98579820664274,0.1838788006480065,FL,2023-04-25,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0
403,2.90597215687891,0.211094127862191,FL,2023-04-26,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0
404,3.0509103584228,0.2235544833313425,FL,2023-04-27,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0
405,5.23168225972211,0.1271774691932585,FL,2023-04-28,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0
406,2.8741979891758,0.330671860222895,FL,2023-04-29,1,1,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0
407,2.5580790030502,0.330856476072252,FL,2023-04-30,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,1,1
408,4.18127456594495,0.249468153565114,FL,2023-05-01,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0
