...1,es_score,brier_score,location,target_date,X21L_50_CI,X22A_50_CI,X22D_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,other_50_CI,X22B_50_CI,X21L_95_CI,X22A_95_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,other_95_CI,X22B_95_CI
1096,NA,NA,MT,2022-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1097,NA,NA,MT,2022-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1098,NA,NA,MT,2022-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1099,NA,NA,MT,2022-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1100,NA,NA,MT,2022-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1101,0.267277758855568,0.2656076516124615,MT,2022-11-21,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1102,0.552040965090373,0.3823477772703215,MT,2022-11-22,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1103,NA,NA,MT,2022-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1104,NA,NA,MT,2022-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1105,NA,NA,MT,2022-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1106,0.15754920314472,0.1158003947480455,MT,2022-11-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1107,NA,NA,MT,2022-11-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1108,NA,NA,MT,2022-11-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1109,NA,NA,MT,2022-11-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1110,NA,NA,MT,2022-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1111,NA,NA,MT,2022-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1112,NA,NA,MT,2022-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1113,NA,NA,MT,2022-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1114,NA,NA,MT,2022-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1115,NA,NA,MT,2022-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1116,NA,NA,MT,2022-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1117,NA,NA,MT,2022-12-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1118,NA,NA,MT,2022-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1119,NA,NA,MT,2022-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1120,NA,NA,MT,2022-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1121,NA,NA,MT,2022-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1122,NA,NA,MT,2022-12-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1123,NA,NA,MT,2022-12-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1124,NA,NA,MT,2022-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1125,NA,NA,MT,2022-12-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1126,NA,NA,MT,2022-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1127,NA,NA,MT,2022-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1128,NA,NA,MT,2022-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1129,NA,NA,MT,2022-12-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1130,NA,NA,MT,2022-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1131,NA,NA,MT,2022-12-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1132,NA,NA,MT,2022-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1133,NA,NA,MT,2022-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1134,0.123402139878629,0.088525857525713,MT,2022-12-24,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
1135,3.72716777048805,0.3328899880368805,NC,2022-11-13,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1136,3.7788735855191,0.2923145612718545,NC,2022-11-14,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1
1137,4.61586215971537,0.2640828428230165,NC,2022-11-15,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0
1138,2.16170870347672,0.318543453004934,NC,2022-11-16,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0
1139,12.551912065263,0.2964260354718985,NC,2022-11-17,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0
1140,2.18669698955827,0.310453418862716,NC,2022-11-18,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0
1141,5.01631651698701,0.3204839750280135,NC,2022-11-19,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0
1142,2.97073897182803,0.2690606687189545,NC,2022-11-20,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0
1143,7.09952331846708,0.3466826897467245,NC,2022-11-21,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
1144,5.37535001978571,0.303824656152903,NC,2022-11-22,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1145,12.6600702771886,0.342857248083056,NC,2022-11-23,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0
1146,0.188067351986451,0.134098484370624,NC,2022-11-24,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1147,9.87410157128298,0.310225590354201,NC,2022-11-25,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
1148,3.82804137021254,0.2956318204301815,NC,2022-11-26,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0
1149,10.5996525985193,0.3269349782682645,NC,2022-11-27,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0
1150,7.32310826915932,0.300475334425676,NC,2022-11-28,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0
1151,12.4823979762418,0.3216772419423605,NC,2022-11-29,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0
1152,15.9213560185426,0.3146512739806995,NC,2022-11-30,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0
1153,12.7402152875735,0.331982958642795,NC,2022-12-01,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
1154,10.3701278214028,0.3439377163469675,NC,2022-12-02,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0
1155,3.68945446881274,0.3534176424007545,NC,2022-12-03,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
1156,1.36211950307215,0.211313156988329,NC,2022-12-04,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
1157,4.67602800086686,0.2587143184590695,NC,2022-12-05,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
1158,18.3949887458573,0.3482772177853165,NC,2022-12-06,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0
1159,10.19897351654,0.3065432841965465,NC,2022-12-07,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
1160,5.31309962900894,0.2422272212188625,NC,2022-12-08,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0
1161,13.2206114436413,0.308974289193427,NC,2022-12-09,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0
1162,8.72153537698455,0.3306275507264335,NC,2022-12-10,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0
1163,11.3742299231785,0.334954142339052,NC,2022-12-11,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0
1164,16.4203889285237,0.3316263262258395,NC,2022-12-12,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1165,7.68449998310575,0.266670328132685,NC,2022-12-13,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
1166,9.59113333907553,0.3101798161457455,NC,2022-12-14,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
1167,14.7863182962442,0.3473470530138295,NC,2022-12-15,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
1168,10.0456571137035,0.2809141678921905,NC,2022-12-16,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0
1169,9.52819664043593,0.283352841046368,NC,2022-12-17,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0
1170,15.3721873901703,0.2807140513333935,NC,2022-12-18,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
1171,19.0550384213302,0.280607656979604,NC,2022-12-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1172,22.9324534601254,0.3566325188700815,NC,2022-12-20,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1173,18.4633471987325,0.3271937778769495,NC,2022-12-21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,21.0437835108954,0.2727520730198195,NC,2022-12-22,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
1175,16.6481626871682,0.277312148629012,NC,2022-12-23,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
1176,4.15710841638213,0.318447484200862,NC,2022-12-24,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0
1177,NA,NA,ND,2022-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1178,3.21700765771724,0.252065109471798,ND,2022-11-14,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0
1179,3.90619892128937,0.3149272015498175,ND,2022-11-15,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0
1180,NA,NA,ND,2022-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1181,1.80804156880833,0.386769515473941,ND,2022-11-17,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1
1182,0.283651119236748,0.203406354124472,ND,2022-11-18,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1183,NA,NA,ND,2022-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1184,NA,NA,ND,2022-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1185,2.60790268374389,0.3651321258880095,ND,2022-11-21,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0
1186,1.02435461425049,0.2913355270982195,ND,2022-11-22,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0
1187,1.08713651831295,0.297459358925932,ND,2022-11-23,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0
1188,NA,NA,ND,2022-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1189,0.176688038123417,0.1246484675876565,ND,2022-11-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1190,NA,NA,ND,2022-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1191,1.42695932289905,0.4686694044838915,ND,2022-11-27,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0
1192,2.86814855897356,0.2927102035104125,ND,2022-11-28,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0
1193,0.804767516694492,0.297459694975333,ND,2022-11-29,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1194,1.12848125275299,0.37434264422117,ND,2022-11-30,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
1195,0.113769888879994,0.080258170426639,ND,2022-12-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1196,0.639646407827404,0.2330780531837625,ND,2022-12-02,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1197,NA,NA,ND,2022-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1198,NA,NA,ND,2022-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1199,3.18035980085607,0.459927959962513,ND,2022-12-05,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0
1200,5.29240630157225,0.52730397368815,ND,2022-12-06,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0
1201,1.76472340685402,0.617823296103465,ND,2022-12-07,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0
1202,1.3323636194234,0.3567302358030455,ND,2022-12-08,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0
1203,0.625278364717371,0.3451866794749275,ND,2022-12-09,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0
1204,NA,NA,ND,2022-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1205,NA,NA,ND,2022-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1206,3.49039739763517,0.3413952302305295,ND,2022-12-12,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0
1207,NA,NA,ND,2022-12-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1208,NA,NA,ND,2022-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1209,NA,NA,ND,2022-12-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1210,NA,NA,ND,2022-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1211,NA,NA,ND,2022-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1212,NA,NA,ND,2022-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1213,1.38977886511132,0.50689612906331,ND,2022-12-19,0,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0
1214,0.714645664861831,0.06179330902422,ND,2022-12-20,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1215,NA,NA,ND,2022-12-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1216,0.994178967913305,0.701478196065325,ND,2022-12-22,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
1217,NA,NA,ND,2022-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1218,NA,NA,ND,2022-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1219,0.825965243065504,0.2375406904650285,NE,2022-11-13,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
1220,1.61423905329335,0.3543740514211205,NE,2022-11-14,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0
1221,1.23268184573376,0.3934650396270305,NE,2022-11-15,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1
1222,0.760126522919,0.3874712668563015,NE,2022-11-16,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
1223,0.230072857291971,0.2576931640824885,NE,2022-11-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1224,0.284945831751516,0.203406354124472,NE,2022-11-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1225,0.480877045660846,0.331234791396528,NE,2022-11-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1226,NA,NA,NE,2022-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1227,1.87470750742086,0.3651321258880095,NE,2022-11-21,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0
1228,0.940549029309341,0.4316516729971745,NE,2022-11-22,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1
1229,0.553751973615048,0.271908551266068,NE,2022-11-23,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1230,NA,NA,NE,2022-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1231,1.36685474458741,0.434342732239131,NE,2022-11-25,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0
1232,2.17066197861774,0.451582027095661,NE,2022-11-26,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0
1233,0.299789550637045,0.2279212233294565,NE,2022-11-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1234,1.75131332479828,0.3942773466708635,NE,2022-11-28,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0
1235,0.713855705175848,0.502135492150395,NE,2022-11-29,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
1236,1.98180630612435,0.58470850552687,NE,2022-11-30,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0
1237,0.7537774266946,0.53424372606055,NE,2022-12-01,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1238,0.359118020012892,0.2330780531837625,NE,2022-12-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1239,1.26903422070686,0.3996293559436885,NE,2022-12-03,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0
1240,0.823949091464321,0.578826981669665,NE,2022-12-04,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
1241,0.406674483073147,0.238469116460182,NE,2022-12-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1242,2.29342580153023,0.4686363327956665,NE,2022-12-06,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0
1243,0.244032683415187,0.05494418690199,NE,2022-12-07,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
1244,NA,NA,NE,2022-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1245,NA,NA,NE,2022-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1246,0.912459980725987,0.649991462110965,NE,2022-12-10,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
1247,0.656648153860571,0.353240761263868,NE,2022-12-11,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0
1248,0.591542238104229,0.04674837132909865,NE,2022-12-12,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
1249,0.713679339764252,0.360479496136342,NE,2022-12-13,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
1250,NA,NA,NE,2022-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1251,0.598433641557371,0.260526828005038,NE,2022-12-15,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
1252,0.0685223239571611,0.04913746242883345,NE,2022-12-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1253,0.873294718857413,0.3990068514908405,NE,2022-12-17,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1
1254,0.233823615539051,0.0539733438033885,NE,2022-12-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1255,0.562479018514279,0.1506414501330315,NE,2022-12-19,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1256,0.976379817834041,0.06179330902422,NE,2022-12-20,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1
1257,NA,NA,NE,2022-12-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1258,0.300112866969326,0.0731243357527215,NE,2022-12-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1259,NA,NA,NE,2022-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1260,NA,NA,NE,2022-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1261,0.350081708290052,0.2375406904650285,NH,2022-11-13,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1262,0.811328650127882,0.3522239236241535,NH,2022-11-14,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0
1263,NA,NA,NH,2022-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1264,1.21940314944554,0.384469102723866,NH,2022-11-16,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0
1265,NA,NA,NH,2022-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1266,0.284416222916425,0.203406354124472,NH,2022-11-18,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
1267,1.7768315097544,0.419538450629737,NH,2022-11-19,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0
1268,0.254071286946605,0.1779452513149365,NH,2022-11-20,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1269,0.509826619539703,0.3651321258880095,NH,2022-11-21,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1270,NA,NA,NH,2022-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1271,NA,NA,NH,2022-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1272,NA,NA,NH,2022-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1273,NA,NA,NH,2022-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1274,1.00924994425118,0.4303969748969495,NH,2022-11-26,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0
1275,0.863326059941478,0.324533831374047,NH,2022-11-27,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0
1276,1.23422464170852,0.333200864955681,NH,2022-11-28,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0
1277,0.717977388178688,0.502135492150395,NH,2022-11-29,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0
1278,NA,NA,NH,2022-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1279,0.750836541307657,0.53424372606055,NH,2022-12-01,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
1280,0.790353371602223,0.300275170733651,NH,2022-12-02,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1
1281,0.547971818124295,0.0698518744413115,NH,2022-12-03,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0
1282,1.76873201430676,0.4880584616038075,NH,2022-12-04,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0
1283,0.937978264706413,0.361146807376729,NH,2022-12-05,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0
1284,1.15925895443244,0.464744827288063,NH,2022-12-06,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0
1285,1.61830091572859,0.317236518958577,NH,2022-12-07,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0
1286,1.02186721886402,0.724511938456175,NH,2022-12-08,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1
1287,0.811085136589782,0.3856895629539585,NH,2022-12-09,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1
1288,NA,NA,NH,2022-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1289,1.18905501489105,0.4724800252484915,NH,2022-12-11,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0
1290,1.05618319581122,0.747433065255095,NH,2022-12-12,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1
1291,NA,NA,NH,2022-12-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1292,0.731543732753702,0.366565843463612,NH,2022-12-14,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1
1293,2.14794791628218,0.3139840032632005,NH,2022-12-15,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1
1294,0.686949682226621,0.3559725036474605,NH,2022-12-16,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1
1295,0.514080214247022,0.2504223807042065,NH,2022-12-17,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
1296,0.0702586388006252,0.0539733438033885,NH,2022-12-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1297,4.20162048660297,0.572094829496365,NH,2022-12-19,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0
1298,1.04588537347369,0.74002401712573,NH,2022-12-20,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1
1299,NA,NA,NH,2022-12-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1300,2.02080837441002,0.2885177923162645,NH,2022-12-22,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0
1301,1.67120243321674,0.4196461138750045,NH,2022-12-23,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0
1302,NA,NA,NH,2022-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1303,9.55847930011098,0.321129796328057,NJ,2022-11-13,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0
1304,43.7421245980198,0.291719598506565,NJ,2022-11-14,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0
1305,10.6049725609123,0.277649185015663,NJ,2022-11-15,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0
1306,14.4293910411535,0.2794645994840235,NJ,2022-11-16,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0
1307,7.99498496998751,0.285938945294653,NJ,2022-11-17,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0
1308,12.7709895175496,0.281679438340359,NJ,2022-11-18,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0
1309,6.02667948511802,0.319626504246659,NJ,2022-11-19,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0
1310,11.2486959506766,0.2478090669224325,NJ,2022-11-20,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
1311,3.34678457839351,0.3146894854946185,NJ,2022-11-21,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0
1312,1.19040175537326,0.335171531423811,NJ,2022-11-22,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0
1313,4.48039646782583,0.190610526893772,NJ,2022-11-23,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0
