...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,X23H_50_CI,X24A_50_CI,recombinant_50_CI,other_50_CI,X23F_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,X23H_95_CI,X24A_95_CI,recombinant_95_CI,other_95_CI,X23F_95_CI
1131,NA,NA,MT,2023-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1132,NA,NA,MT,2023-12-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1133,NA,NA,MT,2023-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1134,NA,NA,MT,2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1135,0.707665395396113,0.498003415255735,NC,2023-11-12,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
1136,2.44421366028538,0.4029441852764265,NC,2023-11-13,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0
1137,1.07836268944208,0.271425979488309,NC,2023-11-14,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0
1138,1.14292839540132,0.4548431769135235,NC,2023-11-15,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0
1139,0.830946301746364,0.40973714506590603,NC,2023-11-16,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0
1140,2.17497740205362,0.386525269358319,NC,2023-11-17,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0
1141,0.215612993628019,0.1576898370792215,NC,2023-11-18,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
1142,NA,NA,NC,2023-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1143,1.27733418496489,0.2659269290570365,NC,2023-11-20,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0
1144,1.82775643305301,0.351559626549876,NC,2023-11-21,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0
1145,0.607545582818789,0.16614392975624,NC,2023-11-22,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0
1146,0.234386452416482,0.1693131822788475,NC,2023-11-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1147,1.26626460789029,0.347649720800683,NC,2023-11-24,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0
1148,0.777672389185466,0.549862816196945,NC,2023-11-25,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
1149,NA,NA,NC,2023-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1150,2.59561908774794,0.4073178079883845,NC,2023-11-27,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1
1151,1.36177413888074,0.358408399598125,NC,2023-11-28,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1
1152,1.21647961685935,0.3456891777056515,NC,2023-11-29,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0
1153,1.31622850487274,0.356586702487785,NC,2023-11-30,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0
1154,1.57970366778347,0.4002394192109795,NC,2023-12-01,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1155,0.931147289266527,0.3319676493422385,NC,2023-12-02,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0
1156,NA,NA,NC,2023-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1157,3.1876355630138,0.3951916165554295,NC,2023-12-04,0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0
1158,1.72751988099314,0.393717429663712,NC,2023-12-05,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0
1159,2.88143683375271,0.432582191311402,NC,2023-12-06,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1
1160,1.14869053864738,0.3727290466401655,NC,2023-12-07,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0
1161,1.2101326382416,0.351232027359581,NC,2023-12-08,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0
1162,NA,NA,NC,2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1163,0.449364563227962,0.3308165998831375,NC,2023-12-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1164,1.68435589416543,0.468372670283158,NC,2023-12-11,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0
1165,8.07721236713309,0.4638944910696385,NC,2023-12-12,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1166,3.38337243605426,0.4406726960126555,NC,2023-12-13,0,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0
1167,1.93059958629401,0.4399834957136445,NC,2023-12-14,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1
1168,0.712846354370494,0.3382457880021445,NC,2023-12-15,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0
1169,0.637727075879002,0.44443936286711,NC,2023-12-16,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
1170,3.19645659088799,0.575009130121835,NC,2023-12-17,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0
1171,2.90381232707733,0.47264514438993,NC,2023-12-18,1,0,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0
1172,5.83326040532605,0.4180908489277205,NC,2023-12-19,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0
1173,3.83116728927384,0.4627249014463125,NC,2023-12-20,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0
1174,0.358978874512007,0.2349519081719115,NC,2023-12-21,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0
1175,1.67731772221787,0.3837047440157245,NC,2023-12-22,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0
1176,NA,NA,NC,2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1177,NA,NA,ND,2023-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1178,0.212214977834901,0.154321798593761,ND,2023-11-13,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
1179,1.99867079025331,0.4471204000316915,ND,2023-11-14,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0
1180,4.29622921075688,0.466869638401605,ND,2023-11-15,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0
1181,0.818137795697518,0.3017652225267065,ND,2023-11-16,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0
1182,1.4905254088492501,0.56578643658909,ND,2023-11-17,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1
1183,NA,NA,ND,2023-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1184,0.757953330644483,0.5403443227334,ND,2023-11-19,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
1185,1.01036806586265,0.397723002411049,ND,2023-11-20,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0
1186,0.620746071809009,0.1634323015624515,ND,2023-11-21,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
1187,0.72566389346144,0.51826399237301,ND,2023-11-22,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
1188,NA,NA,ND,2023-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1189,NA,NA,ND,2023-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1190,NA,NA,ND,2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1191,NA,NA,ND,2023-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1192,NA,NA,ND,2023-11-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1193,0.839600037415059,0.59229028285617,ND,2023-11-28,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0
1194,2.00864046038451,0.489503501221657,ND,2023-11-29,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0
1195,1.16786358485364,0.56590469556667,ND,2023-11-30,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0
1196,0.842953194345138,0.594811697166375,ND,2023-12-01,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0
1197,0.78954411240239,0.225215363195501,ND,2023-12-02,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
1198,0.774811774565655,0.546622405612565,ND,2023-12-03,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1199,1.20821475180384,0.577509007172795,ND,2023-12-04,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0
1200,NA,NA,ND,2023-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1201,NA,NA,ND,2023-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1202,0.391872412030754,0.2843593538338025,ND,2023-12-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1203,0.428286346495309,0.298949719753635,ND,2023-12-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1204,NA,NA,ND,2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1205,NA,NA,ND,2023-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1206,4.11729015696212,0.4544215916937085,ND,2023-12-11,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1207,0.902257815740986,0.64025227557969,ND,2023-12-12,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1
1208,0.88006030552915,0.620663498005775,ND,2023-12-13,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
1209,0.331049368754146,0.2807775526382165,ND,2023-12-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1210,0.599842472427068,0.424029494920472,ND,2023-12-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1211,NA,NA,ND,2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1212,NA,NA,ND,2023-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1213,1.22711062877993,0.581100339038335,ND,2023-12-18,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0
1214,2.00480886117175,0.402644350188997,ND,2023-12-19,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1
1215,0.125009209735675,0.0864601913467235,ND,2023-12-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1216,0.320928645998437,0.0773322915879745,ND,2023-12-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1217,NA,NA,ND,2023-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1218,NA,NA,ND,2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1219,NA,NA,NE,2023-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1220,NA,NA,NE,2023-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1221,NA,NA,NE,2023-11-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1222,NA,NA,NE,2023-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1223,NA,NA,NE,2023-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1224,NA,NA,NE,2023-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1225,NA,NA,NE,2023-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1226,NA,NA,NE,2023-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1227,NA,NA,NE,2023-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1228,NA,NA,NE,2023-11-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1229,NA,NA,NE,2023-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1230,NA,NA,NE,2023-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1231,NA,NA,NE,2023-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1232,NA,NA,NE,2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1233,NA,NA,NE,2023-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1234,NA,NA,NE,2023-11-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1235,NA,NA,NE,2023-11-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1236,NA,NA,NE,2023-11-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1237,NA,NA,NE,2023-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1238,NA,NA,NE,2023-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1239,NA,NA,NE,2023-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1240,NA,NA,NE,2023-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1241,NA,NA,NE,2023-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1242,NA,NA,NE,2023-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1243,NA,NA,NE,2023-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1244,NA,NA,NE,2023-12-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1245,NA,NA,NE,2023-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1246,NA,NA,NE,2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1247,NA,NA,NE,2023-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1248,NA,NA,NE,2023-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1249,NA,NA,NE,2023-12-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1250,0.248846404210563,0.1718687935078395,NE,2023-12-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1251,0.562265587706593,0.404097388130134,NE,2023-12-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1252,NA,NA,NE,2023-12-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1253,NA,NA,NE,2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1254,NA,NA,NE,2023-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1255,NA,NA,NE,2023-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1256,NA,NA,NE,2023-12-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1257,NA,NA,NE,2023-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1258,NA,NA,NE,2023-12-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1259,NA,NA,NE,2023-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1260,NA,NA,NE,2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1261,NA,NA,NH,2023-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1262,NA,NA,NH,2023-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1263,NA,NA,NH,2023-11-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1264,NA,NA,NH,2023-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1265,NA,NA,NH,2023-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1266,NA,NA,NH,2023-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1267,NA,NA,NH,2023-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1268,0.753001942683945,0.53061384108486,NH,2023-11-19,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1
1269,0.792442166896587,0.5592536994988,NH,2023-11-20,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
1270,0.863588620790362,0.610433335471185,NH,2023-11-21,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
1271,NA,NA,NH,2023-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1272,NA,NA,NH,2023-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1273,NA,NA,NH,2023-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1274,NA,NA,NH,2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1275,0.262864400245133,0.1819620045170705,NH,2023-11-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1276,0.777015775864776,0.301374979523597,NH,2023-11-27,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
1277,0.783598226861078,0.55252488944542,NH,2023-11-28,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
1278,0.284919159748814,0.200211967233833,NH,2023-11-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1279,NA,NA,NH,2023-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1280,NA,NA,NH,2023-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1281,NA,NA,NH,2023-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1282,NA,NA,NH,2023-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1283,NA,NA,NH,2023-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1284,0.433171733159135,0.303919187505972,NH,2023-12-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1285,0.380796729827116,0.2706909030435885,NH,2023-12-06,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
1286,0.885697615369478,0.626918818381095,NH,2023-12-07,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1
1287,NA,NA,NH,2023-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1288,NA,NA,NH,2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1289,NA,NA,NH,2023-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1290,0.72477319756977,0.202539128561415,NH,2023-12-11,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0
1291,NA,NA,NH,2023-12-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1292,NA,NA,NH,2023-12-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1293,NA,NA,NH,2023-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1294,1.15991283512062,0.550788841837595,NH,2023-12-15,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0
1295,NA,NA,NH,2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1296,NA,NA,NH,2023-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1297,0.149942360517343,0.1070377281071205,NH,2023-12-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1298,0.137104030807581,0.096358323900727,NH,2023-12-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1299,0.947035409266732,0.669197528534915,NH,2023-12-20,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1
1300,0.106067374711515,0.0773322915879745,NH,2023-12-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1301,1.0301420935362,0.725215925350255,NH,2023-12-22,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1302,0.0875680329693867,0.0613046224176115,NH,2023-12-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1303,0.721170525521735,0.3744385524024585,NJ,2023-11-12,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0
1304,4.36238489315391,0.4173628109841375,NJ,2023-11-13,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0
1305,1.80264033899888,0.3691181855197655,NJ,2023-11-14,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0
1306,1.61101170457261,0.367500976243428,NJ,2023-11-15,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0
1307,1.84552412844019,0.3310271100962945,NJ,2023-11-16,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1
1308,1.40201843754212,0.288433805780668,NJ,2023-11-17,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0
1309,1.70919187629657,0.3525308488734525,NJ,2023-11-18,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0
1310,1.75341588183467,0.3411024656497455,NJ,2023-11-19,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0
1311,3.07682983495246,0.303668634203268,NJ,2023-11-20,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0
1312,2.77772089046867,0.3631105487613305,NJ,2023-11-21,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1
1313,2.34378330022972,0.4004513382584855,NJ,2023-11-22,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0
1314,1.45084383678226,0.4879475981817775,NJ,2023-11-23,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1
1315,1.20813443736111,0.4020932320874015,NJ,2023-11-24,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1
1316,3.16461491686773,0.2591497867177655,NJ,2023-11-25,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0
