...1,es_score,brier_score,location,target_date,X22A_50_CI,X22D_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,other_50_CI,X22B_50_CI,X22A_95_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,other_95_CI,X22B_95_CI
485,NA,NA,HI,2022-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
486,2.90986545512336,0.682827801666815,HI,2022-12-27,1,1,0,1,1,1,0,1,1,0,1,0,1,0
487,NA,NA,HI,2022-12-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
488,NA,NA,HI,2022-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
489,0.895528895568043,0.4134873746477675,HI,2022-12-30,1,0,1,1,1,1,1,1,0,0,1,1,1,1
490,NA,NA,HI,2022-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491,NA,NA,HI,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492,2.41639108322978,0.1642446780029765,HI,2023-01-02,1,1,0,1,0,1,1,1,1,0,0,0,1,0
493,NA,NA,HI,2023-01-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494,NA,NA,HI,2023-01-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
495,0.886283316719085,0.3553122559208415,HI,2023-01-05,1,1,1,1,1,1,0,1,0,0,1,0,1,0
496,NA,NA,HI,2023-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
497,NA,NA,HI,2023-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
498,1.62284329084059,0.294260117146158,HI,2023-01-08,1,1,0,1,0,1,1,1,1,0,1,0,1,1
499,2.70578302341391,0.4722949677608115,HI,2023-01-09,1,1,1,1,0,0,0,1,1,0,1,0,0,0
500,0.47753214776188,0.348179343275747,HI,2023-01-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
501,1.35867365036042,0.320028657370868,HI,2023-01-11,1,1,0,1,0,1,1,1,1,0,1,0,1,1
502,1.29260770600177,0.405359202761297,HI,2023-01-12,1,1,0,1,0,1,1,1,1,0,1,0,1,1
503,0.2878736952247,0.2758456409151215,HI,2023-01-13,1,1,1,1,1,1,1,1,1,0,1,0,1,1
504,1.82564916595369,0.440973698737831,HI,2023-01-14,1,1,1,0,0,0,1,1,1,0,0,0,0,1
505,4.55707837471385,0.4476049171222915,IA,2022-12-04,1,1,0,1,1,1,0,1,1,0,0,1,1,0
506,7.4366273166203,0.4020067178136395,IA,2022-12-05,1,0,0,1,1,1,0,0,0,0,0,1,1,0
507,8.4654233663557,0.4188790503983875,IA,2022-12-06,0,1,0,1,1,0,0,0,0,0,1,0,1,0
508,9.55148475367577,0.412046630440073,IA,2022-12-07,1,1,0,1,1,0,0,0,0,0,0,0,0,0
509,8.92769120620791,0.398120635994344,IA,2022-12-08,1,1,0,1,1,1,0,1,0,0,1,0,1,0
510,7.95647028897811,0.393901709046778,IA,2022-12-09,1,1,0,0,1,1,0,1,1,0,0,0,1,0
511,6.63223633850863,0.455084027949624,IA,2022-12-10,1,0,0,1,1,1,0,1,0,0,1,1,1,0
512,0.50371017765843,0.0619270724692855,IA,2022-12-11,1,1,1,1,1,1,1,1,0,0,1,1,1,0
513,13.6957615729047,0.363005950513684,IA,2022-12-12,0,1,0,0,0,1,0,0,0,0,0,0,1,0
514,9.77240748375226,0.373946891323776,IA,2022-12-13,1,1,0,1,1,1,0,0,1,0,1,0,1,0
515,11.4588378703985,0.41478281740493,IA,2022-12-14,1,1,0,1,0,1,0,0,0,0,0,0,0,0
516,4.0684718142875,0.358061499198159,IA,2022-12-15,0,1,0,1,1,1,0,0,1,0,1,0,1,0
517,7.25376883488661,0.3668691144599705,IA,2022-12-16,1,1,0,1,1,1,0,1,0,0,1,0,1,0
518,9.5482869815934,0.512860948874145,IA,2022-12-17,1,1,0,1,0,0,0,1,0,0,1,1,1,0
519,1.5845754751942,0.261029141739597,IA,2022-12-18,1,1,1,1,1,1,0,1,0,0,1,0,1,0
520,10.2484071798462,0.35837004981119,IA,2022-12-19,1,0,0,1,0,1,0,0,0,0,0,0,1,0
521,2.29756498308243,0.229563254218058,IA,2022-12-20,1,1,1,1,0,1,0,1,1,1,1,0,1,0
522,2.18896471428536,0.274300538863501,IA,2022-12-21,1,1,1,1,1,1,0,1,1,0,0,1,1,0
523,1.28855635939507,0.425777788750433,IA,2022-12-22,1,1,0,0,1,1,1,1,1,0,0,1,1,0
524,2.3947841117509,0.432553444183244,IA,2022-12-23,1,1,0,1,1,1,0,1,1,0,1,0,0,0
525,4.72248357028798,0.577892806290635,IA,2022-12-24,1,1,0,1,1,1,0,1,0,0,1,1,1,0
526,2.84934713042279,0.419490991444907,IA,2022-12-25,1,0,0,1,0,1,0,0,0,0,0,0,1,0
527,2.34330788217185,0.3882935719007165,IA,2022-12-26,1,1,1,0,0,1,0,1,1,0,0,0,1,0
528,9.8482767263919,0.52675745738045,IA,2022-12-27,1,1,0,1,0,1,0,1,0,0,1,0,1,0
529,1.65722296582012,0.186121827314249,IA,2022-12-28,1,0,0,1,0,1,1,1,0,0,1,1,1,1
530,3.43033398164578,0.274783231770033,IA,2022-12-29,1,1,1,1,0,1,0,1,0,0,0,0,1,1
531,2.64504556426487,0.3282500429401425,IA,2022-12-30,1,0,1,1,0,1,0,1,1,0,0,0,1,0
532,3.67331382507157,0.535538333085685,IA,2022-12-31,1,0,0,1,0,1,0,1,0,0,1,0,1,0
533,1.85428400879377,0.3628006378335285,IA,2023-01-01,1,1,1,1,0,1,0,1,1,0,1,1,1,0
534,3.89576172927047,0.282779874003621,IA,2023-01-02,1,0,0,1,0,1,0,1,0,0,1,0,1,1
535,4.22994059402886,0.3635422987848845,IA,2023-01-03,1,0,1,1,0,0,0,1,0,0,0,0,0,0
536,3.72675387898463,0.363769915895234,IA,2023-01-04,1,0,1,1,0,0,1,1,0,0,1,0,0,0
537,5.8920866723889,0.411716227676117,IA,2023-01-05,1,0,1,1,0,1,0,1,0,0,0,0,1,0
538,4.30957191688423,0.4203939296578345,IA,2023-01-06,1,1,1,1,0,1,0,1,1,1,0,0,1,0
539,2.12122928590558,0.2689788408389415,IA,2023-01-07,1,1,0,1,0,1,1,1,0,0,1,0,1,0
540,3.33075637861086,0.4718794331299685,IA,2023-01-08,1,0,1,1,0,1,0,1,1,0,1,0,1,0
541,5.09577008572612,0.443596831364869,IA,2023-01-09,1,0,1,1,0,0,0,1,0,0,1,0,0,0
542,7.78566607459816,0.59773038533592,IA,2023-01-10,1,0,1,1,0,0,0,1,1,0,0,0,0,0
543,3.05166552474144,0.394501860477903,IA,2023-01-11,1,1,0,1,0,1,0,1,1,0,1,0,1,1
544,4.98634952870214,0.499075673607678,IA,2023-01-12,1,1,0,1,0,1,0,1,1,1,1,0,1,0
545,6.72183295933193,0.52834842278083,IA,2023-01-13,1,1,0,1,0,1,0,1,1,0,1,0,1,0
546,3.89291948801873,0.448855382439912,IA,2023-01-14,1,1,0,1,0,1,0,1,1,1,1,0,1,0
547,0.37100396364758,0.091520220508367,ID,2022-12-04,1,1,1,1,1,1,1,1,0,0,1,1,1,1
548,0.359525364653513,0.0859706868237485,ID,2022-12-05,1,1,1,1,1,1,1,1,1,0,0,1,1,1
549,1.62696183331932,0.353281813235908,ID,2022-12-06,1,1,0,1,1,1,0,1,1,0,1,1,1,0
550,1.07758298413532,0.450864771811547,ID,2022-12-07,0,1,1,1,1,1,1,0,1,0,1,0,1,0
551,2.65748869034182,0.398120635994344,ID,2022-12-08,1,1,0,1,1,1,0,1,1,0,1,1,1,0
552,NA,NA,ID,2022-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
553,NA,NA,ID,2022-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,NA,NA,ID,2022-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
555,0.846041143774225,0.607450011029065,ID,2022-12-12,1,1,1,1,1,1,0,1,1,0,1,1,1,0
556,0.474872819709428,0.169387173002117,ID,2022-12-13,1,1,1,1,1,1,1,1,0,0,1,0,0,0
557,0.0837353869333821,0.0557470998698585,ID,2022-12-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
558,3.76567961616545,0.635422964276525,ID,2022-12-15,1,1,0,1,1,1,0,0,1,0,1,1,1,0
559,1.07337096761672,0.75364802317800506,ID,2022-12-16,0,1,1,1,1,1,1,0,1,0,1,1,1,1
560,NA,NA,ID,2022-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
561,NA,NA,ID,2022-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,0.251093389902608,0.0549564244440735,ID,2022-12-19,1,1,1,1,1,1,1,1,1,0,0,1,1,1
563,0.937824282796291,0.667229916345435,ID,2022-12-20,1,1,1,1,1,1,0,1,1,0,1,1,1,0
564,NA,NA,ID,2022-12-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565,NA,NA,ID,2022-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,0.0977315898554317,0.065261404041417,ID,2022-12-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
567,0.0982713810310329,0.069827800856636,ID,2022-12-24,1,1,1,1,1,1,1,1,1,0,1,0,1,1
568,NA,NA,ID,2022-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,NA,NA,ID,2022-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
570,0.127774166961762,0.0895830988224085,ID,2022-12-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1
571,2.25287794464259,0.53091845546602,ID,2022-12-28,1,1,0,0,1,1,0,1,0,0,0,1,1,0
572,0.951817289582709,0.683574510917225,ID,2022-12-29,1,1,1,1,1,1,0,1,1,0,1,1,1,0
573,0.841603781295977,0.402093006121964,ID,2022-12-30,1,1,1,1,1,1,0,1,0,1,1,1,1,0
574,0.570420918940336,0.413875204741613,ID,2022-12-31,1,1,1,1,1,1,1,1,1,0,1,0,1,1
575,0.559131710070312,0.148035715022587,ID,2023-01-01,1,1,1,1,1,1,1,1,1,0,1,0,1,1
576,NA,NA,ID,2023-01-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
577,2.60912206653072,0.4205760306842225,ID,2023-01-03,1,1,1,1,0,1,0,1,1,1,1,0,1,0
578,1.8533183447065,0.2991488949317245,ID,2023-01-04,1,1,0,1,0,1,0,1,1,0,1,0,1,0
579,1.07468522721818,0.493214831141004,ID,2023-01-05,1,0,1,1,1,1,1,1,0,0,1,1,1,1
580,NA,NA,ID,2023-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
581,0.381396257377776,0.2689788408389415,ID,2023-01-07,1,1,1,1,1,1,1,1,1,0,1,0,1,1
582,NA,NA,ID,2023-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
583,1.054470265207,0.320716335478724,ID,2023-01-09,1,1,0,1,0,1,1,1,1,0,1,0,1,1
584,1.82599012378732,0.348179343275747,ID,2023-01-10,1,1,0,1,0,1,1,1,1,0,1,0,1,1
585,0.978217751265975,0.43960358846257,ID,2023-01-11,1,1,1,1,1,1,0,1,1,0,1,1,1,0
586,NA,NA,ID,2023-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587,0.606347755858893,0.434661905117854,ID,2023-01-13,1,1,1,1,1,1,1,1,1,0,1,0,1,1
588,NA,NA,ID,2023-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
589,3.04646797690916,0.28891166970339,IL,2022-12-04,1,1,0,1,1,0,1,1,1,0,0,1,0,0
590,13.9676245533607,0.362366797940561,IL,2022-12-05,1,1,0,1,0,0,0,0,0,0,0,0,0,0
591,4.50634659191481,0.269169630256531,IL,2022-12-06,1,1,1,0,0,0,0,1,0,0,0,0,0,0
592,5.57939483988192,0.229820161681023,IL,2022-12-07,1,1,0,0,0,1,1,0,0,0,0,0,1,0
593,11.9417291854717,0.2792345722668245,IL,2022-12-08,1,1,0,0,0,0,0,0,0,0,0,0,0,0
594,4.37762457530793,0.2596596782061515,IL,2022-12-09,1,1,1,0,0,0,0,0,1,1,0,0,0,0
595,3.16066694691618,0.2417682618333635,IL,2022-12-10,1,1,1,0,0,0,1,0,0,0,1,0,0,0
596,12.2812118111528,0.3090003625291865,IL,2022-12-11,1,0,0,1,0,1,0,1,0,0,1,0,0,0
597,9.81673478030835,0.242818827861414,IL,2022-12-12,1,1,1,0,0,1,0,0,0,0,0,0,0,0
598,2.74468250209838,0.226497620824296,IL,2022-12-13,1,1,1,1,0,1,1,1,0,0,0,0,0,0
599,4.81715116373566,0.217176738660161,IL,2022-12-14,1,0,1,1,0,0,1,1,0,0,1,0,0,0
600,11.0270328823678,0.2320908561730145,IL,2022-12-15,1,1,1,0,0,0,0,0,0,0,0,0,0,0
601,8.26799383016585,0.3233735609520335,IL,2022-12-16,1,0,0,1,0,0,0,1,0,0,0,0,0,0
602,6.65214640167519,0.2565502176210155,IL,2022-12-17,0,1,1,0,0,0,0,0,0,0,0,0,0,0
603,9.84777187210149,0.242383203529269,IL,2022-12-18,1,1,1,0,0,0,0,0,0,0,0,0,0,0
604,13.8418908672267,0.211753543829508,IL,2022-12-19,1,0,0,0,0,0,0,0,0,0,0,0,0,0
605,9.2577517505881,0.268267478574833,IL,2022-12-20,1,1,0,1,0,0,0,1,0,0,0,0,0,0
606,7.1367617161479,0.239117345100403,IL,2022-12-21,1,1,1,0,0,0,0,0,0,0,0,0,0,0
607,7.26411237206555,0.257775519376221,IL,2022-12-22,1,0,1,0,0,1,0,0,0,0,0,0,0,0
608,4.32990787199709,0.226375747118497,IL,2022-12-23,0,1,1,1,0,0,0,0,0,1,1,0,0,0
609,4.18189984130822,0.3067235922409215,IL,2022-12-24,1,0,1,0,0,1,0,1,0,0,0,0,0,0
610,0.106936394804509,0.075344520718785,IL,2022-12-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1
611,18.7046823875064,0.320793957970395,IL,2022-12-26,0,0,0,0,0,1,0,0,0,0,0,0,0,0
612,5.70279144475506,0.2774386312987545,IL,2022-12-27,0,1,1,1,0,0,1,0,0,0,1,0,0,1
613,6.1613741123472,0.279165448938214,IL,2022-12-28,1,0,1,1,0,0,1,0,0,0,0,0,0,0
614,9.25119948873377,0.323416344406436,IL,2022-12-29,0,1,1,1,0,0,0,0,1,0,0,0,0,0
615,16.2000675437691,0.2757496446597045,IL,2022-12-30,1,1,0,1,0,0,0,1,1,0,0,0,0,0
616,5.98349544650797,0.365715491537446,IL,2022-12-31,0,0,1,1,0,1,0,0,0,0,1,0,1,0
617,0.580270936990515,0.148035715022587,IL,2023-01-01,1,1,1,1,1,1,1,1,1,0,1,0,1,1
618,24.4787190330534,0.26674167054413,IL,2023-01-02,1,1,0,0,0,0,0,1,0,0,0,0,0,0
619,33.600201857356,0.328976926391742,IL,2023-01-03,0,0,0,0,0,0,0,0,1,0,0,0,0,0
620,10.9651822770584,0.330620908339866,IL,2023-01-04,1,1,0,0,0,0,0,0,0,0,0,0,0,1
621,14.844050398664,0.370867737485526,IL,2023-01-05,1,0,0,0,0,0,0,1,0,0,1,0,0,0
622,9.63722842101518,0.3913883910734885,IL,2023-01-06,1,0,1,1,0,0,0,1,0,0,0,0,0,0
623,6.7476186872844,0.423065543294899,IL,2023-01-07,1,1,1,0,0,0,0,1,0,0,0,0,0,0
624,16.0722078720382,0.3837190745164205,IL,2023-01-08,1,1,0,0,0,0,0,1,1,0,0,0,0,0
625,23.5524316624638,0.4040430623307525,IL,2023-01-09,1,0,0,1,0,0,0,1,1,0,1,0,0,0
626,19.8910886182238,0.406857145383909,IL,2023-01-10,1,0,0,1,0,0,0,1,0,0,0,0,0,0
627,14.7375374020663,0.3842351394625895,IL,2023-01-11,1,1,0,0,0,0,0,1,1,0,0,0,0,0
628,25.4389444275752,0.4031480488767225,IL,2023-01-12,1,1,0,1,0,0,0,1,0,0,0,0,0,0
629,15.3031073320337,0.4724865595469845,IL,2023-01-13,1,0,0,0,0,0,0,1,0,0,0,0,0,0
630,9.08651522919963,0.410079104171737,IL,2023-01-14,1,1,0,1,0,0,0,1,0,0,1,0,0,0
631,2.24388159506096,0.2213664391971435,IN,2022-12-04,1,1,0,1,1,1,0,0,0,0,0,0,1,0
632,6.40889212093646,0.32719439962214,IN,2022-12-05,1,1,0,1,1,1,0,0,0,0,0,1,1,0
633,11.9457015230399,0.3551007839124065,IN,2022-12-06,1,1,0,0,1,0,0,0,0,0,1,1,0,0
634,13.0110892715328,0.3707965266607975,IN,2022-12-07,1,1,0,0,1,1,0,0,1,0,0,0,1,0
635,8.02534703010855,0.353921888176722,IN,2022-12-08,1,0,0,1,0,1,0,0,0,0,0,1,0,1
636,4.45041533212915,0.325665223799728,IN,2022-12-09,1,1,0,1,1,0,0,0,0,0,0,0,0,0
637,4.8463638155251,0.3364391290549685,IN,2022-12-10,0,1,0,1,1,1,0,0,0,0,1,0,0,0
638,2.61409673782805,0.192252099312253,IN,2022-12-11,1,0,0,1,0,0,1,0,0,0,1,0,0,0
639,6.64232610279253,0.3092240704530365,IN,2022-12-12,1,0,0,1,1,1,0,1,0,0,0,0,0,0
640,4.57613679706694,0.255333296415466,IN,2022-12-13,1,1,1,1,0,1,0,1,0,0,1,0,0,0
641,3.21834882086547,0.265663065136443,IN,2022-12-14,1,1,1,1,0,0,0,1,1,0,1,0,0,0
642,4.0779437457602,0.24783770220766,IN,2022-12-15,1,0,1,1,0,0,0,0,0,0,1,0,0,0
643,2.14795326307883,0.2121964085903175,IN,2022-12-16,1,1,1,1,0,1,0,0,0,0,1,0,1,0
644,3.2707901616705,0.227341846153269,IN,2022-12-17,1,1,1,1,0,0,0,1,0,0,0,0,0,0
645,4.83572855523541,0.3470660409816075,IN,2022-12-18,1,1,0,1,0,1,0,1,0,0,0,0,0,0
646,3.90237324583711,0.256857230154105,IN,2022-12-19,1,0,1,0,0,0,0,1,0,1,0,0,0,0
647,2.66689155922977,0.2824588562311685,IN,2022-12-20,1,1,1,1,1,0,0,1,0,0,1,0,0,0
648,7.41412545911068,0.388352882224518,IN,2022-12-21,1,0,0,1,0,1,0,1,0,0,1,0,1,0
649,3.65256748606529,0.4054537990733485,IN,2022-12-22,1,0,0,1,0,1,0,1,0,0,0,0,0,0
650,2.525380402034,0.395063342577082,IN,2022-12-23,1,0,1,1,1,1,1,1,0,0,1,0,1,1
651,1.88500479451619,0.656449278312845,IN,2022-12-24,1,1,0,0,1,1,0,1,1,0,0,1,1,0
652,NA,NA,IN,2022-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
653,5.93109588961245,0.3425167321316245,IN,2022-12-26,1,1,1,1,0,0,0,1,0,0,1,0,0,0
654,3.964003582098,0.333471241570355,IN,2022-12-27,0,0,1,1,0,0,0,0,0,0,0,0,0,0
655,7.67616038575039,0.3263124990242525,IN,2022-12-28,0,1,1,1,0,1,0,0,0,0,0,0,1,0
656,3.55733138638864,0.2206347155113845,IN,2022-12-29,1,1,0,1,0,1,1,1,0,0,0,0,1,0
657,4.38586944943146,0.31224189237445,IN,2022-12-30,0,1,1,1,0,1,0,0,1,0,0,0,1,0
658,1.14254866363024,0.255055525959164,IN,2022-12-31,1,0,1,1,1,1,1,1,0,0,1,0,1,1
659,NA,NA,IN,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
660,4.69357290433967,0.351884626440948,IN,2023-01-02,1,1,1,1,0,0,0,1,1,0,0,0,0,0
661,6.89365735427002,0.3338434178472915,IN,2023-01-03,1,1,0,1,0,1,0,1,1,0,0,0,1,0
662,5.37119736458262,0.267593666524981,IN,2023-01-04,1,1,0,1,0,1,1,1,0,0,0,0,1,1
663,5.00261296778791,0.258036392841456,IN,2023-01-05,1,1,0,1,0,1,1,1,1,0,0,0,1,0
664,3.61996236761637,0.2915319600845215,IN,2023-01-06,1,1,0,1,0,1,0,1,1,0,1,0,1,1
665,2.72120625473223,0.372733841061529,IN,2023-01-07,1,1,1,1,0,1,0,1,1,0,1,0,0,0
666,4.21970066174818,0.285102667551029,IN,2023-01-08,1,1,0,1,0,1,1,1,1,0,1,0,1,0
667,7.73717660622812,0.4157977069009665,IN,2023-01-09,1,0,0,1,0,0,0,1,0,0,1,0,0,0
668,6.69503134279576,0.3379830802723445,IN,2023-01-10,1,1,0,1,0,1,0,1,1,0,1,0,1,0
669,4.38964678166346,0.42674901014257,IN,2023-01-11,1,1,0,1,0,1,0,1,1,0,1,0,1,0
670,7.25536275473096,0.4095871744450015,IN,2023-01-12,1,1,0,0,0,1,1,1,0,0,0,0,1,1
671,5.65178699629492,0.518911173922075,IN,2023-01-13,1,0,0,0,0,1,0,1,0,0,0,0,1,0
672,4.58931051119544,0.4557648706424335,IN,2023-01-14,1,0,0,1,0,1,1,1,0,0,1,0,1,1
673,0.958665085990532,0.4295970036171725,KS,2022-12-04,1,0,1,1,1,1,1,1,0,0,0,1,1,0
674,4.85182672483568,0.4184129159043225,KS,2022-12-05,0,1,0,1,1,0,0,0,1,0,1,1,0,0
675,0.98091060381657,0.194375695668341,KS,2022-12-06,1,1,1,1,1,1,1,1,1,0,0,1,1,1
676,3.1076401852673,0.413399837326771,KS,2022-12-07,0,1,0,1,1,1,1,0,1,0,1,1,1,0
677,1.16928147250754,0.3245960690992335,KS,2022-12-08,0,1,1,1,1,1,1,1,0,0,1,0,1,0
678,0.386762323356333,0.19455884812933,KS,2022-12-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
679,1.63235420248708,0.342040342385793,KS,2022-12-10,1,1,0,0,1,1,0,1,0,0,0,1,1,0
680,NA,NA,KS,2022-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
681,1.43553678205734,0.2496167571526415,KS,2022-12-12,1,1,1,1,1,1,0,0,1,0,0,0,1,0
682,0.910202495664505,0.169387173002117,KS,2022-12-13,1,1,1,1,1,1,1,1,0,0,1,1,1,1
683,0.68829303095895,0.0557470998698585,KS,2022-12-14,1,1,0,1,1,1,1,1,1,0,0,1,0,0
684,1.52361857990521,0.2723989761125975,KS,2022-12-15,1,1,1,1,1,1,0,1,0,1,1,0,1,0
685,0.075034565274471,0.0538970587528445,KS,2022-12-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
686,0.853008556946556,0.229657097436703,KS,2022-12-17,1,1,1,1,1,0,1,1,1,1,1,1,0,0
687,0.973906821482474,0.21729648194254,KS,2022-12-18,1,1,1,1,1,0,1,1,1,1,1,0,0,1
688,4.18022061002246,0.3746417015981525,KS,2022-12-19,1,1,0,1,0,0,0,1,0,0,1,1,0,0
689,0.629018653984945,0.1786258583832795,KS,2022-12-20,1,1,1,1,1,1,1,1,1,0,1,1,1,0
690,0.938713224271248,0.146180888884798,KS,2022-12-21,1,1,1,1,1,1,1,1,1,0,1,1,1,0
691,0.785319543270936,0.283267458031287,KS,2022-12-22,1,0,1,1,1,1,1,1,0,0,1,1,1,1
692,NA,NA,KS,2022-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
693,2.35242768335193,0.69390304327787,KS,2022-12-24,1,0,0,1,1,1,0,1,0,0,1,1,1,0
694,NA,NA,KS,2022-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
695,3.88896863785985,0.45116822212081,KS,2022-12-26,0,0,0,1,0,1,0,0,0,0,0,0,1,0
696,0.647479732826993,0.0895830988224085,KS,2022-12-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1
697,NA,NA,KS,2022-12-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
698,0.856523684417898,0.30032881930657,KS,2022-12-29,1,1,1,1,1,1,0,1,1,1,1,0,1,0
699,2.7704607441447,0.522312099490165,KS,2022-12-30,1,1,0,1,1,1,0,1,1,1,1,0,1,0
700,1.91165065457336,0.317032379440484,KS,2022-12-31,1,1,1,1,0,1,0,1,1,0,1,0,1,0
701,0.880724099493278,0.416491868536264,KS,2023-01-01,1,1,1,1,1,1,0,1,1,0,1,1,1,0
702,2.11262668938376,0.315549666876936,KS,2023-01-02,1,0,1,1,0,1,0,1,0,0,1,0,1,1
703,1.14366121684844,0.182061345382662,KS,2023-01-03,1,1,0,1,0,1,1,1,1,0,1,0,1,1
704,2.11993867119366,0.465538320122159,KS,2023-01-04,1,0,1,1,0,1,0,1,0,1,1,0,1,0
705,1.92863285803766,0.5427671077432,KS,2023-01-05,1,0,1,1,0,1,1,1,0,1,0,1,1,1
706,7.17994033145105,0.596169934634605,KS,2023-01-06,1,1,0,1,0,1,0,1,1,0,1,0,1,0
707,0.201632269815126,0.2518588563291305,KS,2023-01-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
708,1.00881153864285,0.712846825828515,KS,2023-01-08,1,0,1,1,1,1,1,1,0,0,1,1,1,1
709,3.08153779145383,0.5155910032108,KS,2023-01-09,1,1,1,0,0,1,0,1,1,1,0,0,1,0
710,0.493069489919401,0.348179343275747,KS,2023-01-10,1,1,1,1,1,1,1,1,1,0,1,0,1,1
711,2.07847950508076,0.3313151597535015,KS,2023-01-11,1,1,0,1,0,1,1,1,1,0,1,0,1,1
712,NA,NA,KS,2023-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713,2.35681994460108,0.588497740144365,KS,2023-01-13,1,1,1,0,0,1,0,1,1,0,0,0,1,0
714,NA,NA,KS,2023-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715,0.378570801823171,0.091520220508367,KY,2022-12-04,1,1,1,1,1,1,1,1,1,0,1,1,1,0
716,5.65419426548825,0.47466395846535703,KY,2022-12-05,1,1,0,1,1,1,0,1,0,0,1,1,1,0
717,1.23671464663475,0.226030823936514,KY,2022-12-06,1,1,1,1,1,0,1,1,0,0,1,1,0,1
718,2.99054692395609,0.4538539550817615,KY,2022-12-07,1,1,0,1,1,1,0,1,1,0,1,0,1,0
719,2.60600438530592,0.3165897277413965,KY,2022-12-08,1,1,0,1,1,1,0,0,1,0,1,1,0,0
720,0.576991675254321,0.1524429768199115,KY,2022-12-09,1,1,1,1,1,1,1,1,0,0,1,1,0,0
721,0.817003076655696,0.389408340926071,KY,2022-12-10,1,0,1,1,1,1,1,1,0,1,0,1,1,1
722,1.95150329270651,0.67882712706168,KY,2022-12-11,1,0,0,0,1,1,1,1,0,0,0,1,1,1
723,2.70806101123917,0.321031813663688,KY,2022-12-12,1,1,0,1,1,1,0,1,0,0,1,1,1,0
724,1.61803804609281,0.73816593563473,KY,2022-12-13,1,0,0,1,1,0,1,1,0,1,1,1,0,0
725,0.464876746519936,0.0557470998698585,KY,2022-12-14,1,1,1,1,1,1,1,1,1,0,1,1,1,0
726,0.82685748740564,0.189122549085425,KY,2022-12-15,1,1,1,0,1,1,1,0,0,0,0,1,1,1
727,0.903984581061079,0.201248996338938,KY,2022-12-16,1,1,1,1,1,1,1,1,0,0,1,1,1,1
