...1,es_score,brier_score,location,target_date,X22A_50_CI,X22D_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,other_50_CI,X22B_50_CI,X22A_95_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,other_95_CI,X22B_95_CI
1209,0.20254992701254,0.2530067653925415,ND,2023-01-05,1,1,1,1,1,1,1,1,1,0,0,1,1,1
1210,NA,NA,ND,2023-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1211,NA,NA,ND,2023-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1212,NA,NA,ND,2023-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1213,0.212423092322431,0.2554286675187825,ND,2023-01-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1214,0.281584727180112,0.2292221855265685,ND,2023-01-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1215,0.524472215210902,0.376461169284036,ND,2023-01-11,1,1,1,1,1,1,1,1,1,0,1,0,1,1
1216,2.02373580323116,0.405359202761297,ND,2023-01-12,1,1,0,1,0,1,1,1,1,0,1,0,1,1
1217,0.607614848784315,0.434661905117854,ND,2023-01-13,1,1,1,1,1,1,1,1,1,0,1,0,1,1
1218,NA,NA,ND,2023-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1219,0.729611331195497,0.506952366557945,NE,2022-12-04,1,1,1,1,1,1,0,1,1,0,1,1,1,0
1220,1.28101695846291,0.303536880852569,NE,2022-12-05,1,1,1,1,1,1,0,1,0,0,1,1,1,0
1221,1.63530262294929,0.353281813235908,NE,2022-12-06,1,1,0,1,1,1,0,1,1,0,0,1,1,0
1222,0.584032089638965,0.0762154269637855,NE,2022-12-07,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1223,0.304079099123562,0.0719970029825535,NE,2022-12-08,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1224,NA,NA,NE,2022-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1225,0.818194260493756,0.5854791438162,NE,2022-12-10,1,1,1,1,1,1,0,1,0,1,1,1,1,0
1226,0.545965460028515,0.3293508174213345,NE,2022-12-11,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1227,0.715045027800804,0.059429263563583,NE,2022-12-12,1,1,0,1,1,1,1,1,1,1,1,1,1,1
1228,0.446748295201032,0.244067705087802,NE,2022-12-13,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1229,NA,NA,NE,2022-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1230,0.490290851442871,0.248197376901669,NE,2022-12-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1231,0.630936098555949,0.348600933925032,NE,2022-12-16,1,1,1,1,1,1,0,1,1,0,1,1,1,0
1232,0.835519713378266,0.391411018039284,NE,2022-12-17,1,0,1,1,1,1,1,1,0,0,1,1,1,1
1233,0.549162794414024,0.2549647408093275,NE,2022-12-18,1,1,1,1,1,1,1,1,0,1,1,1,1,0
1234,0.90774376038005,0.25648869223281,NE,2022-12-19,1,1,1,1,1,1,0,1,1,0,0,1,1,0
1235,1.26890056185555,0.1786258583832795,NE,2022-12-20,1,1,1,1,1,1,0,1,1,0,1,0,1,0
1236,2.25145280946972,0.559297671878085,NE,2022-12-21,1,1,0,1,1,0,1,1,1,0,1,1,0,0
1237,1.88333247418018,0.4447917240055835,NE,2022-12-22,1,1,0,1,1,0,0,1,1,0,1,0,0,0
1238,1.05397794187992,0.74728884518429,NE,2022-12-23,0,1,1,1,1,1,1,0,1,0,1,1,1,1
1239,NA,NA,NE,2022-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1240,NA,NA,NE,2022-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1241,0.12038232723005,0.081899224710321,NE,2022-12-26,1,1,1,1,1,1,1,1,1,0,1,0,1,1
1242,1.00491628904514,0.2510152920673105,NE,2022-12-27,1,1,1,1,1,0,1,0,1,0,0,1,0,1
1243,NA,NA,NE,2022-12-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1244,0.443429791050867,0.1087059735012415,NE,2022-12-29,1,1,1,1,1,1,1,1,1,0,1,0,1,1
1245,0.967995454329811,0.683865060851905,NE,2022-12-30,1,1,1,1,1,1,0,1,1,0,1,1,1,0
1246,2.2784410082879,0.565155520932595,NE,2022-12-31,1,1,0,1,0,0,0,1,1,1,1,0,0,1
1247,NA,NA,NE,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1248,1.04210490625687,0.338166428221452,NE,2023-01-02,1,1,1,1,1,1,0,1,1,1,1,0,1,0
1249,0.254535516699398,0.182061345382662,NE,2023-01-03,1,1,1,1,1,1,1,1,1,0,1,0,1,1
1250,0.977305165637322,0.689802117755475,NE,2023-01-04,1,1,1,1,1,1,0,1,1,1,1,0,1,0
1251,1.01172254169326,0.71552529849163,NE,2023-01-05,0,1,1,1,1,1,1,0,1,0,1,1,1,1
1252,NA,NA,NE,2023-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1253,1.00657166477526,0.70849702443355,NE,2023-01-07,1,0,1,1,1,1,1,1,0,1,1,0,1,1
1254,NA,NA,NE,2023-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1255,0.441822548201693,0.320716335478724,NE,2023-01-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1256,NA,NA,NE,2023-01-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1257,0.535700901191033,0.376461169284036,NE,2023-01-11,1,1,1,1,1,1,1,1,1,0,1,0,1,1
1258,NA,NA,NE,2023-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1259,0.464127556484662,0.117029376712389,NE,2023-01-13,1,1,1,1,1,1,1,1,1,0,1,0,1,1
1260,NA,NA,NE,2023-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1261,1.54360159029775,0.4548409123662975,NH,2022-12-04,1,1,0,1,0,1,0,1,1,0,1,0,1,1
1262,0.860137323943215,0.3520034231870465,NH,2022-12-05,1,1,1,1,0,1,1,1,1,0,0,1,1,1
1263,1.01615179860384,0.4381560741113775,NH,2022-12-06,1,0,1,1,1,1,1,1,0,0,1,1,1,0
1264,1.25892819383808,0.3046279276570965,NH,2022-12-07,1,1,1,1,0,1,1,0,1,0,0,0,1,0
1265,1.01077605099971,0.715422754947045,NH,2022-12-08,1,1,1,1,0,1,1,1,1,1,1,0,1,0
1266,0.828280516913132,0.3913306190166715,NH,2022-12-09,1,1,1,1,0,1,1,1,1,1,1,0,1,0
1267,NA,NA,NH,2022-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1268,1.08623150199898,0.45635269604268,NH,2022-12-11,1,1,0,1,0,1,1,1,1,0,0,0,1,0
1269,1.02375089475438,0.720158677537525,NH,2022-12-12,1,0,1,1,1,1,1,1,0,0,1,1,1,1
1270,NA,NA,NH,2022-12-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1271,0.764141608649022,0.3766992444316385,NH,2022-12-14,1,1,1,1,0,1,1,1,1,0,1,0,1,1
1272,1.93926544567348,0.3111389162462385,NH,2022-12-15,1,1,0,0,1,1,1,1,1,0,0,1,1,0
1273,0.729774497563922,0.36889179036691,NH,2022-12-16,1,1,1,1,0,1,1,1,1,1,0,0,1,1
1274,0.592850933594732,0.260870366662604,NH,2022-12-17,1,1,1,1,0,1,1,1,1,0,1,0,1,1
1275,0.076145062331686,0.0540491965543015,NH,2022-12-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1276,4.08914729437959,0.5719653515455,NH,2022-12-19,1,1,0,1,0,1,0,1,1,0,1,0,1,1
1277,1.0384969278571,0.72904593993768,NH,2022-12-20,1,0,1,1,1,1,1,1,0,1,0,1,1,1
1278,NA,NA,NH,2022-12-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1279,1.64091843091646,0.2787694049516445,NH,2022-12-22,1,1,1,1,1,1,0,1,0,0,1,1,1,0
1280,1.60422964393181,0.4159451873013305,NH,2022-12-23,1,1,0,1,1,1,0,1,1,0,1,1,1,0
1281,NA,NA,NH,2022-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1282,NA,NA,NH,2022-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1283,0.372328262850527,0.1951685252851385,NH,2022-12-26,1,1,1,1,1,1,1,1,1,0,1,0,1,0
1284,NA,NA,NH,2022-12-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1285,1.01118293437798,0.71192186681973,NH,2022-12-28,1,0,1,1,1,1,1,1,0,0,1,1,1,1
1286,5.43825325740423,0.4948323084888505,NH,2022-12-29,1,1,0,1,0,1,0,1,1,0,1,0,1,0
1287,NA,NA,NH,2022-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1288,2.21213183596435,0.52406093275746,NH,2022-12-31,1,0,0,1,1,1,0,1,0,0,1,1,1,0
1289,NA,NA,NH,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1290,0.458771375169034,0.2628085616212355,NH,2023-01-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1291,NA,NA,NH,2023-01-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1292,0.960602582515172,0.4447290726933515,NH,2023-01-04,1,1,1,0,1,1,1,1,1,0,0,1,1,1
1293,0.99775617621953006,0.457617746449142,NH,2023-01-05,1,1,1,1,1,1,0,1,1,1,1,1,1,1
1294,5.56552180982778,0.295381956016768,NH,2023-01-06,1,1,0,1,0,1,0,1,1,0,0,0,0,0
1295,NA,NA,NH,2023-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1296,1.04468651852968,0.467442217062218,NH,2023-01-08,1,1,1,1,1,0,1,1,1,0,1,1,0,1
1297,1.4854665673992,0.3344982290938665,NH,2023-01-09,1,1,0,0,1,1,0,1,1,0,0,1,1,1
1298,1.17918683522901,0.5364030360789,NH,2023-01-10,1,0,1,1,0,1,1,1,0,1,1,0,1,1
1299,0.210000432566598,0.150731121631364,NH,2023-01-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1300,0.993461226517236,0.278004620688699,NH,2023-01-12,1,1,1,1,1,0,1,1,0,0,1,0,0,1
1301,1.67708079296207,0.222387393542119,NH,2023-01-13,1,0,0,1,1,1,1,1,0,1,0,1,1,1
1302,0.325876300348817,0.283253836555964,NH,2023-01-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1303,4.13069288648415,0.2558468059555855,NJ,2022-12-04,1,1,1,1,0,1,0,1,1,0,0,0,0,0
1304,17.863830413837398,0.2588923626788395,NJ,2022-12-05,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1305,8.21834438368064,0.18002326513668,NJ,2022-12-06,1,1,0,1,1,1,0,0,0,0,0,0,0,0
1306,1.54906964001021,0.2354139916676265,NJ,2022-12-07,1,1,1,1,0,1,1,1,1,1,1,0,1,0
1307,0.46507819035428,0.169834092886091,NJ,2022-12-08,1,1,1,1,1,1,1,1,0,1,1,1,1,0
1308,4.17924422214435,0.2652419432709375,NJ,2022-12-09,1,1,1,1,0,1,1,0,0,0,0,0,0,0
1309,4.69613128914892,0.2062617505612505,NJ,2022-12-10,1,1,0,1,0,1,0,0,1,0,0,0,0,0
1310,3.79278654491899,0.2639576690235745,NJ,2022-12-11,1,1,1,0,0,1,1,1,0,0,0,0,0,0
1311,8.86658151761439,0.269681009205474,NJ,2022-12-12,1,1,0,1,0,1,1,1,1,0,0,0,1,0
1312,4.57329135502323,0.1908183943072225,NJ,2022-12-13,1,1,0,0,0,1,1,1,0,0,0,0,0,1
1313,0.0804638301337978,0.0557470998698585,NJ,2022-12-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1314,2.7839852843843,0.4500622707000045,NJ,2022-12-15,1,1,0,1,0,1,1,1,1,0,0,0,1,0
1315,12.3466344003717,0.3108807718536095,NJ,2022-12-16,1,0,0,1,0,1,0,1,1,0,0,0,0,0
1316,11.4321345335197,0.2902262494654335,NJ,2022-12-17,1,1,0,0,0,1,0,1,0,0,0,0,0,0
1317,10.1006875872158,0.328024736624322,NJ,2022-12-18,1,1,0,1,0,1,1,0,0,0,0,0,0,0
1318,21.0822061206786,0.3095745325999765,NJ,2022-12-19,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1319,2.93723353530322,0.2095348094562095,NJ,2022-12-20,1,1,1,0,0,1,0,1,1,0,0,0,1,0
1320,1.46076683779685,0.437549786875379,NJ,2022-12-21,1,1,0,1,0,1,1,1,1,0,1,0,1,1
1321,1.15230856417195,0.3364836970211445,NJ,2022-12-22,1,1,1,1,0,1,1,1,1,0,1,0,1,1
1322,35.8319048212801,0.425056630146194,NJ,2022-12-23,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1323,2.39051018130179,0.2704743976985805,NJ,2022-12-24,0,1,1,1,1,0,0,0,0,0,1,0,0,0
1324,0.813795540997165,0.246009566247162,NJ,2022-12-25,1,1,1,1,1,1,1,1,1,0,0,0,1,1
1325,3.34504388931761,0.258062445786363,NJ,2022-12-26,1,1,1,1,1,0,1,0,0,0,0,0,0,1
1326,9.72462743203297,0.1753614742858765,NJ,2022-12-27,1,1,0,0,0,1,1,0,0,0,0,0,1,0
1327,13.8542019907671,0.230717253877528,NJ,2022-12-28,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1328,2.48157044392209,0.3763247797863605,NJ,2022-12-29,1,1,0,1,0,1,1,1,1,0,0,1,1,0
1329,17.7756920750541,0.3718420356695425,NJ,2022-12-30,1,1,0,1,0,1,1,1,1,0,0,0,1,0
1330,16.0540238738742,0.369481691118615,NJ,2022-12-31,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1331,3.31889211124129,0.2904367984890905,NJ,2023-01-01,1,1,0,1,0,1,1,0,1,1,0,0,1,1
1332,29.1925670888752,0.3514972842159905,NJ,2023-01-02,1,1,0,0,0,0,1,1,0,0,0,0,0,0
1333,19.5853251288374,0.3359496438736765,NJ,2023-01-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1334,12.4921430777366,0.2551539939982865,NJ,2023-01-04,1,1,0,1,0,0,1,1,0,0,0,0,0,0
1335,1.6769757488576,0.3332811039279525,NJ,2023-01-05,1,1,0,1,1,0,1,1,1,1,0,1,0,1
1336,52.5531693290362,0.294414360777196,NJ,2023-01-06,0,0,0,1,0,0,1,1,0,0,0,0,1,0
1337,21.6354034809314,0.273276865203068,NJ,2023-01-07,1,1,0,1,0,0,1,1,0,0,1,0,0,0
1338,26.7061075766147,0.262691503872151,NJ,2023-01-08,1,1,0,1,0,1,0,0,0,0,0,0,1,1
1339,45.6729132902152,0.2554806343243065,NJ,2023-01-09,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1340,17.6100322329989,0.254119246473657,NJ,2023-01-10,1,0,0,1,0,0,1,1,0,0,0,0,0,0
1341,0.365147547387012,0.2410231406924325,NJ,2023-01-11,1,1,1,1,1,1,1,1,1,0,1,0,1,1
1342,1.17516272018337,0.246022652148159,NJ,2023-01-12,1,1,1,1,1,1,0,1,0,0,1,0,1,0
1343,17.4830324055966,0.2258323538227415,NJ,2023-01-13,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1344,6.78945586807024,0.24722746742082,NJ,2023-01-14,1,1,0,0,1,0,0,1,1,0,0,0,0,1
1345,2.83724369085211,0.308443908355092,NM,2022-12-04,1,1,0,1,1,0,0,1,0,0,1,0,0,0
1346,7.08136694416726,0.299859577013344,NM,2022-12-05,1,0,0,0,1,1,0,1,0,0,1,0,1,0
1347,5.65446970674002,0.3047119413927265,NM,2022-12-06,1,1,0,1,1,1,0,0,0,0,0,0,1,0
1348,6.75562273647725,0.35393436922186,NM,2022-12-07,1,1,0,1,1,1,0,0,1,0,0,0,0,0
1349,2.4261613378024,0.2432119103137435,NM,2022-12-08,1,1,1,1,1,1,0,0,0,1,1,0,1,0
1350,4.52026468516948,0.2414879618741105,NM,2022-12-09,1,0,1,1,0,1,0,1,0,0,0,0,1,0
1351,1.13837415785673,0.2619656364554995,NM,2022-12-10,1,1,1,1,1,0,1,1,0,0,1,1,1,0
1352,1.29461047010681,0.2651766391451375,NM,2022-12-11,1,1,1,1,1,1,1,1,0,0,1,0,1,0
1353,2.40922702415308,0.232542224392035,NM,2022-12-12,1,1,1,1,0,1,0,1,0,0,0,0,1,0
1354,2.80900009450583,0.2810341129143765,NM,2022-12-13,1,1,1,1,1,1,0,1,0,0,0,1,1,0
1355,2.07241202890771,0.3018693977481775,NM,2022-12-14,1,1,1,1,1,1,0,1,0,0,1,1,1,0
1356,2.6879464366673,0.3208068220899605,NM,2022-12-15,1,1,0,1,1,0,0,1,1,0,0,0,0,0
1357,0.746985612939765,0.175836780110095,NM,2022-12-16,1,1,1,1,1,1,1,0,1,0,1,0,1,1
1358,3.94485113137735,0.31160993027228,NM,2022-12-17,1,1,0,0,0,1,1,0,0,0,0,0,1,0
1359,1.65877574352903,0.279577748293409,NM,2022-12-18,1,1,1,1,1,1,0,1,1,1,1,0,1,0
1360,6.01208183132931,0.307404735973894,NM,2022-12-19,1,0,0,1,0,1,0,1,0,0,0,0,1,0
1361,5.52585257315714,0.3168968007330225,NM,2022-12-20,0,1,0,1,0,1,0,0,1,0,0,0,1,0
1362,1.81031569878221,0.1529135030421975,NM,2022-12-21,1,1,0,1,0,1,1,1,1,0,1,0,1,1
1363,2.19105956137252,0.368134507288922,NM,2022-12-22,1,1,1,1,1,1,0,1,1,1,1,0,1,0
1364,1.05000290413931,0.152711889789471,NM,2022-12-23,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1365,0.400141511625178,0.1963521792594235,NM,2022-12-24,1,1,1,1,1,1,1,1,1,0,1,0,1,1
1366,3.43779531507769,0.482767855826652,NM,2022-12-25,1,1,0,1,0,1,0,1,1,0,1,0,1,0
1367,2.76905085305443,0.2904892211844525,NM,2022-12-26,1,0,1,1,0,0,0,1,0,0,1,0,0,0
1368,6.79141923230717,0.3155810808583735,NM,2022-12-27,1,1,1,1,0,1,0,1,1,0,0,0,1,0
1369,5.23985322478772,0.3861561669834825,NM,2022-12-28,1,1,0,0,0,0,0,1,1,0,0,0,0,0
1370,4.78346923115138,0.2659204804769835,NM,2022-12-29,1,1,1,1,0,1,0,0,0,0,0,0,1,0
1371,5.56483915205641,0.274565406758966,NM,2022-12-30,1,1,0,1,0,1,0,1,0,0,0,0,1,0
1372,2.42428191812001,0.2604394224322365,NM,2022-12-31,1,1,1,1,0,1,0,1,1,0,1,0,0,0
1373,3.60270820310267,0.361223605222594,NM,2023-01-01,1,1,1,1,0,0,0,1,1,0,1,0,0,0
1374,14.0504533918474,0.436088197815404,NM,2023-01-02,1,0,0,1,0,1,0,1,0,0,0,0,1,0
1375,11.0921973996065,0.315634229413921,NM,2023-01-03,1,0,0,1,0,1,0,1,0,0,1,0,1,0
1376,16.4667544402772,0.354668111794724,NM,2023-01-04,1,0,0,1,0,1,0,1,0,0,0,0,1,0
1377,4.68455417277239,0.327371393092104,NM,2023-01-05,1,1,0,1,0,1,0,1,0,0,0,0,1,0
1378,5.62695367317917,0.2450165012964265,NM,2023-01-06,1,1,0,1,0,1,1,1,1,0,1,0,1,1
1379,4.55886819347767,0.2655548439369795,NM,2023-01-07,1,1,0,1,0,1,1,1,1,0,0,0,1,1
1380,2.88525563192855,0.294260117146158,NM,2023-01-08,1,1,0,1,0,1,1,1,0,0,0,0,1,1
1381,9.21775817358598,0.3791391577391795,NM,2023-01-09,1,0,0,1,0,1,0,1,0,0,1,0,1,0
1382,12.2407492525585,0.415883145061904,NM,2023-01-10,1,0,0,1,0,1,0,1,1,0,1,0,1,0
1383,11.2862425577547,0.4087388944017475,NM,2023-01-11,1,1,0,1,0,0,0,1,1,0,1,0,0,0
1384,8.95227494234583,0.4514557353618685,NM,2023-01-12,1,1,0,1,0,1,0,1,1,0,1,0,1,0
1385,12.0420946640863,0.508141526814305,NM,2023-01-13,1,1,0,1,0,1,0,1,1,0,0,0,1,0
1386,8.1787671416678,0.503928756453655,NM,2023-01-14,1,1,0,1,0,1,0,1,1,0,1,0,1,0
1387,1.09404718808657,0.225034440503937,NV,2022-12-04,1,1,1,1,1,1,1,0,1,0,1,1,1,0
1388,4.41731280961321,0.2690504996772805,NV,2022-12-05,1,1,1,0,1,1,0,1,0,0,1,1,1,0
1389,6.56070599354746,0.1717930958344045,NV,2022-12-06,1,1,0,0,1,1,0,0,1,0,0,0,0,0
1390,1.88213637342659,0.2374428417236935,NV,2022-12-07,1,1,1,1,1,1,1,0,0,0,0,0,1,0
1391,3.07321922831269,0.297265699560778,NV,2022-12-08,1,1,0,1,1,1,0,1,0,1,1,0,0,1
1392,2.82071803248441,0.284226009596737,NV,2022-12-09,1,0,1,1,1,0,1,1,0,0,0,0,0,0
1393,2.5937099109837,0.2632412062071725,NV,2022-12-10,1,1,1,1,0,1,0,0,0,0,0,0,0,0
1394,2.83601328664566,0.2252526098594455,NV,2022-12-11,1,0,1,1,1,0,0,0,0,0,0,0,0,0
1395,4.66911577032941,0.171439944594976,NV,2022-12-12,1,1,0,0,0,1,1,0,0,0,0,1,0,1
1396,2.48055753997279,0.3325132930015815,NV,2022-12-13,1,1,0,0,1,1,0,1,1,0,0,0,1,0
1397,1.48491784881941,0.3112218294771975,NV,2022-12-14,1,1,1,0,1,1,1,1,1,0,0,1,1,1
1398,3.15812214080246,0.140825136259073,NV,2022-12-15,1,1,0,1,0,1,1,1,0,0,1,0,1,0
1399,0.898891523213387,0.0538970587528445,NV,2022-12-16,1,1,0,1,1,1,1,1,1,0,1,0,1,1
1400,2.83152676930951,0.2739960486350875,NV,2022-12-17,1,1,1,1,0,0,0,1,0,1,1,0,0,1
1401,2.24588946009613,0.1492197175172085,NV,2022-12-18,1,1,0,1,0,1,1,1,0,0,1,0,0,1
1402,3.04546911329215,0.2702084074959575,NV,2022-12-19,0,1,1,1,0,0,0,1,0,1,0,0,0,1
1403,0.454355235943104,0.056474843892741,NV,2022-12-20,1,1,1,1,1,1,1,1,1,0,1,0,1,1
1404,2.84302390855031,0.2354991911834965,NV,2022-12-21,1,1,1,1,0,1,0,1,1,0,1,1,1,0
1405,4.18714990588525,0.216704840496217,NV,2022-12-22,1,1,1,1,0,1,0,1,0,0,0,0,1,0
1406,3.82600802044969,0.2333427047312205,NV,2022-12-23,1,1,1,1,0,1,0,0,0,0,1,0,1,0
1407,2.52501846617513,0.069827800856636,NV,2022-12-24,1,1,0,1,0,1,1,1,0,0,1,0,1,0
1408,NA,NA,NV,2022-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1409,1.28443419270278,0.2472516598678495,NV,2022-12-26,1,1,1,1,1,1,0,1,1,0,1,1,1,0
1410,7.47648827097226,0.2908549831393065,NV,2022-12-27,1,0,1,1,0,1,0,1,1,0,0,0,1,0
1411,3.56713844180858,0.209925971382405,NV,2022-12-28,1,1,0,1,0,1,0,1,0,0,1,0,1,1
1412,5.35695804880095,0.219424145680436,NV,2022-12-29,1,1,0,1,0,1,0,1,0,0,0,0,1,0
1413,4.22503872868382,0.2794520230677085,NV,2022-12-30,1,0,1,1,0,1,0,1,0,0,0,0,1,0
1414,3.19105509631123,0.2636268354666325,NV,2022-12-31,1,1,0,1,0,1,0,1,0,0,0,0,1,0
1415,0.199429058900575,0.148035715022587,NV,2023-01-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1416,8.75065341099879,0.274230112019412,NV,2023-01-02,1,1,0,1,0,0,0,0,1,0,1,0,0,0
1417,4.77589093107236,0.259666307343166,NV,2023-01-03,1,1,0,1,0,1,0,1,1,0,1,0,1,0
1418,7.89005237225224,0.3185047288428255,NV,2023-01-04,1,1,0,1,0,0,0,1,1,0,1,0,0,0
1419,2.84878786684559,0.298929221437894,NV,2023-01-05,1,1,1,1,0,1,0,1,1,0,0,0,1,1
1420,5.37568943828216,0.3824615164471345,NV,2023-01-06,1,0,1,0,0,1,0,1,1,0,0,0,1,0
1421,4.45548580758152,0.41026621604525,NV,2023-01-07,1,0,1,1,0,0,1,1,0,0,1,0,0,0
1422,7.2028878894823,0.3442248141151605,NV,2023-01-08,1,1,0,1,0,0,1,1,1,0,1,0,0,0
1423,3.5066166754587,0.437561979999635,NV,2023-01-09,1,0,1,1,0,1,0,1,0,0,1,0,1,0
1424,7.71714761818271,0.395714535433911,NV,2023-01-10,1,1,0,1,0,0,0,1,1,0,1,0,0,0
1425,6.58337104221518,0.297946370100498,NV,2023-01-11,1,1,0,1,0,1,1,1,1,0,1,0,1,1
1426,2.17512240118202,0.336209131591559,NV,2023-01-12,1,1,1,0,0,0,1,1,1,0,0,1,0,1
1427,5.27784532064207,0.3629701367663685,NV,2023-01-13,1,1,0,1,0,1,0,1,1,0,0,0,1,0
1428,7.61036997804518,0.4961701098353255,NV,2023-01-14,1,1,0,1,0,1,0,1,1,0,0,0,1,0
1429,9.13462033893197,0.2879149766371945,NY,2022-12-04,1,1,1,0,0,1,0,1,0,0,0,0,0,0
1430,20.2020607584445,0.30888081817824,NY,2022-12-05,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1431,6.21830317472839,0.1920550217122285,NY,2022-12-06,1,1,0,1,1,1,0,0,1,0,0,0,1,0
1432,2.53380312444799,0.2194520972445475,NY,2022-12-07,1,1,1,0,1,1,1,0,1,0,0,1,0,0
1433,5.59659368693231,0.402845788654478,NY,2022-12-08,0,1,0,0,0,1,1,0,0,0,0,0,1,0
1434,17.4755185369235,0.334810855659662,NY,2022-12-09,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1435,5.35575654450345,0.270307446410628,NY,2022-12-10,1,1,1,1,0,1,1,0,0,0,0,0,1,1
1436,14.5576937053591,0.348781025608701,NY,2022-12-11,1,1,0,0,0,1,1,0,0,0,0,0,1,0
1437,16.0118194994393,0.283838208745692,NY,2022-12-12,1,0,0,1,0,1,0,0,0,0,0,0,1,0
1438,4.67786722455178,0.4532780511502145,NY,2022-12-13,1,1,0,0,0,1,1,1,1,0,0,0,1,0
1439,4.15537146807822,0.575587565639975,NY,2022-12-14,1,1,0,1,0,1,0,1,1,0,0,0,1,0
1440,1.71392020917447,0.271897108925832,NY,2022-12-15,1,1,1,0,0,1,1,0,0,0,0,0,0,0
1441,33.718295311756,0.4566095883629385,NY,2022-12-16,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1442,15.3506593036485,0.3027561626175805,NY,2022-12-17,1,1,0,1,0,1,1,0,0,0,0,0,1,0
1443,14.5408378141287,0.3089079636100065,NY,2022-12-18,1,0,0,1,0,1,0,0,0,0,0,0,0,0
1444,22.5397452910094,0.340145302797138,NY,2022-12-19,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1445,6.34205301814132,0.148320024894012,NY,2022-12-20,1,0,0,0,0,1,0,1,0,0,0,0,1,0
1446,0.930169952711173,0.2723390363327,NY,2022-12-21,1,0,1,1,1,1,1,1,0,0,0,0,1,0
