...1,es_score,brier_score,location,target_date,X22B_50_CI,X22F_50_CI,X23A_50_CI,X23D_50_CI,other_50_CI,X22E_50_CI,X22B_95_CI,X22F_95_CI,X23A_95_CI,X23D_95_CI,other_95_CI,X22E_95_CI
1038,NA,NA,MO,2023-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1039,0.0190333207649459,0.001031164092607635,MO,2023-03-14,1,1,1,1,1,1,1,1,1,1,1,1
1040,1.05119795214281,0.189181843302636,MO,2023-03-15,1,1,0,1,1,0,1,1,0,1,1,0
1041,0.00120587162333296,8.30153829597045e-4,MO,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1
1042,0.00833005196042058,7.46566104294265e-4,MO,2023-03-17,1,1,1,1,1,1,1,1,1,1,1,1
1043,0.00700513634864536,6.72531534375345e-4,MO,2023-03-18,1,1,1,1,1,1,1,1,1,1,1,1
1044,1.23652311710461,0.3183117345960735,MO,2023-03-19,1,1,0,1,1,0,1,1,0,1,1,0
1045,1.16783510468396,0.122052957360584,MO,2023-03-20,1,1,0,1,0,1,1,1,0,1,0,1
1046,1.13420715317859,0.0978304479057025,MO,2023-03-21,1,1,0,1,0,1,1,1,1,1,0,0
1047,2.23153957477227,0.482404349018757,MO,2023-03-22,1,1,0,0,1,0,1,1,0,0,1,0
1048,0.0128624267166016,4.1104030541349e-4,MO,2023-03-23,1,1,1,1,1,1,1,1,1,1,1,1
1049,0.0102244582776025,3.7505198670789e-4,MO,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1
1050,4.2246801858606e-4,3.4309291306059e-4,MO,2023-03-25,1,1,1,1,1,1,1,1,1,1,1,1
1051,0.0470093355636374,0.0327013435053585,MS,2023-02-12,1,1,1,1,1,1,1,1,1,1,1,1
1052,0.684376036073472,0.3595282452468395,MS,2023-02-13,1,1,1,1,1,1,1,1,0,1,1,0
1053,0.514138490056046,0.252470556162521,MS,2023-02-14,1,1,1,1,1,1,1,1,0,1,1,0
1054,1.04466576298365,0.255503665774633,MS,2023-02-15,1,1,1,1,1,0,1,1,1,1,1,1
1055,0.30556620812114,0.122817372091754,MS,2023-02-16,1,1,1,1,1,1,1,1,0,1,1,0
1056,6.66639566100135,0.74716108932429,MS,2023-02-17,1,1,0,1,1,0,1,1,0,1,1,0
1057,0.0236743734009665,0.01675613388248345,MS,2023-02-18,1,1,1,1,1,1,1,1,1,1,1,1
1058,NA,NA,MS,2023-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1059,1.74512120569292,0.3990199107668485,MS,2023-02-20,1,1,0,1,1,0,1,1,0,1,1,0
1060,0.576448308880817,0.2079413921856945,MS,2023-02-21,1,1,1,1,1,1,1,1,1,1,1,1
1061,0.0142918442445844,0.01055088333474505,MS,2023-02-22,1,1,1,1,1,1,1,1,1,1,1,1
1062,1.01776169952358,0.2315675718144795,MS,2023-02-23,1,1,1,1,0,1,1,1,0,1,0,1
1063,0.972670874364267,0.417959721903506,MS,2023-02-24,1,1,0,1,1,0,1,1,0,1,1,0
1064,0.036983640958237,0.0074184387604385,MS,2023-02-25,1,1,1,1,1,1,1,1,1,1,1,1
1065,NA,NA,MS,2023-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1066,2.09616903781858,0.884232115965975,MS,2023-02-27,1,0,0,1,1,0,1,0,0,1,1,0
1067,0.00705927325959849,0.00520415828730855,MS,2023-02-28,1,1,1,1,1,1,1,1,1,1,1,1
1068,0.0062324250178524,0.00462347240025523,MS,2023-03-01,1,1,1,1,1,1,1,1,1,1,1,1
1069,0.112810189347845,0.00410783394800745,MS,2023-03-02,1,1,1,1,1,1,1,1,1,1,1,1
1070,0.0194179180210173,0.00365022635558375,MS,2023-03-03,1,1,1,1,1,1,1,1,1,1,1,1
1071,NA,NA,MS,2023-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1072,1.02861659813716,0.301000886359684,MS,2023-03-05,1,1,0,1,1,0,1,1,0,1,1,0
1073,1.1531230545875,0.4528007213817675,MS,2023-03-06,1,1,0,1,1,0,1,1,0,1,1,0
1074,0.00307584378878935,0.00228301501846476,MS,2023-03-07,1,1,1,1,1,1,1,1,1,1,1,1
1075,NA,NA,MS,2023-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1076,0.00218429527784883,0.00181119649451356,MS,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1
1077,1.24632543617533,0.319279805184777,MS,2023-03-10,1,1,0,1,0,1,1,1,0,1,0,1
1078,0.00212222544458817,0.00144137116377394,MS,2023-03-11,1,1,1,1,1,1,1,1,1,1,1,1
1079,0.00186927920651569,0.0012876586305554,MS,2023-03-12,1,1,1,1,1,1,1,1,1,1,1,1
1080,0.00635488672940893,0.001151600153116935,MS,2023-03-13,1,1,1,1,1,1,1,1,1,1,1,1
1081,0.00138148866376499,0.001031164092607635,MS,2023-03-14,1,1,1,1,1,1,1,1,1,1,1,1
1082,0.0012653251614746,9.2454796242689e-4,MS,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1
1083,9.7143744063113e-4,8.30153829597045e-4,MS,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1
1084,0.00466020118742076,7.46566104294265e-4,MS,2023-03-17,1,1,1,1,1,1,1,1,1,1,1,1
1085,NA,NA,MS,2023-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1086,7.6554208758618e-4,6.06941225978355e-4,MS,2023-03-19,1,1,1,1,1,1,1,1,1,1,1,1
1087,0.00694932970454558,5.4881451781098e-4,MS,2023-03-20,1,1,1,1,1,1,1,1,1,1,1,1
1088,1.30551825248057,0.3249411624142345,MS,2023-03-21,1,1,0,1,0,1,1,1,0,1,0,1
1089,1.17252551814186,0.1924832842534005,MS,2023-03-22,1,1,0,1,1,0,1,1,0,1,1,0
1090,2.71935465603172,0.96262383375321,MS,2023-03-23,1,1,0,1,1,0,1,1,0,1,1,0
1091,NA,NA,MS,2023-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1092,NA,NA,MS,2023-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1093,NA,NA,MT,2023-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1094,0.0412438838583309,0.0293312582729554,MT,2023-02-13,1,1,1,1,1,1,1,1,1,1,1,1
1095,NA,NA,MT,2023-02-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1096,NA,NA,MT,2023-02-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1097,2.12261264003797,0.733582757448215,MT,2023-02-16,1,1,0,1,1,0,1,1,0,1,1,0
1098,NA,NA,MT,2023-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1099,NA,NA,MT,2023-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1100,NA,NA,MT,2023-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1101,NA,NA,MT,2023-02-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1102,NA,NA,MT,2023-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1103,NA,NA,MT,2023-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1104,0.0134663677901037,0.00938559485401305,MT,2023-02-23,1,1,1,1,1,1,1,1,1,1,1,1
1105,NA,NA,MT,2023-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1106,NA,NA,MT,2023-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1107,NA,NA,MT,2023-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1108,NA,NA,MT,2023-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1109,NA,NA,MT,2023-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1110,NA,NA,MT,2023-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1111,NA,NA,MT,2023-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1112,NA,NA,MT,2023-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1113,NA,NA,MT,2023-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1114,NA,NA,MT,2023-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1115,NA,NA,MT,2023-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1116,NA,NA,MT,2023-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1117,NA,NA,MT,2023-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1118,NA,NA,MT,2023-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1119,NA,NA,MT,2023-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1120,NA,NA,MT,2023-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1121,NA,NA,MT,2023-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1122,0.00144218670997142,0.001151600153116935,MT,2023-03-13,1,1,1,1,1,1,1,1,1,1,1,1
1123,0.0203822372898139,0.001031164092607635,MT,2023-03-14,1,1,1,1,1,1,1,1,1,1,1,1
1124,0.0051071314151057,9.2454796242689e-4,MT,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1
1125,NA,NA,MT,2023-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1126,NA,NA,MT,2023-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1127,NA,NA,MT,2023-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1128,NA,NA,MT,2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1129,NA,NA,MT,2023-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1130,NA,NA,MT,2023-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1131,6.6729667117257e-4,4.5158533684351e-4,MT,2023-03-22,1,1,1,1,1,1,1,1,1,1,1,1
1132,NA,NA,MT,2023-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1133,NA,NA,MT,2023-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1134,NA,NA,MT,2023-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1135,3.27412114434519,0.2398210909240985,NC,2023-02-12,0,1,0,1,0,1,0,0,0,1,0,0
1136,2.0786707210422,0.178710185390324,NC,2023-02-13,0,0,1,1,1,1,0,0,0,1,0,0
1137,3.25194074725679,0.2434583884064135,NC,2023-02-14,0,1,0,1,0,1,0,1,0,1,0,1
1138,6.43032978414875,0.210588817455623,NC,2023-02-15,0,1,0,1,0,0,0,1,0,1,0,0
1139,3.22069308282125,0.19158083752574,NC,2023-02-16,0,1,0,1,0,1,0,1,0,1,0,0
1140,1.83644369090211,0.1722334088328445,NC,2023-02-17,0,1,1,1,1,1,0,0,0,1,1,0
1141,0.603104766034488,0.0911016060131215,NC,2023-02-18,1,1,1,1,1,1,1,1,0,1,1,0
1142,0.897016654391538,0.1230089243319115,NC,2023-02-19,0,1,1,1,1,1,0,1,0,1,1,0
1143,1.83256500894145,0.0782483366059385,NC,2023-02-20,1,1,0,1,0,1,1,0,0,1,0,0
1144,1.28074313014529,0.1073222348586225,NC,2023-02-21,0,1,1,1,0,1,0,1,0,1,0,0
1145,3.30197979660714,0.1413968297164445,NC,2023-02-22,0,1,0,1,0,1,0,1,0,1,0,0
1146,1.91922921307445,0.0878505223564035,NC,2023-02-23,0,1,1,1,1,0,0,0,0,1,1,0
1147,2.38000171934092,0.171719975789623,NC,2023-02-24,1,1,0,1,0,1,1,1,0,1,0,1
1148,1.59283669315078,0.145932941697079,NC,2023-02-25,0,1,0,1,0,1,0,1,1,1,0,0
1149,1.35091549223655,0.0478722957054149,NC,2023-02-26,0,1,1,1,1,0,0,0,0,0,0,0
1150,1.80614780584175,0.1270127640962285,NC,2023-02-27,1,0,0,1,1,1,1,0,0,0,1,0
1151,3.06144932526563,0.1198150330056075,NC,2023-02-28,0,1,0,1,0,1,0,1,0,1,0,0
1152,3.73250823683564,0.124413328328128,NC,2023-03-01,1,1,0,1,0,1,1,1,0,1,0,0
1153,0.822506596284007,0.06202694927804,NC,2023-03-02,1,1,1,0,1,1,1,1,0,1,1,0
1154,0.956002048727676,0.058364105964191,NC,2023-03-03,1,1,1,1,0,1,1,1,0,1,0,0
1155,0.393308120700624,0.071539875718442,NC,2023-03-04,1,1,1,1,1,1,1,1,1,0,1,0
1156,0.349834752895149,0.00288447194612486,NC,2023-03-05,1,1,1,1,1,1,1,1,1,1,1,1
1157,2.1972308759811,0.14170657064446,NC,2023-03-06,1,1,0,1,0,1,1,1,1,1,0,0
1158,6.59778630852126,0.277694906264319,NC,2023-03-07,0,0,0,1,0,1,0,1,0,1,0,1
1159,0.414898456388818,0.0020327768129901,NC,2023-03-08,1,1,1,1,1,1,1,1,1,1,1,1
1160,3.95509657176892,0.2383633538253625,NC,2023-03-09,1,1,0,0,0,1,1,1,0,0,0,0
1161,0.995947484631997,0.076492183688982,NC,2023-03-10,1,0,1,1,1,1,1,0,0,1,1,0
1162,0.9530872944692,0.096414529422311,NC,2023-03-11,1,1,1,0,1,1,1,1,0,0,1,1
1163,1.18229988761937,0.192993769794412,NC,2023-03-12,0,1,0,1,1,1,0,1,1,1,1,0
1164,2.00247145746464,0.097158098285819,NC,2023-03-13,1,1,0,1,0,1,1,1,0,1,0,1
1165,2.11479836950743,0.119014967594467,NC,2023-03-14,1,1,0,0,1,0,1,1,0,0,1,0
1166,0.288318839901257,9.2454796242689e-4,NC,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1
1167,0.122207512646706,8.30153829597045e-4,NC,2023-03-16,1,1,1,1,1,1,1,1,0,1,1,0
1168,0.59955299031078,0.056486874652814,NC,2023-03-17,1,1,1,1,1,1,1,1,0,1,1,0
1169,1.75456311755395,0.1483340884675925,NC,2023-03-18,1,1,0,1,0,0,1,1,0,1,0,0
1170,1.72708049802849,0.1480764922947235,NC,2023-03-19,1,1,0,0,1,0,1,1,0,0,1,1
1171,1.70306612328852,0.093046201627687,NC,2023-03-20,1,0,0,1,0,1,1,0,0,1,0,0
1172,3.85357273133724,0.257572767874717,NC,2023-03-21,0,1,0,0,1,0,0,1,0,0,1,0
1173,1.72920906452958,0.097578242656602,NC,2023-03-22,0,1,0,0,1,1,0,1,0,1,1,1
1174,3.75742646334322,0.1771315919652905,NC,2023-03-23,1,0,0,1,0,1,1,0,0,0,0,1
1175,1.04081041051616,0.0613379434299505,NC,2023-03-24,1,0,1,1,1,1,1,0,0,1,1,1
1176,1.96816539650568,0.150217455212424,NC,2023-03-25,1,1,0,0,0,1,1,1,0,1,0,1
1177,NA,NA,ND,2023-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1178,1.04347922523562,0.432234706402114,ND,2023-02-13,0,1,1,1,1,1,0,1,0,1,1,1
1179,0.245916867612821,0.026277562803321,ND,2023-02-14,1,1,1,1,1,1,1,1,1,1,1,1
1180,0.413439252775411,0.1975067398799115,ND,2023-02-15,1,1,1,1,1,1,1,1,0,1,1,0
1181,0.4358189622009,0.1991630452613115,ND,2023-02-16,1,1,1,1,1,1,1,1,0,1,1,0
1182,NA,NA,ND,2023-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1183,NA,NA,ND,2023-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1184,NA,NA,ND,2023-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1185,0.870751437345575,0.3990199107668485,ND,2023-02-20,1,1,0,1,1,0,1,1,0,1,1,0
1186,0.967152190589152,0.187260739562945,ND,2023-02-21,0,1,1,1,1,1,0,1,1,1,1,0
1187,0.0162592274393483,0.01055088333474505,ND,2023-02-22,1,1,1,1,1,1,1,1,0,0,1,1
1188,NA,NA,ND,2023-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1189,0.0448404687084444,0.0083456208643398,ND,2023-02-24,1,1,1,1,1,1,1,1,1,1,1,1
1190,NA,NA,ND,2023-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1191,0.0342220543203194,0.00659259959217875,ND,2023-02-26,1,1,1,1,1,1,1,0,0,1,1,1
1192,0.658104049518667,0.175608704518793,ND,2023-02-27,1,1,1,1,1,1,1,1,0,1,1,0
1193,1.08166791883582,0.234419031979001,ND,2023-02-28,1,1,1,1,0,1,1,1,1,0,0,1
1194,0.0469744641297198,0.00462347240025523,ND,2023-03-01,1,1,1,1,1,1,1,1,1,1,1,1
1195,0.0470722881533903,0.00410783394800745,ND,2023-03-02,1,1,1,1,1,1,1,1,1,1,1,1
1196,0.00446192863801155,0.00365022635558375,ND,2023-03-03,1,1,1,1,1,1,1,1,1,1,1,1
1197,NA,NA,ND,2023-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1198,0.00409706154042581,0.00288447194612486,ND,2023-03-05,1,1,1,1,1,1,1,1,1,1,1,1
1199,2.41867763224706,0.60287911062398,ND,2023-03-06,1,1,0,1,1,0,1,1,0,1,1,0
1200,1.1723712847129,0.455395846379417,ND,2023-03-07,1,1,0,1,1,0,1,1,0,1,1,0
1201,0.0373982717053729,0.0020327768129901,ND,2023-03-08,1,1,1,1,1,1,1,1,1,1,1,1
1202,NA,NA,ND,2023-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1203,0.00201225619767145,0.001615025714956235,ND,2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1
1204,NA,NA,ND,2023-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1205,NA,NA,ND,2023-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1206,0.00650448382864535,0.001151600153116935,ND,2023-03-13,1,1,1,1,1,1,1,1,1,1,1,1
1207,0.00582023467163492,0.001031164092607635,ND,2023-03-14,1,1,1,1,1,1,1,1,1,1,1,1
1208,1.302624991853,0.479823926718587,ND,2023-03-15,1,1,0,0,1,1,1,1,0,0,1,1
1209,0.00127003449270906,8.30153829597045e-4,ND,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1
1210,NA,NA,ND,2023-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1211,NA,NA,ND,2023-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1212,7.4611079319782e-4,6.06941225978355e-4,ND,2023-03-19,1,1,1,1,1,1,1,1,1,1,1,1
1213,0.0118847087007139,5.4881451781098e-4,ND,2023-03-20,1,1,1,1,1,1,1,1,1,1,1,1
1214,0.00631559463961784,4.97284544902945e-4,ND,2023-03-21,1,1,1,1,1,1,1,1,1,1,1,1
1215,1.26213452676031,0.320504416864439,ND,2023-03-22,1,1,0,1,1,0,1,1,0,1,1,0
1216,NA,NA,ND,2023-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1217,NA,NA,ND,2023-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1218,NA,NA,ND,2023-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1219,0.333942418218663,0.1243295811208345,NE,2023-02-12,1,1,1,1,1,1,1,1,0,0,1,0
1220,4.51884188731393,0.3390575419040085,NE,2023-02-13,0,1,0,0,1,0,0,1,0,0,1,0
1221,2.5087613852325,0.297709154834361,NE,2023-02-14,1,1,0,1,1,0,1,0,0,1,1,0
1222,2.68617813087784,0.3000154492127465,NE,2023-02-15,0,1,0,0,1,1,0,1,0,0,1,1
1223,0.928031976309049,0.187734582907223,NE,2023-02-16,1,1,1,1,0,1,1,1,1,1,0,0
1224,0.372276721508256,0.164453721494438,NE,2023-02-17,1,1,1,1,1,1,1,1,1,1,1,1
1225,0.0224246328766753,0.01675613388248345,NE,2023-02-18,1,1,1,1,1,1,1,1,1,1,1,1
1226,0.437562495683085,0.1664992437518875,NE,2023-02-19,1,1,1,1,1,1,1,1,0,0,1,1
1227,3.93151147627758,0.367315101741505,NE,2023-02-20,0,1,0,1,0,1,0,1,0,1,0,0
1228,0.392244086135352,0.072189370322237,NE,2023-02-21,1,1,1,1,1,1,1,0,0,1,1,1
1229,2.79200312542776,0.1756719746095535,NE,2023-02-22,1,1,1,0,1,0,1,1,1,0,1,0
1230,0.639290251581793,0.00938559485401305,NE,2023-02-23,1,1,1,1,1,1,1,0,0,1,1,0
1231,0.420036737304067,0.1253782211612445,NE,2023-02-24,1,1,1,1,1,1,1,1,1,1,1,1
1232,2.89414707161306,0.278755763727061,NE,2023-02-25,1,1,0,0,0,1,1,1,0,0,0,1
1233,0.90662590335186,0.0969589484052355,NE,2023-02-26,1,1,1,0,1,1,1,1,0,0,1,1
1234,4.91800458739382,0.253219752691641,NE,2023-02-27,1,1,0,0,0,0,1,1,0,0,0,0
1235,4.41947812266281,0.3412420252620345,NE,2023-02-28,0,0,0,0,0,1,0,0,0,0,0,0
1236,5.16952002031777,0.417057807286902,NE,2023-03-01,1,1,0,0,1,1,1,1,0,0,1,0
1237,3.33658261961217,0.3033565964865085,NE,2023-03-02,1,1,0,0,1,0,1,1,0,0,1,1
1238,0.37314961591768,0.0436923982474862,NE,2023-03-03,1,1,1,1,1,1,1,0,0,1,1,1
1239,5.96229461328129,0.390539003100931,NE,2023-03-04,1,1,0,0,1,1,1,1,0,0,1,1
1240,0.11469093764365,0.00288447194612486,NE,2023-03-05,1,1,1,1,1,1,1,1,1,1,1,1
1241,2.46375461766786,0.200631066029517,NE,2023-03-06,1,1,0,0,1,1,1,1,0,0,1,0
1242,0.429274770456788,0.067013419498601,NE,2023-03-07,1,1,1,1,1,1,1,1,1,1,1,1
1243,2.04392793001998,0.1590573961851815,NE,2023-03-08,1,1,0,0,1,1,1,1,0,0,1,1
1244,1.75734374871233,0.083971151811597,NE,2023-03-09,1,1,1,0,1,1,1,1,0,0,1,1
1245,1.60241822673435,0.188500338387928,NE,2023-03-10,1,1,0,0,1,1,1,1,0,0,1,0
1246,1.0836291968558,0.1597299682613355,NE,2023-03-11,1,1,0,0,1,1,1,1,0,0,1,1
1247,4.10572688358337,0.479646509185473,NE,2023-03-12,0,1,0,0,0,1,0,0,0,0,0,1
1248,2.50328405814416,0.2050712919223565,NE,2023-03-13,0,1,0,1,0,1,0,1,0,1,0,0
1249,2.67083978899346,0.2604658546137655,NE,2023-03-14,1,0,0,0,1,0,1,0,0,0,1,0
1250,1.52243359109034,0.127530230243318,NE,2023-03-15,1,1,0,0,1,1,1,1,0,0,1,0
1251,1.78142025805196,0.1745043066727375,NE,2023-03-16,1,1,0,1,0,0,1,1,0,1,0,0
1252,0.032935382483901,7.46566104294265e-4,NE,2023-03-17,1,1,1,1,1,1,1,1,1,1,1,1
1253,0.027375855898731,6.72531534375345e-4,NE,2023-03-18,1,1,1,1,1,1,1,1,0,1,1,0
1254,NA,NA,NE,2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1255,6.996255932918e-4,5.4881451781098e-4,NE,2023-03-20,1,1,1,1,1,1,1,1,1,1,1,1
1256,1.32831979717399,0.4837541489499745,NE,2023-03-21,1,1,0,0,1,1,1,1,0,0,1,1
1257,NA,NA,NE,2023-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1258,0.0080465998791954,4.1104030541349e-4,NE,2023-03-23,1,1,1,1,1,1,1,1,1,1,1,1
1259,NA,NA,NE,2023-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1260,NA,NA,NE,2023-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1261,NA,NA,NH,2023-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1262,NA,NA,NH,2023-02-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1263,2.02760637166712,0.70485654288092,NH,2023-02-14,1,1,0,1,1,0,1,0,1,1,1,0
1264,0.114231806233216,0.02351596219574685,NH,2023-02-15,1,1,1,1,1,1,1,1,0,1,1,0
1265,0.0277555108942019,0.0210231411990106,NH,2023-02-16,1,1,1,1,1,1,1,1,1,1,1,1
1266,NA,NA,NH,2023-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1267,0.0226827834202314,0.01675613388248345,NH,2023-02-18,1,1,1,1,1,1,1,1,1,1,1,1
1268,0.0197521652270535,0.01494109026797895,NH,2023-02-19,1,1,1,1,1,1,1,1,1,1,1,1
1269,0.0189852230721619,0.01331319078777105,NH,2023-02-20,1,1,1,1,1,1,1,1,1,1,1,1
1270,1.13713103073866,0.4493661868437915,NH,2023-02-21,1,1,0,1,0,1,1,1,1,0,0,1
1271,NA,NA,NH,2023-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1272,NA,NA,NH,2023-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1273,0.0428812015357972,0.0083456208643398,NH,2023-02-24,1,1,1,1,1,1,1,1,1,1,1,1
1274,0.00998495584419958,0.0074184387604385,NH,2023-02-25,1,1,1,1,1,1,1,1,1,1,1,1
1275,NA,NA,NH,2023-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1276,0.00737140433347779,0.00585766779706935,NH,2023-02-27,1,1,1,1,1,1,1,1,1,1,1,1
1277,0.0541590106158427,0.00520415828730855,NH,2023-02-28,1,1,1,1,1,1,1,1,0,0,1,1
1278,NA,NA,NH,2023-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1279,NA,NA,NH,2023-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1280,NA,NA,NH,2023-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1281,0.00457128977255764,0.00324433165918728,NH,2023-03-04,1,1,1,1,1,1,1,1,1,1,1,1
1282,NA,NA,NH,2023-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1283,0.0122415389487465,0.00256555365513372,NH,2023-03-06,1,1,1,1,1,1,1,1,1,1,1,1
1284,0.00296720390359989,0.00228301501846476,NH,2023-03-07,1,1,1,1,1,1,1,1,1,1,1,1
1285,NA,NA,NH,2023-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1286,0.0025331817631169,0.00181119649451356,NH,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1
1287,0.00226962892429483,0.001615025714956235,NH,2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1
1288,NA,NA,NH,2023-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1289,0.00184444561626183,0.0012876586305554,NH,2023-03-12,1,1,1,1,1,1,1,1,1,1,1,1
1290,NA,NA,NH,2023-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1291,0.00135121035135434,0.001031164092607635,NH,2023-03-14,1,1,1,1,1,1,1,1,1,1,1,1
