...1,es_score,brier_score,location,target_date,X22B_50_CI,X22F_50_CI,X23A_50_CI,X23D_50_CI,other_50_CI,X22E_50_CI,X22B_95_CI,X22F_95_CI,X23A_95_CI,X23D_95_CI,other_95_CI,X22E_95_CI
518,2.45342665201777,0.37340303990153,IA,2023-02-25,0,1,0,1,1,0,0,1,0,1,1,1
519,1.26851872643698,0.200772641312241,IA,2023-02-26,0,1,0,1,1,1,0,1,1,1,1,0
520,1.56895921869563,0.162835417769487,IA,2023-02-27,1,0,0,1,0,1,1,0,0,1,0,0
521,0.482506475191182,0.00520415828730855,IA,2023-02-28,1,1,1,1,1,1,1,1,0,1,1,0
522,0.0494254546921078,0.00462347240025523,IA,2023-03-01,1,1,1,1,1,1,1,1,1,1,1,1
523,0.959247505236503,0.1358089688543165,IA,2023-03-02,1,1,1,0,1,1,1,1,0,1,1,0
524,2.94727510855625,0.3520290369997065,IA,2023-03-03,1,0,0,1,0,1,1,0,0,1,0,1
525,0.641396708186935,0.130078913483518,IA,2023-03-04,1,1,1,1,1,1,1,1,0,1,1,0
526,0.0165694865563493,0.00288447194612486,IA,2023-03-05,1,1,1,1,1,1,1,1,0,1,1,0
527,0.957683162262602,0.079300776055963,IA,2023-03-06,1,1,1,1,0,1,1,1,1,1,0,0
528,1.90709362027926,0.3718329595149905,IA,2023-03-07,1,0,0,1,1,0,1,0,0,1,1,0
529,1.97144554507113,0.13662530770344,IA,2023-03-08,1,1,0,0,1,1,1,1,0,0,1,0
530,0.119329046824153,0.00181119649451356,IA,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1
531,2.45819278490331,0.167274874395448,IA,2023-03-10,1,1,0,0,1,1,1,1,0,0,1,1
532,0.152075976248099,0.00144137116377394,IA,2023-03-11,1,1,1,1,1,1,1,1,1,1,1,1
533,2.12760470476703,0.1599460450425145,IA,2023-03-12,1,1,0,0,1,1,1,0,0,0,1,1
534,0.977003825254834,0.096554506910438,IA,2023-03-13,1,1,1,0,1,1,1,1,0,0,1,1
535,2.818401994746,0.2369987710963265,IA,2023-03-14,1,1,0,0,1,0,1,1,0,0,1,0
536,0.118060409577321,9.2454796242689e-4,IA,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1
537,0.970478947870939,0.0880578597589295,IA,2023-03-16,1,1,1,0,1,1,1,1,1,0,1,0
538,2.35198540787098,0.214324553748384,IA,2023-03-17,1,1,0,0,1,1,1,1,0,0,1,1
539,2.20172459093503,0.4789310456029055,IA,2023-03-18,1,1,0,0,1,0,1,1,0,0,1,0
540,NA,NA,IA,2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
541,2.89794378338275,0.146016856298715,IA,2023-03-20,1,1,0,0,0,1,1,0,0,1,0,1
542,5.71730899827778,0.302862376110986,IA,2023-03-21,1,0,0,0,1,1,1,0,0,0,1,0
543,1.13483461006639,0.0979061491578455,IA,2023-03-22,1,1,0,1,0,1,1,1,0,1,0,1
544,2.9287800920307,0.2646482392169145,IA,2023-03-23,1,1,0,0,0,0,1,1,0,0,0,0
545,3.21259624598957,0.2643343608433905,IA,2023-03-24,1,1,0,0,1,0,1,1,0,0,1,0
546,1.26874309882394,0.2430018350506945,IA,2023-03-25,1,1,0,0,1,1,1,1,0,0,1,1
547,NA,NA,ID,2023-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
548,NA,NA,ID,2023-02-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
549,NA,NA,ID,2023-02-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550,1.0297038146691,0.719479072932405,ID,2023-02-15,1,1,0,1,1,0,1,1,0,1,1,0
551,NA,NA,ID,2023-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
552,NA,NA,ID,2023-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
553,NA,NA,ID,2023-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,0.0197384473562622,0.01494109026797895,ID,2023-02-19,1,1,1,1,1,1,1,1,1,1,1,1
555,0.946885283011146,0.158259172247266,ID,2023-02-20,0,1,1,1,1,1,0,1,1,1,1,0
556,0.592029027940067,0.2079413921856945,ID,2023-02-21,1,1,1,1,1,1,1,1,0,1,1,0
557,1.84986389011995,0.408855225913466,ID,2023-02-22,1,1,0,1,1,0,1,1,0,1,1,0
558,0.986157082951522,0.187497024470848,ID,2023-02-23,0,1,1,1,1,1,0,1,0,1,1,1
559,0.0118147926259112,0.0083456208643398,ID,2023-02-24,1,1,1,1,1,1,1,1,1,1,1,1
560,NA,NA,ID,2023-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
561,NA,NA,ID,2023-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,0.00859759820013296,0.00585766779706935,ID,2023-02-27,1,1,1,1,1,1,1,1,1,1,1,1
563,0.00678584920928811,0.00520415828730855,ID,2023-02-28,1,1,1,1,1,1,1,1,1,1,1,1
564,NA,NA,ID,2023-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565,0.0221939694424327,0.00410783394800745,ID,2023-03-02,1,1,1,1,1,1,1,1,1,1,1,1
566,NA,NA,ID,2023-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,NA,NA,ID,2023-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,NA,NA,ID,2023-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,0.00342098260717232,0.00256555365513372,ID,2023-03-06,1,1,1,1,1,1,1,1,1,1,1,1
570,1.33986986860808,0.947629150803355,ID,2023-03-07,0,1,0,1,1,1,0,1,0,1,1,1
571,0.00289824684994214,0.0020327768129901,ID,2023-03-08,1,1,1,1,1,1,1,1,1,1,1,1
572,0.00889558565939995,0.00181119649451356,ID,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1
573,1.24466280556321,0.319279805184777,ID,2023-03-10,1,1,0,1,0,1,1,1,0,1,0,1
574,NA,NA,ID,2023-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575,NA,NA,ID,2023-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576,0.00609337746350259,0.001151600153116935,ID,2023-03-13,1,1,1,1,1,1,1,1,1,1,1,1
577,0.976232607150576,0.1573341069289765,ID,2023-03-14,1,1,0,1,1,0,1,1,0,1,1,0
578,NA,NA,ID,2023-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579,0.0046366623730542,8.30153829597045e-4,ID,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1
580,0.00415618951032713,7.46566104294265e-4,ID,2023-03-17,1,1,1,1,1,1,1,1,1,1,1,1
581,NA,NA,ID,2023-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,8.477927485821e-4,6.06941225978355e-4,ID,2023-03-19,1,1,1,1,1,1,1,1,1,1,1,1
583,NA,NA,ID,2023-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
584,0.00266237178185186,4.97284544902945e-4,ID,2023-03-21,1,1,1,1,1,1,1,1,1,1,1,1
585,NA,NA,ID,2023-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
586,NA,NA,ID,2023-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587,NA,NA,ID,2023-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
588,NA,NA,ID,2023-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
589,1.18138960570087,0.1672055765745145,IL,2023-02-12,1,1,1,1,1,1,1,0,0,1,1,0
590,3.57187619865132,0.182355779779739,IL,2023-02-13,1,1,0,1,1,0,0,1,0,0,0,0
591,2.27777188998029,0.149161729253605,IL,2023-02-14,1,1,1,1,0,1,1,1,0,0,0,0
592,6.23256728089407,0.2060918551652125,IL,2023-02-15,1,1,0,1,1,0,1,0,0,1,0,0
593,5.89291163140561,0.228040192553981,IL,2023-02-16,0,1,0,1,1,0,0,0,0,0,0,0
594,2.24772643280292,0.1601744829880585,IL,2023-02-17,1,1,1,1,0,1,0,1,0,0,0,0
595,1.81530096535221,0.1474366078928255,IL,2023-02-18,1,1,1,0,1,1,0,1,0,0,0,0
596,2.44205555788104,0.1469028258468055,IL,2023-02-19,1,1,1,1,0,1,0,1,0,1,0,0
597,2.69253562056679,0.131312818804033,IL,2023-02-20,0,1,1,1,0,1,0,1,0,0,0,1
598,1.87157629134904,0.1191302977854605,IL,2023-02-21,0,1,1,1,1,1,0,0,0,1,1,0
599,1.65929278627077,0.11902529622814,IL,2023-02-22,1,1,1,1,1,1,1,1,0,0,1,1
600,1.2701814755529,0.091694951158797,IL,2023-02-23,1,1,1,1,0,1,1,0,0,1,0,0
601,2.31825664304261,0.1473732868336495,IL,2023-02-24,0,1,0,0,1,1,0,1,1,0,1,0
602,1.09537648703853,0.1166359446913305,IL,2023-02-25,1,0,1,1,1,1,1,0,0,1,1,0
603,2.7819639218988,0.1460881780606435,IL,2023-02-26,1,1,0,0,0,1,1,1,0,0,0,0
604,2.01665848124207,0.106306919386186,IL,2023-02-27,1,1,0,1,0,1,1,0,0,0,0,1
605,6.56134313967476,0.1598495438161735,IL,2023-02-28,0,1,0,1,0,0,0,1,0,0,0,0
606,3.23102886233618,0.108001731819562,IL,2023-03-01,1,1,0,1,0,1,0,1,0,1,0,0
607,2.04588800878089,0.096960598790465,IL,2023-03-02,0,1,0,1,0,1,0,0,0,0,0,0
608,8.2550702585716,0.18790629841888,IL,2023-03-03,0,1,0,1,0,0,0,0,0,0,0,0
609,1.18099534827828,0.0935686928162315,IL,2023-03-04,1,1,1,1,0,1,1,1,0,1,0,0
610,3.46742461112286,0.135648780589782,IL,2023-03-05,1,1,0,0,1,0,1,1,0,0,1,0
611,5.37940544214578,0.148263493128656,IL,2023-03-06,0,1,0,1,0,0,0,1,0,0,0,1
612,5.1170401463654,0.1412686348264235,IL,2023-03-07,0,1,0,1,0,0,0,1,0,1,0,0
613,2.44262787549749,0.082382543781637,IL,2023-03-08,1,0,0,0,0,0,1,0,1,0,0,0
614,3.23367156619017,0.1130514914920985,IL,2023-03-09,1,0,0,0,1,1,1,1,0,0,1,0
615,1.80102309025078,0.072301963282706,IL,2023-03-10,1,1,1,1,0,1,1,1,0,1,0,1
616,0.831075742193717,0.0379695089555189,IL,2023-03-11,1,1,1,0,1,1,1,0,1,0,1,1
617,2.97249251527556,0.1305421394090425,IL,2023-03-12,1,1,0,1,0,0,1,1,0,1,0,1
618,1.75594403155153,0.0767533794615245,IL,2023-03-13,1,0,0,1,1,1,1,0,0,1,1,0
619,0.801214492242894,0.001031164092607635,IL,2023-03-14,1,1,1,1,1,1,1,1,0,1,1,0
620,0.964045724905615,0.0269803867907684,IL,2023-03-15,1,1,1,1,0,1,1,0,1,1,0,1
621,0.767874381490358,0.0317819204496827,IL,2023-03-16,1,1,1,0,1,1,1,1,0,0,1,1
622,2.47047603316819,0.107514410951,IL,2023-03-17,1,1,0,1,0,1,1,1,0,1,0,0
623,2.46419106530813,0.1526187302860105,IL,2023-03-18,1,0,0,1,0,1,1,0,0,1,0,0
624,0.205837763673727,6.06941225978355e-4,IL,2023-03-19,1,1,1,1,1,1,1,1,1,1,1,1
625,2.00918209476271,0.056761681187871,IL,2023-03-20,1,1,0,1,1,0,1,1,0,1,1,0
626,4.48981089257586,0.1149064693293845,IL,2023-03-21,1,1,0,1,0,0,1,1,0,1,0,0
627,4.35312796826111,0.142938493904272,IL,2023-03-22,1,1,0,0,0,1,1,1,0,0,0,1
628,2.4069925891242,0.075106229530024,IL,2023-03-23,1,1,0,0,0,1,1,1,0,0,0,0
629,0.244644409207301,3.7505198670789e-4,IL,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1
630,0.271510136938197,3.4309291306059e-4,IL,2023-03-25,1,1,1,1,1,1,1,1,0,1,0,1
631,2.13470058302978,0.265237236354742,IN,2023-02-12,0,1,0,1,0,1,0,1,0,1,0,1
632,1.42285564245736,0.18656791873671,IN,2023-02-13,1,1,1,1,1,0,1,1,0,1,1,0
633,0.562535117457481,0.116754760147001,IN,2023-02-14,1,1,1,1,1,1,1,0,0,1,1,0
634,1.4896028440696,0.2263330595409015,IN,2023-02-15,0,1,0,1,0,1,1,0,0,1,0,0
635,0.649755442370298,0.118190361596629,IN,2023-02-16,1,1,1,1,1,1,0,1,0,0,1,1
636,1.51277028210003,0.20816638886356,IN,2023-02-17,0,1,0,1,1,1,0,1,0,1,1,0
637,2.52327602492983,0.388483494535673,IN,2023-02-18,1,1,0,1,1,0,1,1,0,1,1,0
638,2.92224786049994,0.2804930502077865,IN,2023-02-19,1,0,0,1,1,0,1,0,0,1,1,0
639,2.79043084001718,0.2458564604964985,IN,2023-02-20,1,1,0,1,0,0,1,1,0,1,0,0
640,0.503478538306156,0.1041310225254035,IN,2023-02-21,1,1,1,1,1,1,1,1,0,1,1,0
641,1.14388643122851,0.143318997527652,IN,2023-02-22,1,1,1,1,1,0,1,0,0,1,1,0
642,0.898895385767017,0.1226379588203265,IN,2023-02-23,0,1,1,1,1,1,0,1,0,1,1,0
643,0.472180432668862,0.144883654544062,IN,2023-02-24,1,1,1,1,1,1,1,1,0,1,1,0
644,2.68673241834986,0.3185307805036955,IN,2023-02-25,1,1,0,1,1,0,1,1,0,1,1,0
645,0.17931971335077,0.00659259959217875,IN,2023-02-26,1,1,1,1,1,1,1,1,0,1,1,0
646,2.11907694591829,0.1819949587707925,IN,2023-02-27,0,1,0,1,0,1,0,1,0,1,1,0
647,0.921243801218359,0.088555021447924,IN,2023-02-28,1,1,1,1,0,1,1,1,1,1,0,0
648,2.59347703771002,0.18983014398058,IN,2023-03-01,1,1,0,1,0,0,1,1,0,1,1,0
649,0.990216174337138,0.157759158005368,IN,2023-03-02,1,1,1,0,1,1,1,1,0,0,1,1
650,0.413539782875845,0.00365022635558375,IN,2023-03-03,1,1,1,1,1,1,1,1,1,1,1,1
651,0.236736979843735,0.00324433165918728,IN,2023-03-04,1,1,1,1,1,1,1,1,0,0,1,1
652,0.259667278158184,0.00288447194612486,IN,2023-03-05,1,1,1,1,1,1,1,1,0,1,1,0
653,0.42772355846244,0.0718325025361545,IN,2023-03-06,1,1,1,1,1,1,0,1,1,1,1,0
654,0.274197524884029,0.00228301501846476,IN,2023-03-07,1,1,1,1,1,1,1,1,0,1,1,0
655,0.38017438350083,0.0020327768129901,IN,2023-03-08,1,1,1,1,1,1,1,1,1,1,1,1
656,1.06237658242471,0.15928444418559,IN,2023-03-09,1,1,1,0,1,1,1,1,0,0,1,1
657,2.20954494725938,0.3087779676786465,IN,2023-03-10,1,1,0,1,1,0,1,1,0,1,1,0
658,0.0959595904753691,0.00144137116377394,IN,2023-03-11,1,1,1,1,1,1,1,1,1,1,1,1
659,1.76659945398583,0.1443912775150225,IN,2023-03-12,1,1,0,1,1,0,1,1,0,1,1,0
660,0.593542446791323,0.067874320416646,IN,2023-03-13,1,1,1,1,1,1,1,1,0,1,1,0
661,2.58795034513968,0.4820967179681155,IN,2023-03-14,1,1,0,1,0,1,1,1,0,1,0,1
662,0.0648914132312422,9.2454796242689e-4,IN,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1
663,0.0484013325665866,8.30153829597045e-4,IN,2023-03-16,1,1,1,1,1,1,1,1,0,1,1,0
664,0.0339666304133555,7.46566104294265e-4,IN,2023-03-17,1,1,1,1,1,1,1,1,1,1,1,1
665,1.21392616286208,0.1941480387642245,IN,2023-03-18,1,0,0,1,1,1,1,0,0,1,1,1
666,0.0132521375308694,6.06941225978355e-4,IN,2023-03-19,1,1,1,1,1,1,1,1,1,1,1,1
667,2.15006392739845,0.3847314712227565,IN,2023-03-20,1,1,0,0,1,0,1,1,0,0,1,0
668,1.15875114777527,0.121970603271998,IN,2023-03-21,1,0,0,1,1,1,1,0,0,1,1,1
669,0.0150063033666128,4.5158533684351e-4,IN,2023-03-22,1,1,1,1,1,1,1,1,1,1,1,1
670,1.90838716824043,0.1759500201807675,IN,2023-03-23,1,1,0,0,1,0,1,1,0,0,1,0
671,4.39115761742258,0.3532615920731225,IN,2023-03-24,1,1,0,1,0,0,1,1,0,1,0,0
672,0.0100959470523277,3.4309291306059e-4,IN,2023-03-25,1,1,1,1,1,1,1,1,1,1,1,1
673,1.96068448052311,0.67409900681369,KS,2023-02-12,1,1,0,1,1,0,1,1,0,1,1,0
674,0.735359275282865,0.0293312582729554,KS,2023-02-13,1,1,1,1,1,1,1,1,1,1,1,1
675,0.93284605860974,0.2297264745866095,KS,2023-02-14,1,1,1,1,0,1,1,1,1,1,0,0
676,0.736085713848999,0.3714975175640765,KS,2023-02-15,1,1,1,1,1,1,1,1,0,1,1,0
677,0.352639001579533,0.163535064448851,KS,2023-02-16,1,1,1,1,1,1,1,1,0,1,1,0
678,0.320615124566722,0.140174247834861,KS,2023-02-17,1,1,1,1,1,1,1,1,0,1,1,0
679,0.966246673021649,0.2296188737265805,KS,2023-02-18,1,1,1,1,0,1,1,1,1,1,0,0
680,0.240895192958193,0.01494109026797895,KS,2023-02-19,1,1,1,1,1,1,1,1,1,1,1,1
681,0.551913719294207,0.20616655077731,KS,2023-02-20,1,1,1,1,1,1,1,1,1,1,1,1
682,0.126907352001557,0.01185513838292215,KS,2023-02-21,1,1,1,1,1,1,1,1,1,1,1,1
683,NA,NA,KS,2023-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
684,1.91322906637371,0.4134997505592765,KS,2023-02-23,1,1,0,1,1,0,1,0,0,1,1,0
685,0.0115035100793453,0.0083456208643398,KS,2023-02-24,1,1,1,1,1,1,1,1,1,1,1,1
686,0.0116177361088226,0.0074184387604385,KS,2023-02-25,1,1,1,1,1,1,1,1,1,1,1,1
687,0.00929225990026279,0.00659259959217875,KS,2023-02-26,1,1,1,1,1,1,1,1,1,1,1,1
688,0.10186239587933,0.00585766779706935,KS,2023-02-27,1,1,1,1,1,1,1,1,1,1,1,1
689,0.237727913856718,0.00520415828730855,KS,2023-02-28,1,1,1,1,1,1,1,1,1,1,1,1
690,0.826275851319059,0.2210710295558355,KS,2023-03-01,1,1,1,1,1,0,1,1,0,1,1,0
691,0.00566038977554403,0.00410783394800745,KS,2023-03-02,1,1,1,1,1,1,1,1,1,1,1,1
692,0.00526919002158151,0.00365022635558375,KS,2023-03-03,1,1,1,1,1,1,1,1,1,1,1,1
693,0.00422804600001933,0.00324433165918728,KS,2023-03-04,1,1,1,1,1,1,1,1,1,1,1,1
694,1.57885180597099,0.2312993574404115,KS,2023-03-05,1,1,0,0,1,1,1,1,0,0,1,0
695,0.0499474030579105,0.00256555365513372,KS,2023-03-06,1,1,1,1,1,1,1,1,1,1,1,1
696,1.15839341323514,0.2383873311790895,KS,2023-03-07,1,1,0,1,0,1,1,1,0,1,0,1
697,0.83218043757542,0.153971907851684,KS,2023-03-08,1,1,1,1,1,0,1,0,1,1,1,0
698,0.0104643570509326,0.00181119649451356,KS,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1
699,0.00848307016454704,0.001615025714956235,KS,2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1
700,NA,NA,KS,2023-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
701,1.16000446496529,0.311345499546901,KS,2023-03-12,1,1,0,1,1,0,1,1,0,1,1,0
702,1.36176708472059,0.96121658148014,KS,2023-03-13,1,1,0,1,0,1,1,1,0,1,0,1
703,0.00572865984491151,0.001031164092607635,KS,2023-03-14,1,1,1,1,1,1,1,1,1,1,1,1
704,0.0100726538668226,9.2454796242689e-4,KS,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1
705,0.00110151680434496,8.30153829597045e-4,KS,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1
706,0.00114230272356632,7.46566104294265e-4,KS,2023-03-17,1,1,1,1,1,1,1,1,1,1,1,1
707,0.00734321164462048,6.72531534375345e-4,KS,2023-03-18,1,1,1,1,1,1,1,0,0,1,1,1
708,NA,NA,KS,2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
709,0.0168414529137367,5.4881451781098e-4,KS,2023-03-20,1,1,1,1,1,1,1,1,0,1,1,0
710,5.65459152282e-4,4.97284544902945e-4,KS,2023-03-21,1,1,1,1,1,1,1,1,1,1,1,1
711,4.6753900500214e-4,4.5158533684351e-4,KS,2023-03-22,1,1,1,1,1,1,1,1,1,1,1,1
712,0.00210657072653887,4.1104030541349e-4,KS,2023-03-23,1,1,1,1,1,1,1,1,1,1,1,1
713,4.8470755763314e-4,3.7505198670789e-4,KS,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1
714,1.26265607422554,0.2430018350506945,KS,2023-03-25,1,1,0,0,1,1,1,1,0,0,1,1
715,NA,NA,KY,2023-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716,1.42607484279584,0.2494625829222115,KY,2023-02-13,1,1,0,1,1,0,1,1,0,1,1,0
717,0.607228975988787,0.177072891709454,KY,2023-02-14,1,1,1,1,1,1,1,1,0,1,1,0
718,0.117198791712981,0.02351596219574685,KY,2023-02-15,1,1,1,1,1,1,1,1,1,1,1,1
719,0.446202762034166,0.1991630452613115,KY,2023-02-16,1,1,1,1,1,1,1,1,1,1,1,1
720,0.171130951198995,0.0187768795369752,KY,2023-02-17,1,1,1,1,1,1,1,1,0,1,0,1
721,0.831468263543538,0.388483494535673,KY,2023-02-18,1,1,1,1,1,0,1,1,1,1,1,1
722,0.839619138298726,0.39383647397775,KY,2023-02-19,1,1,1,1,1,0,1,1,0,1,1,0
723,0.306348947801528,0.099025795227566,KY,2023-02-20,1,1,1,1,1,1,1,0,0,1,1,1
724,3.07498919261862,0.3705281542223675,KY,2023-02-21,1,1,0,1,0,0,1,0,0,1,0,0
725,0.253056270622194,0.01055088333474505,KY,2023-02-22,1,1,1,1,1,1,1,1,0,1,1,0
726,1.07733774495315,0.3062379775487385,KY,2023-02-23,0,1,1,1,1,1,0,1,1,1,0,1
727,0.204137185385779,0.0083456208643398,KY,2023-02-24,1,1,1,1,1,1,1,1,1,1,1,1
728,0.00949128217480809,0.0074184387604385,KY,2023-02-25,1,1,1,1,1,1,1,1,1,1,1,1
729,0.00871568503219745,0.00659259959217875,KY,2023-02-26,1,1,1,1,1,1,1,1,1,1,1,1
730,0.261332277319705,0.00585766779706935,KY,2023-02-27,1,1,1,1,1,1,1,1,0,1,1,0
731,2.49423254928628,0.3341919914939665,KY,2023-02-28,1,1,0,1,0,0,1,1,0,0,0,0
732,0.05222527689853,0.00462347240025523,KY,2023-03-01,1,1,1,1,1,1,1,1,0,1,1,0
733,0.848974249858724,0.222503991669718,KY,2023-03-02,1,1,1,1,1,0,1,1,0,1,1,0
734,1.18173678470316,0.3136955441376925,KY,2023-03-03,1,1,0,1,0,1,1,1,0,1,0,1
735,0.0181542515628189,0.00324433165918728,KY,2023-03-04,1,1,1,1,1,1,1,1,1,1,1,1
736,NA,NA,KY,2023-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
737,0.0487770849377846,0.00256555365513372,KY,2023-03-06,1,1,1,1,1,1,1,1,0,0,1,1
738,0.0119246135032159,0.00228301501846476,KY,2023-03-07,1,1,1,1,1,1,1,1,1,1,1,1
739,3.97735825600227,0.4744045729828405,KY,2023-03-08,1,0,0,0,0,1,1,0,0,0,0,1
740,0.00233741218009602,0.00181119649451356,KY,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1
741,0.00219638680380588,0.001615025714956235,KY,2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1
742,0.00800207360053634,0.00144137116377394,KY,2023-03-11,1,1,1,1,1,1,1,1,1,1,1,1
743,3.11891364211087,0.71217509975913,KY,2023-03-12,1,0,0,1,0,0,1,0,0,1,0,0
744,1.15341012572682,0.191957413667759,KY,2023-03-13,1,1,0,0,1,1,1,1,0,0,1,1
745,0.00151641877996837,0.001031164092607635,KY,2023-03-14,1,1,1,1,1,1,1,1,1,1,1,1
746,9.8210061091923e-4,9.2454796242689e-4,KY,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1
747,1.26718671443472,0.4730991855370005,KY,2023-03-16,1,1,0,1,1,0,1,0,1,1,1,0
748,2.21553661571087,0.4829151228959225,KY,2023-03-17,1,1,0,0,0,1,1,1,0,0,0,0
749,0.00844120761968854,6.72531534375345e-4,KY,2023-03-18,1,1,1,1,1,1,1,1,1,1,1,1
750,1.34792809991497,0.953721321336265,KY,2023-03-19,1,1,0,1,1,0,1,1,0,1,1,0
751,6.9089989558395e-4,5.4881451781098e-4,KY,2023-03-20,1,1,1,1,1,1,1,1,1,1,1,1
752,0.00271584608688116,4.97284544902945e-4,KY,2023-03-21,1,1,1,1,1,1,1,1,1,1,1,1
753,0.0087240211385696,4.5158533684351e-4,KY,2023-03-22,1,1,1,1,1,1,1,1,1,1,1,1
754,NA,NA,KY,2023-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
755,1.28729706980398,0.2442266177596775,KY,2023-03-24,1,0,0,1,1,1,1,0,0,1,1,1
756,1.36561886506114,0.966276592259855,KY,2023-03-25,1,1,0,1,1,0,1,1,0,1,1,0
757,1.25360297515048,0.3910702762327915,LA,2023-02-12,1,1,0,1,0,1,1,1,0,1,0,1
758,0.70198944772977,0.3595282452468395,LA,2023-02-13,1,1,1,1,1,1,1,1,0,1,1,0
759,0.383500627490815,0.195922307822721,LA,2023-02-14,1,1,1,1,1,1,1,1,0,1,0,1
760,0.9884911405998,0.298987414477038,LA,2023-02-15,0,1,1,1,1,1,0,1,0,1,1,0
761,1.11722838182182,0.258543013282078,LA,2023-02-16,1,1,0,1,1,0,1,1,0,1,1,0
762,0.601036026527956,0.2615716161327465,LA,2023-02-17,1,1,1,1,1,1,1,1,0,1,1,0
763,NA,NA,LA,2023-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
764,1.68251492781931,0.39383647397775,LA,2023-02-19,1,1,0,1,1,0,1,0,1,1,1,0
765,0.376114661218369,0.1418820974474635,LA,2023-02-20,1,1,1,1,1,1,1,1,0,1,1,0
766,0.919095271332091,0.4040276459884675,LA,2023-02-21,1,1,0,1,1,0,1,1,0,1,1,0
767,0.253363915224706,0.01055088333474505,LA,2023-02-22,1,1,1,1,1,1,1,1,0,1,1,0
768,0.94636931473808,0.1575069128276575,LA,2023-02-23,1,1,1,1,0,1,1,1,1,1,0,0
769,0.0901985515475812,0.0083456208643398,LA,2023-02-24,1,1,1,1,1,1,1,1,0,1,1,0
770,1.2789915244036,0.905809412671625,LA,2023-02-25,1,1,0,0,1,1,1,1,0,0,1,1
771,0.0361016445356028,0.00659259959217875,LA,2023-02-26,1,1,1,1,1,1,1,1,1,1,1,1
772,1.46984870225909,0.257588779607434,LA,2023-02-27,0,1,0,1,1,1,0,1,0,1,1,0
773,0.792170812829949,0.2195845546481205,LA,2023-02-28,1,1,1,1,1,0,1,1,1,1,1,1
774,1.05179423836059,0.189201241731169,LA,2023-03-01,0,1,1,1,1,1,0,1,0,1,1,1
775,0.0432292253360185,0.00410783394800745,LA,2023-03-02,1,1,1,1,1,1,1,1,1,1,1,1
776,0.0407062735206671,0.00365022635558375,LA,2023-03-03,1,1,1,1,1,1,1,1,1,1,1,1
777,1.130423763398,0.447165368044344,LA,2023-03-04,1,1,0,1,1,0,1,1,0,1,1,0
