...1,es_score,brier_score,location,target_date,X24B_50_CI,X24C_50_CI,X24E_50_CI,X24G_50_CI,other_50_CI,X24A_50_CI,X24B_95_CI,X24C_95_CI,X24E_95_CI,X24G_95_CI,other_95_CI,X24A_95_CI
780,2.22649809726785,0.422555560477964,LA,2024-07-16,1,0,1,1,1,0,0,0,1,1,1,0
781,2.06298966105654,0.409051381892014,LA,2024-07-17,1,0,1,0,1,1,0,0,0,0,1,0
782,2.09961494862009,0.4115533017528105,LA,2024-07-18,1,1,1,1,1,0,0,1,0,1,1,0
783,4.21713722082221,0.4306878880948135,LA,2024-07-19,0,0,0,1,1,0,0,0,0,0,1,0
784,1.90885643872597,0.4602990320238965,LA,2024-07-20,1,1,0,1,0,1,1,0,0,0,0,1
785,3.02100694804171,0.4758660039515925,LA,2024-07-21,1,0,0,1,1,0,0,0,0,0,1,0
786,3.13643255339488,0.4684639439763115,LA,2024-07-22,1,0,0,1,1,0,0,0,0,0,1,0
787,3.23896049918498,0.410101494746404,LA,2024-07-23,1,0,0,0,0,1,0,0,0,0,0,0
788,1.46660032240334,0.4138670872389385,LA,2024-07-24,0,1,1,1,1,1,0,0,1,1,1,0
789,0.604326621909291,0.3887417533760165,LA,2024-07-25,1,1,1,1,1,1,1,1,0,0,1,1
790,2.24099178747384,0.4119781935194475,LA,2024-07-26,1,1,0,0,1,1,0,0,0,0,1,0
791,2.38619722793558,0.460284278353514,LA,2024-07-27,0,1,0,1,1,0,0,0,0,0,1,0
792,4.35480897150271,0.463594416959971,LA,2024-07-28,1,1,0,0,1,0,1,0,0,0,1,0
793,4.69628682237292,0.468064590156275,LA,2024-07-29,1,0,0,0,1,0,0,0,0,0,1,0
794,6.53208584061865,0.441828688309328,LA,2024-07-30,1,1,0,0,1,0,1,0,0,0,1,0
795,4.44476429408386,0.4388672592624225,LA,2024-07-31,0,0,0,0,1,0,0,0,1,0,1,0
796,2.54526954565101,0.431385460407671,LA,2024-08-01,0,1,0,1,0,1,0,1,0,0,0,1
797,5.27612261895604,0.4692223474483905,LA,2024-08-02,1,1,0,0,0,0,0,0,0,0,0,0
798,4.5316566475923,0.4643849891339505,LA,2024-08-03,0,0,0,0,1,0,0,0,0,0,1,1
799,NA,NA,MA,2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
800,0.996002616255348,0.4444609281568105,MA,2024-06-24,1,1,0,1,1,1,0,0,0,0,1,0
801,0.547805834007729,0.382350826432107,MA,2024-06-25,1,0,1,1,1,1,0,0,1,1,1,1
802,0.532097895275903,0.3779187600012085,MA,2024-06-26,1,0,1,1,1,1,0,0,1,1,1,1
803,1.53108682243967,0.4158517910902245,MA,2024-06-27,1,1,0,1,1,1,1,0,0,0,1,0
804,0.92626601391639,0.3554251498307195,MA,2024-06-28,1,1,1,1,1,1,0,0,1,1,1,0
805,0.477881133384322,0.3416175167665695,MA,2024-06-29,1,1,1,1,1,1,1,1,1,1,1,1
806,NA,NA,MA,2024-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
807,1.11275777138964,0.37237351679038,MA,2024-07-01,1,1,1,1,1,1,0,0,1,0,1,0
808,1.13015158943383,0.354810011499427,MA,2024-07-02,1,0,1,1,1,1,0,0,1,1,1,1
809,0.563385920621188,0.3639805652247565,MA,2024-07-03,1,1,1,1,1,1,1,0,0,0,1,0
810,NA,NA,MA,2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
811,NA,NA,MA,2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812,NA,NA,MA,2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
813,NA,NA,MA,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
814,0.880735590839878,0.400852094186056,MA,2024-07-08,1,1,1,1,1,1,1,0,1,0,0,0
815,0.484900342015559,0.336810901818396,MA,2024-07-09,1,1,1,1,1,1,1,1,1,1,1,1
816,NA,NA,MA,2024-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
817,0.69660605726611,0.3844855179144815,MA,2024-07-11,1,1,1,1,1,1,1,0,0,1,1,1
818,0.685849889052459,0.383732178385019,MA,2024-07-12,1,1,1,1,1,1,0,1,0,0,1,0
819,0.623166743359453,0.440420600021276,MA,2024-07-13,1,1,1,0,1,1,1,1,0,0,1,1
820,NA,NA,MA,2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
821,0.566649126694692,0.4008235743709465,MA,2024-07-15,0,1,1,1,1,1,0,1,1,1,1,0
822,1.14178824714583,0.379861500808741,MA,2024-07-16,0,1,1,1,1,1,0,0,0,1,1,0
823,NA,NA,MA,2024-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
824,0.636244904232408,0.3741013063138285,MA,2024-07-18,1,1,1,1,1,1,1,0,0,1,1,1
825,0.801607204323326,0.4285129996079195,MA,2024-07-19,1,1,1,1,1,1,1,1,0,0,1,1
826,NA,NA,MA,2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
827,0.596929136111334,0.4253159235648045,MA,2024-07-21,0,1,1,1,1,1,0,0,1,1,1,1
828,0.68800415010246,0.4904469420944475,MA,2024-07-22,1,1,1,1,1,0,1,1,0,1,1,0
829,3.81484959200037,0.469713588198464,MA,2024-07-23,1,0,1,1,1,0,0,1,0,0,1,0
830,1.30695071778748,0.359188402276752,MA,2024-07-24,1,0,1,1,1,1,0,0,0,0,1,1
831,2.85285158422056,0.432768039706592,MA,2024-07-25,0,1,0,0,1,0,0,0,1,0,1,0
832,1.31062570090176,0.359748893998696,MA,2024-07-26,1,0,1,1,1,1,1,0,0,0,1,0
833,NA,NA,MA,2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
834,NA,NA,MA,2024-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
835,0.861402481501871,0.382180147224662,MA,2024-07-29,1,1,1,1,1,1,0,1,1,1,1,0
836,1.22639108734987,0.4244408547936355,MA,2024-07-30,0,1,1,1,1,1,0,0,1,0,1,1
837,1.26136326775765,0.47382907074715,MA,2024-07-31,1,1,1,1,0,1,1,1,0,1,0,0
838,1.15937920024461,0.3715052078772195,MA,2024-08-01,1,0,1,1,1,1,1,0,0,0,1,1
839,1.54584472182458,0.4595218366948655,MA,2024-08-02,1,1,1,1,1,0,1,1,0,0,1,0
840,0.349371716572414,0.2367735891636895,MA,2024-08-03,1,1,1,1,1,1,1,1,0,1,0,1
841,1.52035232133118,0.4664531977493925,MD,2024-06-23,1,1,0,1,1,1,1,0,0,1,1,0
842,1.44583124410347,0.4227441917939635,MD,2024-06-24,1,1,1,1,1,0,0,1,0,0,1,0
843,0.513025253549665,0.3551859794681655,MD,2024-06-25,1,1,1,1,1,1,0,0,1,0,1,0
844,1.65339858279562,0.3849655731403,MD,2024-06-26,0,0,1,1,1,1,1,0,0,0,1,0
845,0.897112024738882,0.3532453212045195,MD,2024-06-27,1,1,1,1,1,1,0,0,1,0,1,0
846,1.39304420150736,0.368584087585748,MD,2024-06-28,1,1,1,1,1,0,0,1,1,1,1,0
847,0.721315469726794,0.515894542267815,MD,2024-06-29,1,1,0,1,1,1,1,1,0,0,1,1
848,0.751444532991386,0.4056070914128275,MD,2024-06-30,1,1,1,1,1,1,0,1,1,0,1,1
849,0.864477120149176,0.3884000696705995,MD,2024-07-01,1,1,1,1,1,1,0,0,1,0,1,0
850,1.28167703221083,0.362833514200662,MD,2024-07-02,0,1,1,1,1,1,0,0,1,1,1,0
851,0.498027510691799,0.351600496350131,MD,2024-07-03,1,1,1,1,1,1,1,1,1,1,1,1
852,1.41667424143848,0.4394356052736165,MD,2024-07-04,1,1,0,1,1,1,1,1,0,1,1,0
853,1.04742125556507,0.394498917748199,MD,2024-07-05,1,1,1,1,1,1,0,1,0,1,1,0
854,1.71183562272081,0.402546630963869,MD,2024-07-06,1,0,1,1,1,0,1,1,0,0,1,1
855,1.45122526666474,0.374265824296004,MD,2024-07-07,0,1,1,1,1,1,0,1,0,0,1,0
856,2.40025959080666,0.409838391328929,MD,2024-07-08,0,1,1,0,1,1,0,1,0,0,1,1
857,2.37018134802941,0.387829061778267,MD,2024-07-09,1,1,1,0,1,0,0,0,1,0,1,0
858,1.04771914749642,0.387370689628466,MD,2024-07-10,1,1,1,1,1,0,1,1,0,0,1,0
859,3.18942559611639,0.410992395919941,MD,2024-07-11,1,0,1,1,1,0,0,0,0,1,1,0
860,0.897800222900183,0.407865992893001,MD,2024-07-12,1,1,1,1,1,1,0,1,1,1,1,0
861,1.26150832669097,0.416829640132353,MD,2024-07-13,1,1,0,1,1,1,1,1,0,1,1,0
862,1.68715090379986,0.4172072833984765,MD,2024-07-14,0,1,1,1,1,0,0,1,1,1,1,0
863,3.6030667301543,0.398064096646431,MD,2024-07-15,1,1,0,1,1,1,0,0,0,0,1,1
864,2.17711235143452,0.3998806111642115,MD,2024-07-16,1,1,1,0,1,0,0,0,1,0,0,0
865,1.63000089259142,0.4070468581492905,MD,2024-07-17,1,1,1,1,0,0,0,0,1,1,0,0
866,1.88111127995302,0.4083196960094845,MD,2024-07-18,0,0,1,1,1,1,1,0,0,0,1,0
867,1.27944714968229,0.410832803971707,MD,2024-07-19,1,1,0,1,1,0,0,0,0,1,1,0
868,1.56691982188737,0.3991904886184865,MD,2024-07-20,1,1,0,1,1,0,1,0,0,1,1,0
869,1.81977170290557,0.41493770010111,MD,2024-07-21,1,0,1,1,1,1,0,0,0,0,1,0
870,3.54276267621184,0.4080103798393365,MD,2024-07-22,0,1,0,1,1,1,0,0,0,1,1,0
871,4.03112974136354,0.4606866355936865,MD,2024-07-23,1,1,0,0,0,0,0,0,0,0,0,0
872,1.56591303904919,0.4100522614374575,MD,2024-07-24,1,1,1,1,1,0,1,1,0,1,1,0
873,4.43180802030847,0.46227326543783,MD,2024-07-25,1,1,0,0,1,0,0,0,0,1,1,0
874,3.63842487422251,0.4485361213596465,MD,2024-07-26,0,0,1,1,1,0,0,0,0,0,1,0
875,1.80334763866488,0.4308554663524765,MD,2024-07-27,0,1,1,1,1,1,0,0,0,0,1,0
876,3.14549608420271,0.4948557395883975,MD,2024-07-28,0,0,0,1,1,0,0,1,0,1,1,0
877,5.13616744182754,0.424787922922063,MD,2024-07-29,1,0,1,0,1,0,0,0,1,0,1,0
878,5.59989503495652,0.449229511785091,MD,2024-07-30,1,1,0,1,1,0,0,1,0,0,0,0
879,6.87242278684759,0.4681611505788615,MD,2024-07-31,1,1,0,0,1,0,0,1,0,0,1,0
880,3.6410240717599,0.4549242732048255,MD,2024-08-01,1,1,0,1,1,0,0,0,0,0,0,0
881,2.27632393115471,0.43398275940827,MD,2024-08-02,1,1,0,1,1,0,0,0,0,1,0,0
882,3.29706663658722,0.4341450852374935,MD,2024-08-03,0,1,0,0,1,1,0,1,0,0,1,0
883,NA,NA,ME,2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
884,NA,NA,ME,2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
885,NA,NA,ME,2024-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
886,NA,NA,ME,2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
887,NA,NA,ME,2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
888,NA,NA,ME,2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
889,NA,NA,ME,2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
890,NA,NA,ME,2024-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
891,NA,NA,ME,2024-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
892,NA,NA,ME,2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
893,NA,NA,ME,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
894,NA,NA,ME,2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
895,NA,NA,ME,2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
896,NA,NA,ME,2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
897,NA,NA,ME,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
898,NA,NA,ME,2024-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
899,NA,NA,ME,2024-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
900,NA,NA,ME,2024-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901,NA,NA,ME,2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902,NA,NA,ME,2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
903,NA,NA,ME,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
904,NA,NA,ME,2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
905,NA,NA,ME,2024-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
906,NA,NA,ME,2024-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
907,NA,NA,ME,2024-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908,NA,NA,ME,2024-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909,NA,NA,ME,2024-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
910,NA,NA,ME,2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
911,NA,NA,ME,2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
912,NA,NA,ME,2024-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
913,NA,NA,ME,2024-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
914,NA,NA,ME,2024-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915,NA,NA,ME,2024-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916,NA,NA,ME,2024-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
917,NA,NA,ME,2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
918,NA,NA,ME,2024-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
919,NA,NA,ME,2024-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
920,NA,NA,ME,2024-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
921,NA,NA,ME,2024-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
922,NA,NA,ME,2024-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
923,NA,NA,ME,2024-08-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
924,NA,NA,ME,2024-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
925,0.860781470743694,0.3242000932987255,MI,2024-06-23,1,1,1,1,1,0,1,0,1,1,1,0
926,1.4226096035591,0.407006286048252,MI,2024-06-24,1,1,1,1,0,1,0,1,0,0,0,1
927,2.31875020550272,0.383800209217377,MI,2024-06-25,1,0,1,0,1,0,0,0,1,0,1,0
928,2.00363661187717,0.38889634567495,MI,2024-06-26,1,1,0,0,1,1,0,0,0,0,0,1
929,0.889112139182266,0.3835174577412025,MI,2024-06-27,1,1,1,1,1,1,1,0,1,1,1,0
930,1.3669458825007,0.4323389931022295,MI,2024-06-28,1,0,1,1,1,1,1,0,0,0,1,0
931,0.597373394563806,0.3550998041708095,MI,2024-06-29,1,1,1,1,1,1,0,1,1,0,1,1
932,0.748450165159288,0.4056070914128275,MI,2024-06-30,1,1,1,1,1,1,1,0,1,0,1,1
933,3.09079529543462,0.382666857429443,MI,2024-07-01,0,0,1,0,0,1,0,0,1,0,0,0
934,3.37856050874982,0.390333449127338,MI,2024-07-02,1,0,1,0,0,0,0,0,0,1,0,0
935,2.06279641239043,0.4007731330580255,MI,2024-07-03,0,0,1,1,1,1,0,0,0,0,0,0
936,1.66000638096135,0.3683852917321105,MI,2024-07-04,1,1,1,1,1,0,0,1,1,0,1,0
937,1.69600529630612,0.408062280933635,MI,2024-07-05,1,1,1,1,0,0,1,1,0,1,0,0
938,2.06693210527939,0.3980481402500935,MI,2024-07-06,0,1,0,1,0,1,0,1,0,0,0,0
939,1.4139305895415,0.4644875785687955,MI,2024-07-07,1,1,0,1,1,1,1,0,0,1,1,1
940,4.97835138993478,0.377213480992544,MI,2024-07-08,1,0,0,0,1,0,0,0,0,0,1,0
941,3.35242581603127,0.400615100225379,MI,2024-07-09,0,1,1,1,1,0,0,1,0,0,0,0
942,3.69301019085191,0.408040550032496,MI,2024-07-10,1,0,0,0,1,0,0,0,0,0,1,0
943,3.73113428194542,0.4072507567322035,MI,2024-07-11,0,1,1,0,1,0,0,0,1,0,1,0
944,2.69753208350888,0.4014756104016045,MI,2024-07-12,1,1,0,1,1,0,0,1,0,1,0,0
945,3.4189275883316,0.353709799066355,MI,2024-07-13,0,0,1,0,1,0,0,0,0,0,0,0
946,2.07276594574725,0.4157606131469855,MI,2024-07-14,1,0,0,1,1,1,0,0,0,1,1,0
947,1.92241151767197,0.403473997724335,MI,2024-07-15,1,0,1,1,1,1,0,1,0,0,0,0
948,1.65378564481643,0.400197791962838,MI,2024-07-16,0,1,1,1,1,1,0,0,0,0,1,0
949,3.39586849251813,0.412667920649972,MI,2024-07-17,1,0,0,1,0,1,0,0,0,1,0,1
950,4.21336790209602,0.406509814899293,MI,2024-07-18,1,1,0,0,1,1,0,0,0,0,1,1
951,2.93621681830701,0.41388912865599,MI,2024-07-19,1,0,1,1,1,0,1,1,0,1,0,0
952,1.54154347937797,0.4155361324145465,MI,2024-07-20,1,1,1,1,1,0,0,0,0,0,0,0
953,2.98208681801472,0.4240309951174705,MI,2024-07-21,1,1,0,1,1,0,1,0,0,0,1,0
954,4.584174059209,0.4218029374412965,MI,2024-07-22,1,1,0,0,1,0,1,0,0,1,0,0
955,1.49271429601186,0.453253095973531,MI,2024-07-23,1,1,0,0,0,1,0,0,0,0,0,0
956,1.63415041423239,0.4144553357487745,MI,2024-07-24,1,1,1,1,1,0,1,0,0,0,1,0
957,2.15783643074004,0.394321605930981,MI,2024-07-25,1,0,0,1,1,1,0,1,1,0,1,0
958,2.63123265479253,0.3652508079797645,MI,2024-07-26,1,0,1,1,1,1,0,0,0,0,1,0
959,2.01735783735399,0.445385878690824,MI,2024-07-27,1,1,0,1,1,0,1,0,0,0,1,0
960,2.39806305716136,0.509948488849445,MI,2024-07-28,1,1,0,1,1,0,0,1,0,1,1,0
961,2.5200904254359,0.386559951827245,MI,2024-07-29,0,0,1,1,0,1,0,0,0,0,0,0
962,1.55685077817979,0.394161979952847,MI,2024-07-30,1,0,1,1,1,0,0,1,0,1,1,0
963,4.18809162460718,0.3757029628406315,MI,2024-07-31,1,0,0,0,1,0,1,0,1,1,1,0
964,1.42527805092952,0.443602652243667,MI,2024-08-01,1,1,1,1,1,0,1,0,0,1,1,0
965,1.74073200482699,0.3394745553313145,MI,2024-08-02,0,1,0,1,1,1,0,0,0,0,1,0
966,1.02040170168513,0.3596507895008465,MI,2024-08-03,1,1,1,1,1,1,0,1,0,1,1,0
967,2.46318852915978,0.3841136203869,MN,2024-06-23,0,1,1,0,1,1,0,0,0,0,1,0
968,1.77566250699815,0.370590308201571,MN,2024-06-24,1,0,1,1,1,1,0,0,1,0,1,0
969,2.26449316094017,0.358463760502845,MN,2024-06-25,1,1,1,0,1,0,0,1,0,0,1,0
970,2.21269411432827,0.381975614723642,MN,2024-06-26,0,1,1,1,1,1,0,0,0,1,0,0
971,2.91162429228536,0.3908614325604885,MN,2024-06-27,0,1,1,1,1,0,0,0,0,0,1,0
972,2.62543407964584,0.37726082111022,MN,2024-06-28,1,0,1,0,1,0,0,1,0,0,1,0
973,1.89241671901144,0.3638719400887755,MN,2024-06-29,0,1,1,1,1,1,0,0,1,1,1,0
974,1.69898806852334,0.373083813394618,MN,2024-06-30,1,1,1,0,1,0,0,0,0,1,1,1
975,3.09015073255566,0.390039613896524,MN,2024-07-01,0,1,0,0,1,1,0,1,0,0,1,0
976,2.35396619817906,0.4221080808550315,MN,2024-07-02,1,1,0,1,1,1,0,0,0,0,0,0
977,3.19480555207005,0.389103669300181,MN,2024-07-03,0,0,1,0,0,1,0,0,1,0,0,0
978,1.98805067094581,0.3749387422119355,MN,2024-07-04,1,1,1,0,1,0,1,0,0,0,1,0
979,2.39583909649663,0.357545697208035,MN,2024-07-05,1,0,1,1,1,1,0,1,0,0,1,0
980,2.75081640117784,0.370179639766028,MN,2024-07-06,1,0,1,0,1,1,1,0,1,0,1,0
981,2.46576659140807,0.3985524509638925,MN,2024-07-07,0,0,1,1,1,1,0,0,0,0,1,1
982,1.88734428670974,0.3953418972752105,MN,2024-07-08,0,1,1,1,1,1,0,0,1,0,1,1
983,2.47929905479247,0.388455178105929,MN,2024-07-09,0,1,1,1,1,1,0,1,0,0,1,0
984,2.96577839894885,0.404992503411756,MN,2024-07-10,1,1,1,0,0,0,0,0,1,0,0,0
985,2.54610282223747,0.4023442399943405,MN,2024-07-11,0,1,0,1,1,1,0,0,0,1,1,0
986,2.0208366940556,0.407663049663503,MN,2024-07-12,1,1,1,1,1,0,1,0,1,0,1,0
987,1.81810186362705,0.4044347950059535,MN,2024-07-13,1,1,0,1,1,1,0,0,0,0,1,0
988,1.5529679429729,0.3939840827925895,MN,2024-07-14,1,1,1,1,1,1,0,0,0,1,1,0
989,4.34962895484995,0.4121230170349235,MN,2024-07-15,0,0,1,1,1,0,0,0,0,0,1,0
990,1.85810325084054,0.399803328348015,MN,2024-07-16,1,1,1,1,1,0,0,0,0,1,1,0
991,3.97906685660159,0.416609317612199,MN,2024-07-17,1,0,1,1,1,0,0,0,0,1,0,0
992,6.14440837839055,0.410068675139294,MN,2024-07-18,0,0,0,0,1,0,0,0,0,0,0,0
993,4.74329974431586,0.4208168605052935,MN,2024-07-19,0,0,0,1,1,0,0,0,0,0,1,0
994,2.2041003738279,0.387324136621809,MN,2024-07-20,0,1,1,1,1,1,0,0,0,0,1,1
995,2.43750960490473,0.403655761799189,MN,2024-07-21,1,1,1,0,0,1,0,0,0,0,0,0
996,4.25383522838572,0.3996914203044225,MN,2024-07-22,1,0,0,0,1,1,0,0,0,0,1,1
997,1.29998952396264,0.388875463989618,MN,2024-07-23,1,1,1,1,1,1,1,0,1,0,0,1
998,1.88168539847997,0.3699210828661505,MN,2024-07-24,1,1,0,1,1,1,0,0,0,0,1,0
999,3.54531008556008,0.436198546378392,MN,2024-07-25,1,1,0,1,0,0,0,0,0,1,0,1
1000,4.56333049649822,0.383163311417923,MN,2024-07-26,0,0,0,1,1,0,0,0,0,0,1,0
1001,6.69526381289924,0.464438672510979,MN,2024-07-27,0,0,0,1,1,0,1,0,0,0,1,0
1002,2.06754884532066,0.4222363334542005,MN,2024-07-28,1,1,0,1,1,0,0,1,0,0,1,1
1003,4.61538854821627,0.434260290489357,MN,2024-07-29,1,1,0,1,0,0,0,1,0,0,0,0
1004,6.40855087062601,0.411086037378068,MN,2024-07-30,1,0,1,0,1,0,0,1,0,1,1,0
1005,1.81386802584495,0.3856197596287595,MN,2024-07-31,1,1,1,1,1,0,0,0,0,0,1,0
1006,4.99723326497894,0.451259239698688,MN,2024-08-01,0,0,0,1,0,0,0,0,0,0,0,0
1007,2.81374086374658,0.41436239917023,MN,2024-08-02,0,0,0,0,1,0,0,0,0,0,1,0
1008,1.95887369685296,0.3767751302640665,MN,2024-08-03,0,0,1,1,1,1,0,0,1,0,1,1
1009,NA,NA,MO,2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1010,NA,NA,MO,2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1011,NA,NA,MO,2024-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1012,1.43151602282388,0.474811239842597,MO,2024-06-26,1,1,1,0,1,1,1,1,0,0,1,1
1013,0.665738191933097,0.4716512379647585,MO,2024-06-27,1,1,1,0,1,1,1,1,1,1,1,1
1014,NA,NA,MO,2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1015,NA,NA,MO,2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1016,0.519972583776981,0.369143617906825,MO,2024-06-30,0,1,1,1,1,1,1,1,1,1,1,1
1017,0.754678194538459,0.409232941529724,MO,2024-07-01,1,1,1,1,1,1,1,1,1,0,1,0
1018,NA,NA,MO,2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1019,0.520196651789019,0.368333281244765,MO,2024-07-03,1,1,1,1,1,0,1,1,0,1,1,0
1020,NA,NA,MO,2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1021,NA,NA,MO,2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1022,0.482685259307141,0.3432071471011605,MO,2024-07-06,1,1,1,1,1,1,1,1,1,1,1,1
1023,NA,NA,MO,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1024,0.816834642573266,0.429385871148948,MO,2024-07-08,1,1,1,1,1,1,1,0,0,1,0,0
1025,NA,NA,MO,2024-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1026,0.584418946381767,0.414418848439819,MO,2024-07-10,1,1,1,1,1,0,1,0,1,1,1,0
1027,NA,NA,MO,2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1028,NA,NA,MO,2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1029,NA,NA,MO,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1030,NA,NA,MO,2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1031,0.55870414560654,0.4008235743709465,MO,2024-07-15,0,1,1,1,1,1,0,1,0,1,1,1
1032,NA,NA,MO,2024-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1033,0.46133448117767,0.330913114945671,MO,2024-07-17,1,1,1,1,1,1,1,0,0,1,1,1
1034,NA,NA,MO,2024-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1035,NA,NA,MO,2024-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1036,NA,NA,MO,2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1037,NA,NA,MO,2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1038,NA,NA,MO,2024-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1039,0.486859763165059,0.3349669680741805,MO,2024-07-23,1,1,1,1,1,1,1,1,1,1,1,1
1040,0.466448503665789,0.326036757407171,MO,2024-07-24,1,1,1,1,1,1,1,0,0,1,1,1
