...1,es_score,brier_score,location,target_date,X23H_50_CI,X24A_50_CI,recombinant_50_CI,other_50_CI,X23H_95_CI,X24A_95_CI,recombinant_95_CI,other_95_CI
1225,NA,NA,NE,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA
1226,NA,NA,NE,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA
1227,NA,NA,NE,2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA
1228,NA,NA,NE,2024-02-20,NA,NA,NA,NA,NA,NA,NA,NA
1229,NA,NA,NE,2024-02-21,NA,NA,NA,NA,NA,NA,NA,NA
1230,NA,NA,NE,2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA
1231,NA,NA,NE,2024-02-23,NA,NA,NA,NA,NA,NA,NA,NA
1232,NA,NA,NE,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA
1233,NA,NA,NE,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA
1234,NA,NA,NE,2024-02-26,NA,NA,NA,NA,NA,NA,NA,NA
1235,NA,NA,NE,2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA
1236,NA,NA,NE,2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA
1237,NA,NA,NE,2024-02-29,NA,NA,NA,NA,NA,NA,NA,NA
1238,NA,NA,NE,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA
1239,NA,NA,NE,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA
1240,NA,NA,NE,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA
1241,NA,NA,NE,2024-03-04,NA,NA,NA,NA,NA,NA,NA,NA
1242,NA,NA,NE,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA
1243,NA,NA,NE,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA
1244,NA,NA,NE,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA
1245,NA,NA,NE,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA
1246,NA,NA,NE,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA
1247,NA,NA,NE,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA
1248,NA,NA,NE,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA
1249,NA,NA,NE,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA
1250,NA,NA,NE,2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA
1251,NA,NA,NE,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA
1252,NA,NA,NE,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA
1253,NA,NA,NE,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA
1254,NA,NA,NE,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA
1255,NA,NA,NE,2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA
1256,NA,NA,NE,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA
1257,NA,NA,NE,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA
1258,NA,NA,NE,2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA
1259,NA,NA,NE,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA
1260,NA,NA,NE,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA
1261,NA,NA,NH,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA
1262,7.7346168333241e-4,4.65494743656585e-4,NH,2024-02-12,1,1,1,1,1,1,1,1
1263,NA,NA,NH,2024-02-13,NA,NA,NA,NA,NA,NA,NA,NA
1264,NA,NA,NH,2024-02-14,NA,NA,NA,NA,NA,NA,NA,NA
1265,NA,NA,NH,2024-02-15,NA,NA,NA,NA,NA,NA,NA,NA
1266,NA,NA,NH,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA
1267,NA,NA,NH,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA
1268,NA,NA,NH,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA
1269,NA,NA,NH,2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA
1270,NA,NA,NH,2024-02-20,NA,NA,NA,NA,NA,NA,NA,NA
1271,NA,NA,NH,2024-02-21,NA,NA,NA,NA,NA,NA,NA,NA
1272,NA,NA,NH,2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA
1273,NA,NA,NH,2024-02-23,NA,NA,NA,NA,NA,NA,NA,NA
1274,NA,NA,NH,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA
1275,NA,NA,NH,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA
1276,NA,NA,NH,2024-02-26,NA,NA,NA,NA,NA,NA,NA,NA
1277,NA,NA,NH,2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA
1278,NA,NA,NH,2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA
1279,NA,NA,NH,2024-02-29,NA,NA,NA,NA,NA,NA,NA,NA
1280,NA,NA,NH,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA
1281,NA,NA,NH,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA
1282,NA,NA,NH,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA
1283,NA,NA,NH,2024-03-04,NA,NA,NA,NA,NA,NA,NA,NA
1284,NA,NA,NH,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA
1285,NA,NA,NH,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA
1286,NA,NA,NH,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA
1287,NA,NA,NH,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA
1288,NA,NA,NH,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA
1289,NA,NA,NH,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA
1290,NA,NA,NH,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA
1291,NA,NA,NH,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA
1292,NA,NA,NH,2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA
1293,NA,NA,NH,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA
1294,NA,NA,NH,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA
1295,NA,NA,NH,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA
1296,NA,NA,NH,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA
1297,NA,NA,NH,2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA
1298,9.67322077575269e-6,4.63044106741524e-6,NH,2024-03-19,1,1,1,1,1,1,1,1
1299,2.09303606849226e-6,4.10167626879967e-6,NH,2024-03-20,1,1,1,1,1,1,1,1
1300,NA,NA,NH,2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA
1301,NA,NA,NH,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA
1302,NA,NA,NH,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA
1303,0.0119371445985501,5.3108027915252e-4,NJ,2024-02-11,1,1,1,1,1,1,1,1
1304,0.606430528692709,4.65494743656585e-4,NJ,2024-02-12,1,1,1,1,1,0,1,0
1305,0.024337655260622,4.0801470849131e-4,NJ,2024-02-13,1,1,1,1,1,1,1,1
1306,0.639691223545549,0.0441295964896999,NJ,2024-02-14,1,1,1,1,1,0,0,1
1307,2.16451262714856,0.0852331574057295,NJ,2024-02-15,1,0,0,1,1,0,0,0
1308,0.123399371761,2.74842061182865e-4,NJ,2024-02-16,1,1,1,1,1,1,1,1
1309,0.0421430029562754,2.40965144533435e-4,NJ,2024-02-17,1,1,1,1,1,1,1,1
1310,1.19636264510273,0.1091516937926015,NJ,2024-02-18,1,0,0,1,1,0,0,1
1311,1.00876953115376,0.0750690514055265,NJ,2024-02-19,1,0,1,0,1,1,1,1
1312,0.0439720375067096,1.62510003519615e-4,NJ,2024-02-20,1,1,1,1,1,1,1,1
1313,0.0800274611874179,1.4255540542406e-4,NJ,2024-02-21,1,1,1,1,1,1,1,1
1314,0.741338150425469,0.03273493903248475,NJ,2024-02-22,1,1,1,0,1,0,1,0
1315,0.0542620360958405,1.09755072160705e-4,NJ,2024-02-23,1,1,1,1,1,1,1,1
1316,0.00370047735879751,9.633300086748e-5,NJ,2024-02-24,1,1,1,1,1,1,1,1
1317,0.00167648388821003,8.4570869489615e-5,NJ,2024-02-25,1,1,1,1,1,1,1,1
1318,0.0373241209035262,7.426222194733e-5,NJ,2024-02-26,1,1,1,1,1,1,1,1
1319,0.0536033585560741,6.5226279924735e-5,NJ,2024-02-27,1,1,1,1,1,1,1,1
1320,1.13686092912961,0.0657529586884725,NJ,2024-02-28,1,0,1,0,1,1,0,0
1321,0.0099345325169781,5.0359137254195e-5,NJ,2024-02-29,1,1,1,1,1,1,1,1
1322,0.00215808801834214,4.42680985551063e-5,NJ,2024-03-01,1,1,1,1,1,1,1,1
1323,5.0118950409833e-4,3.89254967835755e-5,NJ,2024-03-02,1,1,1,1,1,1,1,1
1324,5.84211621413866e-5,3.423841823418245e-5,NJ,2024-03-03,1,1,1,1,1,1,1,1
1325,0.0154585604002067,3.012554248224215e-5,NJ,2024-03-04,1,1,1,1,1,1,1,1
1326,0.00320323328165395,2.651569624122625e-5,NJ,2024-03-05,1,1,1,1,1,1,1,1
1327,1.2094343235725,0.0583070797359025,NJ,2024-03-06,1,0,1,0,1,0,1,0
1328,1.22799802496874,0.0619834573341975,NJ,2024-03-07,1,0,1,0,1,0,1,0
1329,0.00134510425535547,1.81192855982136e-5,NJ,2024-03-08,1,1,1,1,1,1,1,1
1330,8.3125145981817e-4,1.597159657189515e-5,NJ,2024-03-09,1,1,1,1,1,1,1,1
1331,1.8312651427407e-4,1.408405326096365e-5,NJ,2024-03-10,1,1,1,1,1,1,1,1
1332,1.38273224298164,0.248667309826097,NJ,2024-03-11,1,0,0,1,1,0,0,1
1333,1.27703484658253e-5,1.096531770177355e-5,NJ,2024-03-12,1,1,1,1,1,1,1,1
1334,2.39362587128267,0.284207263311679,NJ,2024-03-13,1,0,0,0,1,0,0,0
1335,4.44816220102982e-5,8.55180993031045e-6,NJ,2024-03-14,1,1,1,1,1,1,1,1
1336,6.13202999414138e-5,7.5572883945247e-6,NJ,2024-03-15,1,1,1,1,1,1,1,1
1337,5.28688741387364e-5,6.6814773810868e-6,NJ,2024-03-16,1,1,1,1,1,1,1,1
1338,6.60437734825454e-6,5.90991907633955e-6,NJ,2024-03-17,1,1,1,1,1,1,1,1
1339,9.75807358659982e-6,5.2299426253028e-6,NJ,2024-03-18,1,1,1,1,1,1,1,1
1340,1.40546255027065,0.498031199088683,NJ,2024-03-19,1,0,1,0,1,0,1,0
1341,3.81979082395949e-5,4.10167626879967e-6,NJ,2024-03-20,1,1,1,1,1,1,1,1
1342,3.1030938826094e-4,3.635108334030065e-6,NJ,2024-03-21,1,1,1,1,1,1,1,1
1343,1.38773187143538,0.166126683504385,NJ,2024-03-22,1,0,1,0,1,0,1,0
1344,1.40744141688208,0.4986190401764495,NJ,2024-03-23,1,0,0,1,1,0,0,1
1345,0.0030305563483263,5.3108027915252e-4,NM,2024-02-11,1,1,1,1,1,1,1,1
1346,0.0375439069511894,4.65494743656585e-4,NM,2024-02-12,1,1,1,1,1,0,1,0
1347,2.06140618066442,0.242155196812673,NM,2024-02-13,1,0,0,0,1,1,0,0
1348,1.94688862167236,0.1765479143837045,NM,2024-02-14,1,0,0,0,1,0,0,1
1349,0.0174823758727654,3.1351025343843e-4,NM,2024-02-15,1,1,1,1,1,1,1,1
1350,0.00351305865859786,2.74842061182865e-4,NM,2024-02-16,1,1,1,1,1,1,1,1
1351,1.27515857995336,0.1960904853791105,NM,2024-02-17,1,0,0,1,1,0,0,1
1352,1.26842851518293,0.1636218972615335,NM,2024-02-18,1,0,0,1,1,0,0,1
1353,1.23610017875125,0.1404147541832595,NM,2024-02-19,1,0,0,1,1,1,0,0
1354,0.00330757836322676,1.62510003519615e-4,NM,2024-02-20,1,1,1,1,1,1,1,1
1355,0.00913206862889912,1.4255540542406e-4,NM,2024-02-21,1,1,1,1,1,0,1,0
1356,1.26178279407397,0.123204644366549,NM,2024-02-22,1,0,0,1,1,0,0,1
1357,8.3171628352254e-4,1.09755072160705e-4,NM,2024-02-23,1,1,1,1,1,1,1,1
1358,0.00305790089802689,9.633300086748e-5,NM,2024-02-24,1,1,1,1,1,1,1,1
1359,0.00188492113982078,8.4570869489615e-5,NM,2024-02-25,1,1,1,1,1,1,1,1
1360,0.00258313383747043,7.426222194733e-5,NM,2024-02-26,1,1,1,1,1,1,1,1
1361,0.0046539682127049,6.5226279924735e-5,NM,2024-02-27,1,1,1,1,1,1,1,1
1362,2.60498664007849,0.179227270002108,NM,2024-02-28,1,0,1,0,1,0,1,0
1363,2.5812225981141e-4,5.0359137254195e-5,NM,2024-02-29,1,1,1,1,1,1,1,1
1364,1.37753968130037,0.3301877948616475,NM,2024-03-01,1,0,0,1,1,0,0,1
1365,2.72092119326565,0.329391374250773,NM,2024-03-02,1,0,1,0,1,0,1,0
1366,8.7745473164969e-4,3.423841823418245e-5,NM,2024-03-03,1,1,1,1,1,1,1,1
1367,0.00112841048733815,3.012554248224215e-5,NM,2024-03-04,1,1,1,1,1,1,1,1
1368,2.9141031629207e-4,2.651569624122625e-5,NM,2024-03-05,1,1,1,1,1,1,1,1
1369,1.34814902835884,0.1418578484992705,NM,2024-03-06,1,0,0,1,1,0,0,1
1370,7.9413295843613e-4,2.05636906690884e-5,NM,2024-03-07,1,1,1,1,1,1,1,1
1371,2.3519785786653e-4,1.81192855982136e-5,NM,2024-03-08,1,1,1,1,1,1,1,1
1372,7.90686801205899e-5,1.597159657189515e-5,NM,2024-03-09,1,1,1,1,1,1,1,1
1373,9.6343879334361e-5,1.408405326096365e-5,NM,2024-03-10,1,1,1,1,1,1,1,1
1374,9.1838825222202e-4,1.24246383517707e-5,NM,2024-03-11,1,1,1,1,1,1,1,1
1375,2.79346652624296,0.3979770366843875,NM,2024-03-12,1,0,0,1,1,0,0,1
1376,1.37519686682792,0.198847574222649,NM,2024-03-13,1,0,1,0,1,0,1,0
1377,1.9483620262713e-4,8.55180993031045e-6,NM,2024-03-14,1,1,1,1,1,0,0,1
1378,2.5216173105798e-4,7.5572883945247e-6,NM,2024-03-15,1,1,1,1,1,1,1,1
1379,1.09601551117446e-5,6.6814773810868e-6,NM,2024-03-16,1,1,1,1,1,1,1,1
1380,3.061595347947e-4,5.90991907633955e-6,NM,2024-03-17,1,1,1,1,1,1,1,1
1381,1.39103111545204,0.2489531859836765,NM,2024-03-18,1,0,1,0,1,0,1,0
1382,5.47017804751661e-5,4.63044106741524e-6,NM,2024-03-19,1,1,1,1,1,1,1,1
1383,1.39173463779926,0.166127594544675,NM,2024-03-20,1,0,0,1,1,0,0,1
1384,7.27330033668226e-5,3.635108334030065e-6,NM,2024-03-21,1,1,1,1,1,1,1,1
1385,1.40268818233561,0.33225014376235,NM,2024-03-22,1,0,1,0,1,0,1,0
1386,3.15228202424399e-5,2.859518262747435e-6,NM,2024-03-23,1,1,1,1,1,1,1,1
1387,NA,NA,NV,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA
1388,0.00243952870257523,4.65494743656585e-4,NV,2024-02-12,1,1,1,1,1,1,1,1
1389,NA,NA,NV,2024-02-13,NA,NA,NA,NA,NA,NA,NA,NA
1390,0.00209583779540348,3.57644872432915e-4,NV,2024-02-14,1,1,1,1,1,1,1,1
1391,NA,NA,NV,2024-02-15,NA,NA,NA,NA,NA,NA,NA,NA
1392,NA,NA,NV,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA
1393,NA,NA,NV,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA
1394,0.00253498031613807,2.112868547379e-4,NV,2024-02-18,1,1,1,1,1,1,1,1
1395,2.0906319106315e-4,1.8528717798681e-4,NV,2024-02-19,1,1,1,1,1,1,1,1
1396,2.3169060815996e-4,1.62510003519615e-4,NV,2024-02-20,1,1,1,1,1,1,1,1
1397,6.7204842869832e-4,1.4255540542406e-4,NV,2024-02-21,1,1,1,1,1,1,1,1
1398,NA,NA,NV,2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA
1399,6.1994339858637e-4,1.09755072160705e-4,NV,2024-02-23,1,1,1,1,1,1,1,1
1400,1.3201683583029e-4,9.633300086748e-5,NV,2024-02-24,1,1,1,1,1,1,1,1
1401,1.0844189577112e-4,8.4570869489615e-5,NV,2024-02-25,1,1,1,1,1,1,1,1
1402,NA,NA,NV,2024-02-26,NA,NA,NA,NA,NA,NA,NA,NA
1403,NA,NA,NV,2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA
1404,1.0087585322965e-4,5.730477005222e-5,NV,2024-02-28,1,1,1,1,1,1,1,1
1405,1.39831577960666,0.989903444402645,NV,2024-02-29,1,0,0,1,1,0,0,1
1406,2.8134505807641e-4,4.42680985551063e-5,NV,2024-03-01,1,1,1,1,1,1,1,1
1407,NA,NA,NV,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA
1408,NA,NA,NV,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA
1409,4.16203050606079e-5,3.012554248224215e-5,NV,2024-03-04,1,1,1,1,1,1,1,1
1410,NA,NA,NV,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA
1411,1.2452150395535e-4,2.33465864453104e-5,NV,2024-03-06,1,1,1,1,1,1,1,1
1412,NA,NA,NV,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA
1413,3.72928115654515e-5,1.81192855982136e-5,NV,2024-03-08,1,1,1,1,1,1,1,1
1414,NA,NA,NV,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA
1415,NA,NA,NV,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA
1416,NA,NA,NV,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA
1417,NA,NA,NV,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA
1418,NA,NA,NV,2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA
1419,NA,NA,NV,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA
1420,NA,NA,NV,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA
1421,NA,NA,NV,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA
1422,NA,NA,NV,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA
1423,NA,NA,NV,2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA
1424,NA,NA,NV,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA
1425,NA,NA,NV,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA
1426,NA,NA,NV,2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA
1427,1.62493138119524e-5,3.22324642034166e-6,NV,2024-03-22,1,1,1,1,1,1,1,1
1428,NA,NA,NV,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA
1429,1.09703553683904,5.3108027915252e-4,NY,2024-02-11,1,0,1,1,1,0,1,0
1430,0.718100237378374,0.02493399266843175,NY,2024-02-12,1,1,1,1,1,0,1,0
1431,1.01861829316134,4.0801470849131e-4,NY,2024-02-13,1,0,1,1,1,0,1,0
1432,1.21272559853621,3.57644872432915e-4,NY,2024-02-14,1,0,1,1,1,0,1,0
1433,0.597590126441629,3.1351025343843e-4,NY,2024-02-15,1,1,1,1,1,1,1,1
1434,1.52947967686149,0.0723327600580345,NY,2024-02-16,1,0,0,1,1,0,0,1
1435,0.967435731118309,0.04475221974330095,NY,2024-02-17,1,1,0,1,1,1,0,0
1436,1.59324543122559,0.069929957187912,NY,2024-02-18,1,0,0,1,1,0,0,0
1437,3.00989118338819,0.0492656006298323,NY,2024-02-19,1,0,0,1,1,0,0,1
1438,1.19184958357605,0.03710364035917225,NY,2024-02-20,1,0,0,1,1,0,0,1
1439,1.93563739162436,0.03322319950690685,NY,2024-02-21,1,0,0,1,1,0,0,1
1440,2.30360637547882,0.04411864194357245,NY,2024-02-22,1,0,0,1,1,0,0,1
1441,0.640250977185427,0.0246021213617036,NY,2024-02-23,1,1,1,1,1,0,1,0
1442,1.04127877272096,0.0395509098209546,NY,2024-02-24,1,0,0,1,1,0,0,1
1443,0.0693159304204135,8.4570869489615e-5,NY,2024-02-25,1,1,1,1,1,0,1,0
1444,3.97306716510068,0.063736185345826,NY,2024-02-26,1,0,0,1,1,0,0,1
1445,1.32282718084749,0.02825124872331575,NY,2024-02-27,1,0,0,1,1,0,0,1
1446,2.93466003091136,0.0705360783508915,NY,2024-02-28,1,0,0,0,1,0,0,0
1447,0.0283064256236877,5.0359137254195e-5,NY,2024-02-29,1,1,1,1,1,1,1,1
1448,1.07146157811165,0.04491887530636325,NY,2024-03-01,1,0,1,0,1,0,1,0
1449,0.00369557455135111,3.89254967835755e-5,NY,2024-03-02,1,1,1,1,1,1,1,1
1450,0.00639084625447586,3.423841823418245e-5,NY,2024-03-03,1,1,1,1,1,1,1,1
1451,3.18275629513556,0.078215160220858,NY,2024-03-04,1,0,0,0,1,0,1,0
1452,1.07196100924285,0.0353908048152913,NY,2024-03-05,1,0,1,0,1,0,1,0
1453,0.0267897246211968,2.33465864453104e-5,NY,2024-03-06,1,1,1,1,1,0,1,0
1454,1.12410277720603,0.02761060459395005,NY,2024-03-07,1,0,0,1,1,0,0,1
1455,0.00750858409719656,1.81192855982136e-5,NY,2024-03-08,1,1,1,1,1,1,1,1
1456,0.00665405800773104,1.597159657189515e-5,NY,2024-03-09,1,1,1,1,1,1,1,1
1457,2.9057846120906e-4,1.408405326096365e-5,NY,2024-03-10,1,1,1,1,1,1,1,1
1458,8.8310042143813e-4,1.24246383517707e-5,NY,2024-03-11,1,1,1,1,1,1,1,1
1459,5.0974285500592e-4,1.096531770177355e-5,NY,2024-03-12,1,1,1,1,1,0,1,0
1460,2.27996458882116,0.099478835161284,NY,2024-03-13,1,0,0,0,1,0,0,0
1461,0.00175519387376574,8.55180993031045e-6,NY,2024-03-14,1,1,1,1,1,1,1,1
1462,1.3917581405616e-4,7.5572883945247e-6,NY,2024-03-15,1,1,1,1,1,1,1,1
1463,1.7704539589869e-4,6.6814773810868e-6,NY,2024-03-16,1,1,1,1,1,1,1,1
1464,2.4453166746394e-4,5.90991907633955e-6,NY,2024-03-17,1,1,1,1,1,1,1,1
1465,1.3524758880277,0.0905317594120985,NY,2024-03-18,1,0,1,0,1,0,1,0
1466,1.34372667943488,0.0711872783149465,NY,2024-03-19,1,0,0,1,1,0,0,1
1467,1.31277005985217,0.0498189855581644,NY,2024-03-20,1,0,1,0,1,0,1,0
1468,1.33167004308303,0.062286544091701,NY,2024-03-21,1,0,1,0,1,0,1,0
1469,1.28621173658068,0.03833940638287375,NY,2024-03-22,1,0,1,0,1,0,1,0
1470,3.2804754574413e-4,2.859518262747435e-6,NY,2024-03-23,1,1,1,1,1,1,1,1
1471,0.00266088409329895,5.3108027915252e-4,OH,2024-02-11,1,1,1,1,1,1,1,1
1472,0.00614575869325584,4.65494743656585e-4,OH,2024-02-12,1,1,1,1,1,1,1,1
1473,0.0022688767933431,4.0801470849131e-4,OH,2024-02-13,1,1,1,1,1,1,1,1
1474,0.0066964614480071,3.57644872432915e-4,OH,2024-02-14,1,1,1,1,1,1,1,1
1475,0.00186724261252847,3.1351025343843e-4,OH,2024-02-15,1,1,1,1,1,1,1,1
1476,0.00151887061272545,2.74842061182865e-4,OH,2024-02-16,1,1,1,1,1,1,1,1
1477,NA,NA,OH,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA
1478,NA,NA,OH,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA
1479,1.27054545545094,0.2435575209174905,OH,2024-02-19,1,0,1,0,1,0,1,0
1480,8.3696324679882e-4,1.62510003519615e-4,OH,2024-02-20,1,1,1,1,1,1,1,1
1481,0.00186245145729273,1.4255540542406e-4,OH,2024-02-21,1,1,1,1,1,1,1,1
1482,0.00630635114424449,1.2507282762053e-4,OH,2024-02-22,1,1,1,1,1,1,1,1
1483,1.07186223424643,0.04490645188639315,OH,2024-02-23,1,0,0,1,1,1,0,0
1484,5.7739458191406e-4,9.633300086748e-5,OH,2024-02-24,1,1,1,1,1,1,1,1
1485,1.0347800617578e-4,8.4570869489615e-5,OH,2024-02-25,1,1,1,1,1,1,1,1
1486,0.00172363160247854,7.426222194733e-5,OH,2024-02-26,1,1,1,1,1,1,1,1
1487,8.9500076558356e-4,6.5226279924735e-5,OH,2024-02-27,1,1,1,1,1,1,1,1
1488,0.00146872638790415,5.730477005222e-5,OH,2024-02-28,1,1,1,1,1,1,1,1
1489,7.22238864959458e-5,5.0359137254195e-5,OH,2024-02-29,1,1,1,1,1,1,1,1
1490,2.0151129058304e-4,4.42680985551063e-5,OH,2024-03-01,1,1,1,1,1,1,1,1
1491,2.997425650923e-4,3.89254967835755e-5,OH,2024-03-02,1,1,1,1,1,1,1,1
1492,4.46750063524994e-5,3.423841823418245e-5,OH,2024-03-03,1,1,1,1,1,1,1,1
1493,3.59917350909386e-5,3.012554248224215e-5,OH,2024-03-04,1,1,1,1,1,1,1,1
1494,1.38427218638417,0.495126563362942,OH,2024-03-05,1,0,1,0,1,0,1,0
1495,6.1935277932374e-4,2.33465864453104e-5,OH,2024-03-06,1,1,1,1,1,1,1,1
1496,1.40392890637289,0.993262036208785,OH,2024-03-07,1,0,0,1,1,0,0,1
1497,4.7007871580975e-4,1.81192855982136e-5,OH,2024-03-08,1,1,1,1,1,1,1,1
1498,NA,NA,OH,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA
1499,2.32213866543157e-5,1.408405326096365e-5,OH,2024-03-10,1,1,1,1,1,1,1,1
1500,1.3930274694116,0.3315522715553455,OH,2024-03-11,1,0,0,1,1,0,0,1
1501,5.2552175871903e-5,1.096531770177355e-5,OH,2024-03-12,1,1,1,1,1,1,1,1
1502,1.305966030031e-4,9.68154184048435e-6,OH,2024-03-13,1,1,1,1,1,1,1,1
1503,1.38402169360874,0.2486470609731195,OH,2024-03-14,1,0,1,0,1,0,1,0
1504,2.58942502756676e-5,7.5572883945247e-6,OH,2024-03-15,1,1,1,1,1,1,1,1
1505,1.47785317157452e-5,6.6814773810868e-6,OH,2024-03-16,1,1,1,1,1,1,1,1
1506,6.16597114248352e-6,5.90991907633955e-6,OH,2024-03-17,1,1,1,1,1,1,1,1
1507,5.74029283764571e-5,5.2299426253028e-6,OH,2024-03-18,1,1,1,1,1,1,1,1
1508,6.49124026326584e-6,4.63044106741524e-6,OH,2024-03-19,1,1,1,1,1,1,1,1
1509,4.31335135607901e-5,4.10167626879967e-6,OH,2024-03-20,1,1,1,1,1,1,1,1
1510,9.29138311390413e-6,3.635108334030065e-6,OH,2024-03-21,1,1,1,1,1,1,1,1
1511,3.35168614475079e-6,3.22324642034166e-6,OH,2024-03-22,1,1,1,1,1,1,1,1
1512,NA,NA,OH,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA
1513,7.8659972745553e-4,5.3108027915252e-4,OK,2024-02-11,1,1,1,1,1,1,1,1
1514,0.00243794057033529,4.65494743656585e-4,OK,2024-02-12,1,1,1,1,1,1,1,1
1515,1.35906071836627,0.96083546973397,OK,2024-02-13,1,0,1,0,1,0,1,0
1516,1.2661219080573,0.321351956732391,OK,2024-02-14,1,0,1,0,1,0,1,0
1517,5.3803755106478e-4,3.1351025343843e-4,OK,2024-02-15,1,1,1,1,1,1,1,1
1518,3.6971785236813e-4,2.74842061182865e-4,OK,2024-02-16,1,1,1,1,1,1,1,1
1519,NA,NA,OK,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA
1520,NA,NA,OK,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA
1521,NA,NA,OK,2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA
