...1,es_score,brier_score,location,target_date,X23E_50_CI,X23F_50_CI,X24B_50_CI,recombinant_50_CI,other_50_CI,X24A_50_CI,X23E_95_CI,X23F_95_CI,X24B_95_CI,recombinant_95_CI,other_95_CI,X24A_95_CI
506,1.14546266344825,0.1218962157919075,IA,2024-02-19,1,1,1,1,0,0,1,1,1,1,0,0
507,0.0146451764527197,2.93987091490445e-4,IA,2024-02-20,1,1,1,1,1,1,1,1,1,1,1,1
508,0.018104116248235,2.76186820862695e-4,IA,2024-02-21,1,1,1,1,1,1,1,1,1,1,1,1
509,1.1750796400401,0.12216754030241,IA,2024-02-22,1,1,1,0,1,0,1,1,1,0,1,0
510,0.013250972306713,2.48445286256855e-4,IA,2024-02-23,1,1,1,1,1,1,1,1,1,1,1,1
511,3.4117902288466e-4,2.38062182972435e-4,IA,2024-02-24,1,1,1,1,1,1,1,1,1,1,1,1
512,1.31829139383246,0.326144567807803,IA,2024-02-25,1,1,1,1,0,0,1,1,1,1,0,0
513,0.00795604715896991,2.23422649482945e-4,IA,2024-02-26,1,1,1,1,1,1,1,1,1,1,1,1
514,2.56983359229751,0.2453316298030645,IA,2024-02-27,0,1,1,1,1,0,0,1,1,1,1,0
515,1.32436044772539,0.3266057213094875,IA,2024-02-28,1,1,1,1,0,0,1,1,1,1,0,0
516,1.26567757740441,0.195922673231166,IA,2024-02-29,1,1,1,0,1,0,1,1,1,0,1,0
517,0.00118511096848504,2.1570305719643e-4,IA,2024-03-01,1,1,1,1,1,1,1,1,1,1,1,1
518,3.4177299245074e-4,2.17938920725725e-4,IA,2024-03-02,1,1,1,1,1,1,1,1,1,1,1,1
519,0.00855646901877544,2.2181870211916e-4,IA,2024-03-03,1,1,1,1,1,1,1,1,1,1,1,1
520,1.17997782947387,0.109007364761913,IA,2024-03-04,1,1,1,0,1,0,1,1,1,0,1,0
521,0.0150119524040778,2.3463190663892e-4,IA,2024-03-05,1,1,1,1,1,1,1,0,1,1,1,0
522,0.0159477634867763,2.4367730962635e-4,IA,2024-03-06,1,1,1,1,1,1,1,1,1,1,1,1
523,0.00588312691024892,2.5459099443805e-4,IA,2024-03-07,1,1,1,1,1,1,1,1,1,1,1,1
524,0.00160830352322217,2.6748133427562e-4,IA,2024-03-08,1,1,1,1,1,1,1,1,1,1,1,1
525,0.00165578909457022,2.82478891743525e-4,IA,2024-03-09,1,1,1,1,1,1,1,1,1,1,1,1
526,0.00171044773761225,2.9973749191827e-4,IA,2024-03-10,1,1,1,1,1,1,1,1,1,1,1,1
527,1.32568317339627,0.326579087588583,IA,2024-03-11,1,1,1,1,0,0,1,1,1,1,0,0
528,0.00821684214930288,3.4177764789877e-4,IA,2024-03-12,1,1,1,1,1,1,1,1,1,1,1,1
529,0.00994753528261241,3.6699640508012e-4,IA,2024-03-13,1,1,1,1,1,1,1,1,1,1,1,1
530,0.00553839482813769,3.95354594115795e-4,IA,2024-03-14,1,1,1,1,1,1,1,1,1,1,1,1
531,NA,NA,IA,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
532,8.177265679024e-4,4.6270602819175e-4,IA,2024-03-16,1,1,1,1,1,1,1,1,1,1,1,1
533,8.8549568194886e-4,5.02399013912705e-4,IA,2024-03-17,1,1,1,1,1,1,1,1,1,1,1,1
534,0.00390160994535416,5.46637379719575e-4,IA,2024-03-18,1,1,1,1,1,1,1,1,1,1,1,1
535,0.00415414026393354,5.95877534223575e-4,IA,2024-03-19,1,1,1,1,1,1,1,1,1,1,1,1
536,0.00434735422546191,6.506256130537e-4,IA,2024-03-20,1,1,1,1,1,1,1,1,1,1,1,1
537,0.0176089929684973,7.11442061827025e-4,IA,2024-03-21,1,1,1,1,1,1,1,1,1,1,1,1
538,NA,NA,IA,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
539,1.22913799467464,0.4716895492213545,IA,2024-03-23,1,1,0,1,1,0,1,1,0,1,1,0
540,NA,NA,IA,2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
541,0.00192523963665299,0.00102879633958915,IA,2024-03-25,1,1,1,1,1,1,1,1,1,1,1,1
542,0.00769045431784295,0.00113064143429812,IA,2024-03-26,1,1,1,1,1,1,1,1,1,1,1,1
543,0.939046221083074,0.1871513076778745,IA,2024-03-27,1,1,0,1,1,0,1,1,0,1,1,0
544,0.0365891424807713,0.001368105425839755,IA,2024-03-28,1,1,1,1,1,1,1,1,1,1,1,1
545,0.0242332642893231,0.00150605392500938,IA,2024-03-29,1,1,1,1,1,1,1,1,1,1,1,1
546,NA,NA,IA,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
547,NA,NA,ID,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
548,NA,NA,ID,2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
549,NA,NA,ID,2024-02-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550,NA,NA,ID,2024-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
551,NA,NA,ID,2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
552,NA,NA,ID,2024-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
553,NA,NA,ID,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,2.6952082138308e-4,2.2976754164965e-4,ID,2024-02-25,1,1,1,1,1,1,1,1,1,1,1,1
555,NA,NA,ID,2024-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
556,NA,NA,ID,2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
557,NA,NA,ID,2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
558,NA,NA,ID,2024-02-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
559,NA,NA,ID,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
560,NA,NA,ID,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
561,NA,NA,ID,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,NA,NA,ID,2024-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
563,NA,NA,ID,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
564,NA,NA,ID,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565,NA,NA,ID,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,NA,NA,ID,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,NA,NA,ID,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,NA,NA,ID,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,NA,NA,ID,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
570,NA,NA,ID,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571,NA,NA,ID,2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
572,NA,NA,ID,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
573,NA,NA,ID,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
574,NA,NA,ID,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575,NA,NA,ID,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576,NA,NA,ID,2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
577,NA,NA,ID,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
578,NA,NA,ID,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579,NA,NA,ID,2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
580,NA,NA,ID,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
581,NA,NA,ID,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,NA,NA,ID,2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
583,NA,NA,ID,2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
584,NA,NA,ID,2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
585,NA,NA,ID,2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
586,NA,NA,ID,2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587,NA,NA,ID,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
588,NA,NA,ID,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
589,2.09692172470618,0.2432898853615355,IL,2024-02-18,1,1,0,0,1,0,1,0,0,1,1,1
590,0.846306233649077,0.04260866707229645,IL,2024-02-19,1,1,1,0,1,1,1,1,1,0,1,0
591,0.0704709623975886,2.93987091490445e-4,IL,2024-02-20,1,1,1,1,1,1,1,1,1,1,1,1
592,0.943087168193848,0.061107591657921,IL,2024-02-21,1,1,0,1,1,1,1,0,0,1,1,1
593,3.43656675525709,0.1330565863257845,IL,2024-02-22,1,0,1,1,1,0,1,0,1,1,1,0
594,0.0488962215938802,2.48445286256855e-4,IL,2024-02-23,1,1,1,1,1,1,1,1,1,1,1,1
595,1.20471546008576,0.1397426010552965,IL,2024-02-24,1,1,1,0,1,0,1,1,1,0,1,0
596,0.0224549674463313,2.2976754164965e-4,IL,2024-02-25,1,1,1,1,1,1,1,1,1,1,1,1
597,0.180449253723577,2.23422649482945e-4,IL,2024-02-26,1,1,1,1,1,1,1,1,1,1,1,1
598,0.0104173008590563,2.1891673181213e-4,IL,2024-02-27,1,1,1,1,1,1,1,1,1,1,1,1
599,0.00776681096106474,2.1616487127794e-4,IL,2024-02-28,1,1,1,1,1,1,1,1,1,0,1,0
600,1.20356283234304,0.1225323356331635,IL,2024-02-29,1,1,1,0,1,0,1,1,1,0,1,0
601,0.0458161308383402,2.1570305719643e-4,IL,2024-03-01,1,1,1,1,1,1,1,1,1,1,1,1
602,2.8165477370365e-4,2.17938920725725e-4,IL,2024-03-02,1,1,1,1,1,1,1,1,1,1,1,1
603,0.0135729111574554,2.2181870211916e-4,IL,2024-03-03,1,1,1,1,1,1,1,1,1,1,1,1
604,0.055463533301314,2.2736777741726e-4,IL,2024-03-04,1,1,1,1,1,1,1,1,1,1,1,1
605,0.016926336374768,2.3463190663892e-4,IL,2024-03-05,1,1,1,1,1,1,1,1,1,1,1,1
606,1.10411075172645,0.075573478441264,IL,2024-03-06,1,0,1,1,1,0,0,0,0,1,1,0
607,1.17241686256162,0.16178760318193,IL,2024-03-07,1,1,0,1,1,0,1,1,0,1,1,0
608,1.07122582378817,0.0655049752254905,IL,2024-03-08,1,1,1,0,1,1,1,1,1,0,1,0
609,1.13637541593235,0.089219077868247,IL,2024-03-09,1,1,1,0,1,0,1,1,1,0,1,0
610,0.00355352659282898,2.9973749191827e-4,IL,2024-03-10,1,1,1,1,1,1,1,1,1,1,1,1
611,0.025244905433319,3.19435548264525e-4,IL,2024-03-11,1,1,1,1,1,1,1,1,1,1,1,1
612,1.2201806179516,0.14002991327273,IL,2024-03-12,1,0,1,1,1,0,1,0,1,1,1,0
613,0.0267398847538086,3.6699640508012e-4,IL,2024-03-13,1,1,1,1,1,1,1,1,0,1,1,0
614,2.49165998926488,0.320611013744205,IL,2024-03-14,1,1,0,1,1,0,1,1,0,1,1,0
615,1.16009143304172,0.108814522872048,IL,2024-03-15,1,1,1,0,1,0,1,1,1,0,1,0
616,0.0167580831824261,4.6270602819175e-4,IL,2024-03-16,1,1,1,1,1,1,1,1,1,1,1,1
617,0.0272612550059353,5.02399013912705e-4,IL,2024-03-17,1,1,1,1,1,1,1,1,1,1,1,1
618,0.0387262758953771,5.46637379719575e-4,IL,2024-03-18,1,1,1,1,1,1,1,1,1,1,1,1
619,2.01295787753376,0.1951373414204115,IL,2024-03-19,1,0,1,0,1,0,1,0,1,0,1,0
620,0.047455757781775,6.506256130537e-4,IL,2024-03-20,1,1,1,1,1,1,1,1,1,1,1,1
621,0.113989733840547,7.11442061827025e-4,IL,2024-03-21,1,1,1,1,1,1,1,1,1,1,1,1
622,0.0281497572235862,7.78946663485625e-4,IL,2024-03-22,1,1,1,1,1,1,1,1,1,1,1,1
623,0.0234332855748649,8.5382403878655e-4,IL,2024-03-23,1,1,1,1,1,1,1,1,0,1,1,0
624,1.2079307002344,0.1944369082246125,IL,2024-03-24,1,0,1,1,1,0,1,0,1,1,1,0
625,0.00190271121453445,0.00102879633958915,IL,2024-03-25,1,1,1,1,1,1,1,1,1,1,1,1
626,1.96832333682012,0.3174161232994085,IL,2024-03-26,1,1,0,1,0,0,1,1,0,1,0,0
627,0.94885948848773,0.1871513076778745,IL,2024-03-27,1,1,0,1,1,0,1,1,0,1,1,0
628,0.928198994166152,0.1865837951234445,IL,2024-03-28,1,1,0,1,1,0,1,1,0,1,1,0
629,0.0241898642461914,0.00150605392500938,IL,2024-03-29,1,1,1,1,1,1,1,1,1,1,1,1
630,0.0258251581512093,0.00165855872612911,IL,2024-03-30,1,1,1,1,1,1,1,1,1,1,1,1
631,NA,NA,IN,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
632,NA,NA,IN,2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
633,NA,NA,IN,2024-02-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634,3.6119014492024e-4,2.76186820862695e-4,IN,2024-02-21,1,1,1,1,1,1,1,1,1,1,1,1
635,NA,NA,IN,2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
636,NA,NA,IN,2024-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
637,NA,NA,IN,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
638,NA,NA,IN,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
639,3.086521108089e-4,2.23422649482945e-4,IN,2024-02-26,1,1,1,1,1,1,1,1,1,1,1,1
640,NA,NA,IN,2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
641,0.0013503804307813,2.1616487127794e-4,IN,2024-02-28,1,1,1,1,1,1,1,1,1,1,1,1
642,NA,NA,IN,2024-02-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
643,NA,NA,IN,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
644,NA,NA,IN,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
645,NA,NA,IN,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
646,NA,NA,IN,2024-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
647,3.9457972699441e-4,2.3463190663892e-4,IN,2024-03-05,1,1,1,1,1,1,1,1,1,1,1,1
648,NA,NA,IN,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
649,4.4889967003521e-4,2.5459099443805e-4,IN,2024-03-07,1,1,1,1,1,1,1,1,1,1,1,1
650,NA,NA,IN,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
651,NA,NA,IN,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
652,NA,NA,IN,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
653,NA,NA,IN,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
654,NA,NA,IN,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
655,6.430429083492e-4,3.6699640508012e-4,IN,2024-03-13,1,1,1,1,1,1,1,1,1,1,1,1
656,6.2358332967515e-4,3.95354594115795e-4,IN,2024-03-14,1,1,1,1,1,1,1,1,1,1,1,1
657,NA,NA,IN,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
658,NA,NA,IN,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,NA,NA,IN,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
660,NA,NA,IN,2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
661,NA,NA,IN,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
662,NA,NA,IN,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
663,NA,NA,IN,2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
664,NA,NA,IN,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
665,NA,NA,IN,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
666,NA,NA,IN,2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
667,NA,NA,IN,2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
668,NA,NA,IN,2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
669,0.00188254452910818,0.00124337444982048,IN,2024-03-27,1,1,1,1,1,1,1,1,1,1,1,1
670,NA,NA,IN,2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
671,NA,NA,IN,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
672,NA,NA,IN,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
673,NA,NA,KS,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
674,1.38168560392198,0.97614031605838,KS,2024-02-19,0,1,1,1,1,0,0,1,1,1,1,0
675,4.2754504552011e-4,2.93987091490445e-4,KS,2024-02-20,1,1,1,1,1,1,1,1,1,1,1,1
676,NA,NA,KS,2024-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
677,3.7314024957887e-4,2.6108599405356e-4,KS,2024-02-22,1,1,1,1,1,1,1,1,1,1,1,1
678,NA,NA,KS,2024-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
679,NA,NA,KS,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
680,NA,NA,KS,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
681,3.417164240672e-4,2.23422649482945e-4,KS,2024-02-26,1,1,1,1,1,1,1,1,1,1,1,1
682,NA,NA,KS,2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,NA,NA,KS,2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
684,NA,NA,KS,2024-02-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
685,NA,NA,KS,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
686,NA,NA,KS,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
687,NA,NA,KS,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
688,NA,NA,KS,2024-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
689,NA,NA,KS,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
690,NA,NA,KS,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
691,NA,NA,KS,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
692,NA,NA,KS,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
693,NA,NA,KS,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
694,NA,NA,KS,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
695,NA,NA,KS,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
696,NA,NA,KS,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
697,NA,NA,KS,2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
698,NA,NA,KS,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
699,NA,NA,KS,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
700,NA,NA,KS,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
701,NA,NA,KS,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702,NA,NA,KS,2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
703,NA,NA,KS,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
704,NA,NA,KS,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
705,NA,NA,KS,2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
706,NA,NA,KS,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
707,NA,NA,KS,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
708,NA,NA,KS,2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
709,NA,NA,KS,2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
710,NA,NA,KS,2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
711,0.00246853806153335,0.00124337444982048,KS,2024-03-27,1,1,1,1,1,1,1,1,1,1,1,1
712,NA,NA,KS,2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713,NA,NA,KS,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714,NA,NA,KS,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715,5.2571975137118e-4,3.3885183830735e-4,KY,2024-02-18,1,1,1,1,1,1,1,1,1,1,1,1
716,0.00187375490407805,3.1476692725001e-4,KY,2024-02-19,1,1,1,1,1,1,1,1,1,1,1,1
717,1.33490489973988,0.486155818675312,KY,2024-02-20,1,0,1,1,1,0,1,0,1,1,1,0
718,NA,NA,KY,2024-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
719,NA,NA,KY,2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
720,NA,NA,KY,2024-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
721,NA,NA,KY,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
722,NA,NA,KY,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
723,1.37980378064503,0.97714675615659,KY,2024-02-26,1,0,1,1,1,0,1,0,1,1,1,0
724,3.6102043922052e-4,2.1891673181213e-4,KY,2024-02-27,1,1,1,1,1,1,1,1,1,1,1,1
725,3.4491254670339e-4,2.1616487127794e-4,KY,2024-02-28,1,1,1,1,1,1,1,1,1,1,1,1
726,NA,NA,KY,2024-02-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
727,2.892066741982e-4,2.1570305719643e-4,KY,2024-03-01,1,1,1,1,1,1,1,1,1,1,1,1
728,3.6321247016973e-4,2.17938920725725e-4,KY,2024-03-02,1,1,1,1,1,1,1,1,1,1,1,1
729,NA,NA,KY,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
730,3.2406703853604e-4,2.2736777741726e-4,KY,2024-03-04,1,1,1,1,1,1,1,1,1,1,1,1
731,NA,NA,KY,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
732,0.0014882425777052,2.4367730962635e-4,KY,2024-03-06,1,1,1,1,1,1,1,1,1,1,1,1
733,NA,NA,KY,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
734,NA,NA,KY,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
735,NA,NA,KY,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
736,NA,NA,KY,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
737,NA,NA,KY,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
738,5.0494495365083e-4,3.4177764789877e-4,KY,2024-03-12,1,1,1,1,1,1,1,1,1,1,1,1
739,NA,NA,KY,2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
740,NA,NA,KY,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
741,NA,NA,KY,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
742,NA,NA,KY,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
743,NA,NA,KY,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
744,NA,NA,KY,2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745,NA,NA,KY,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746,NA,NA,KY,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747,NA,NA,KY,2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
748,NA,NA,KY,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
749,NA,NA,KY,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
750,NA,NA,KY,2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
751,0.00189808673618597,0.00102879633958915,KY,2024-03-25,1,1,1,1,1,1,1,1,1,1,1,1
752,NA,NA,KY,2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
753,0.00238569343091353,0.00124337444982048,KY,2024-03-27,1,1,1,1,1,1,1,1,1,1,1,1
754,NA,NA,KY,2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
755,NA,NA,KY,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
756,NA,NA,KY,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
757,0.997537065456024,0.069729370295697,LA,2024-02-18,1,1,1,1,0,1,1,1,1,1,0,0
758,0.0455097138228812,3.1476692725001e-4,LA,2024-02-19,1,1,1,1,1,1,1,1,1,1,1,1
759,2.23018449352794,0.1148507565104835,LA,2024-02-20,1,1,1,1,0,0,1,1,0,1,0,1
