...1,es_score,brier_score,location,target_date,X22E_50_CI,X22F_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,other_50_CI,X23A_50_CI,X22E_95_CI,X22F_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,other_95_CI,X23A_95_CI
1192,0.619063971710435,0.2620773252289405,ND,2023-04-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1193,0.152424387437829,0.03455124000114625,ND,2023-04-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1194,0.173411778748645,0.03739863269058185,ND,2023-04-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1195,0.0583744507054092,0.0404793038083819,ND,2023-04-27,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1196,NA,NA,ND,2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1197,NA,NA,ND,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1198,NA,NA,ND,2023-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1199,NA,NA,ND,2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1200,NA,NA,ND,2023-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1201,0.760539329675143,0.0647775611454295,ND,2023-05-03,1,1,1,1,1,1,0,1,1,0,1,1,1,0
1202,0.0961053574009812,0.0699560911173045,ND,2023-05-04,1,1,1,1,1,1,1,1,0,1,1,1,1,0
1203,0.893049022758025,0.62929084054139,ND,2023-05-05,1,1,1,0,1,1,1,1,1,1,0,1,1,0
1204,NA,NA,ND,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1205,NA,NA,ND,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1206,0.376420005338365,0.094524963572433,ND,2023-05-08,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1207,NA,NA,ND,2023-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1208,NA,NA,ND,2023-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1209,NA,NA,ND,2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1210,NA,NA,ND,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1211,NA,NA,ND,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1212,NA,NA,ND,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1213,NA,NA,ND,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1214,NA,NA,ND,2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1215,NA,NA,ND,2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1216,NA,NA,ND,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1217,NA,NA,ND,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1218,NA,NA,ND,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1219,NA,NA,NE,2023-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1220,1.15483772988886,0.81851997946936506,NE,2023-04-10,1,1,1,0,1,1,0,1,1,1,0,1,1,0
1221,NA,NA,NE,2023-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1222,NA,NA,NE,2023-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1223,0.0186173012644364,0.0137173894172288,NE,2023-04-13,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1224,0.0719917092341591,0.0147585882389652,NE,2023-04-14,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1225,NA,NA,NE,2023-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1226,NA,NA,NE,2023-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1227,0.024293897927248,0.01848610613225225,NE,2023-04-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1228,NA,NA,NE,2023-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1229,NA,NA,NE,2023-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1230,NA,NA,NE,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1231,NA,NA,NE,2023-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1232,1.17519319862927,0.828142328896665,NE,2023-04-22,1,1,1,1,1,0,0,1,1,1,0,1,0,1
1233,NA,NA,NE,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1234,NA,NA,NE,2023-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1235,NA,NA,NE,2023-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1236,0.168238246536776,0.03739863269058185,NE,2023-04-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1237,NA,NA,NE,2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1238,NA,NA,NE,2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1239,NA,NA,NE,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1240,NA,NA,NE,2023-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1241,NA,NA,NE,2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1242,NA,NA,NE,2023-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1243,NA,NA,NE,2023-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1244,NA,NA,NE,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1245,NA,NA,NE,2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1246,NA,NA,NE,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1247,0.117552881872473,0.0877718799017005,NE,2023-05-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1248,NA,NA,NE,2023-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1249,0.736671325709082,0.515121979979855,NE,2023-05-09,1,1,0,1,1,1,1,1,1,0,1,1,1,0
1250,NA,NA,NE,2023-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1251,NA,NA,NE,2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1252,NA,NA,NE,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1253,NA,NA,NE,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1254,NA,NA,NE,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1255,NA,NA,NE,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1256,NA,NA,NE,2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1257,NA,NA,NE,2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1258,NA,NA,NE,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1259,NA,NA,NE,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1260,NA,NA,NE,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1261,NA,NA,NH,2023-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1262,NA,NA,NH,2023-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1263,NA,NA,NH,2023-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1264,0.0633647826252778,0.0127641790232874,NH,2023-04-12,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1265,NA,NA,NH,2023-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1266,NA,NA,NH,2023-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1267,0.0237787140695096,0.01589508349905785,NH,2023-04-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1268,0.0240773676890684,0.01713476013097905,NH,2023-04-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1269,0.180436157786742,0.01848610613225225,NH,2023-04-17,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1270,0.0938292769571314,0.01995823715579345,NH,2023-04-18,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1271,NA,NA,NH,2023-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1272,NA,NA,NH,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1273,0.0372382229324005,0.0252003582593767,NH,2023-04-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1274,NA,NA,NH,2023-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1275,NA,NA,NH,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1276,0.152116738537404,0.0319219390989127,NH,2023-04-24,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1277,0.0493591645217791,0.03455124000114625,NH,2023-04-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1278,0.168132255691653,0.03739863269058185,NH,2023-04-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1279,NA,NA,NH,2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1280,NA,NA,NH,2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1281,NA,NA,NH,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1282,NA,NA,NH,2023-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1283,NA,NA,NH,2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1284,0.248405921429889,0.0599505646753295,NH,2023-05-02,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1285,0.938937690776973,0.2387011714306845,NH,2023-05-03,1,0,1,1,1,1,1,1,0,0,0,1,1,0
1286,0.0967980109196095,0.0699560911173045,NH,2023-05-04,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1287,0.88216556044947,0.62929084054139,NH,2023-05-05,1,1,1,0,1,1,1,1,1,0,0,1,1,1
1288,NA,NA,NH,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1289,0.636396921801832,0.350371833834418,NH,2023-05-07,1,1,1,0,1,1,1,1,1,0,1,1,1,0
1290,NA,NA,NH,2023-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1291,1.02341790401031,0.72468574605018,NH,2023-05-09,0,1,1,1,1,1,1,0,1,1,1,1,1,0
1292,NA,NA,NH,2023-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1293,0.165629453747667,0.1174310494558755,NH,2023-05-11,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1294,NA,NA,NH,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1295,NA,NA,NH,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1296,NA,NA,NH,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1297,NA,NA,NH,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1298,NA,NA,NH,2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1299,NA,NA,NH,2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1300,NA,NA,NH,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1301,NA,NA,NH,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1302,NA,NA,NH,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1303,0.693400767665302,0.213730750755375,NJ,2023-04-09,1,1,1,0,1,1,1,1,1,1,0,1,1,0
1304,4.19231692160587,0.2900729851506185,NJ,2023-04-10,1,1,0,1,1,0,0,1,1,0,0,1,0,0
1305,1.32594827442985,0.1873289295623295,NJ,2023-04-11,1,1,0,1,1,1,1,1,1,0,0,1,1,1
1306,2.5871168775091,0.196226621222293,NJ,2023-04-12,1,0,1,0,1,0,0,1,0,0,1,1,0,0
1307,1.31287473613194,0.199289187525371,NJ,2023-04-13,1,1,0,1,1,1,1,1,1,0,0,1,1,0
1308,1.12921625158934,0.1984739639314455,NJ,2023-04-14,1,0,1,1,1,1,1,1,0,1,0,1,1,1
1309,1.78608684059619,0.311389295228061,NJ,2023-04-15,1,1,0,1,1,1,0,1,1,0,0,1,1,0
1310,2.00667215038302,0.246629345722768,NJ,2023-04-16,1,1,1,0,1,1,0,1,1,1,0,1,1,0
1311,1.11261079312594,0.1740378702976395,NJ,2023-04-17,1,1,1,1,0,1,1,1,1,0,1,1,1,0
1312,0.853147583088375,0.181623130953704,NJ,2023-04-18,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1313,4.98022187612298,0.293475400889444,NJ,2023-04-19,1,0,0,1,0,1,0,1,0,0,0,0,1,0
1314,3.03518009060406,0.2653433484025295,NJ,2023-04-20,1,0,0,1,1,1,0,1,0,1,0,0,1,0
1315,2.63898593259779,0.296432183647248,NJ,2023-04-21,1,1,0,1,0,0,0,1,1,0,0,0,0,0
1316,0.623750516567685,0.117342595310793,NJ,2023-04-22,1,1,1,1,1,1,1,1,1,0,0,0,1,0
1317,1.04698852512685,0.186770875637273,NJ,2023-04-23,1,1,0,1,1,1,1,1,1,0,1,1,1,0
1318,2.38579344335892,0.278045255239683,NJ,2023-04-24,1,0,1,1,1,0,0,1,0,1,0,1,0,0
1319,1.59751747200508,0.207614241020587,NJ,2023-04-25,1,1,1,0,1,1,1,1,1,1,0,1,1,0
1320,1.81842696105586,0.281918645114125,NJ,2023-04-26,1,0,1,1,1,1,1,1,0,0,0,1,1,0
1321,1.51651912710003,0.3120342399921425,NJ,2023-04-27,1,1,1,1,1,0,0,1,1,0,1,1,0,0
1322,2.33497011055163,0.408581649856788,NJ,2023-04-28,1,1,1,0,0,1,0,1,1,1,0,0,1,0
1323,0.205406850033472,0.04740409317718475,NJ,2023-04-29,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1324,0.0691059698999099,0.0512812573404325,NJ,2023-04-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1325,2.78716435975199,0.145234882095694,NJ,2023-05-01,1,0,0,0,1,0,0,1,0,1,0,0,0,0
1326,1.34006825917326,0.2938278618824695,NJ,2023-05-02,1,0,1,1,1,0,1,1,0,1,0,0,0,0
1327,2.28240684260219,0.1915073828082775,NJ,2023-05-03,1,1,0,0,1,0,1,1,1,0,1,1,0,1
1328,1.96135238795548,0.1427074743908,NJ,2023-05-04,1,1,1,1,1,1,0,1,1,0,1,0,1,0
1329,2.07506281818375,0.27540850432293,NJ,2023-05-05,1,0,0,1,1,1,1,0,0,0,0,1,1,0
1330,1.1266824881789,0.234309350783586,NJ,2023-05-06,1,0,1,1,1,1,1,1,0,0,0,1,1,0
1331,1.09969579353242,0.283386886628292,NJ,2023-05-07,0,1,1,1,1,1,1,0,1,0,0,1,1,0
1332,2.90645942332872,0.353477151275222,NJ,2023-05-08,1,0,1,1,1,0,0,1,0,0,0,0,0,0
1333,3.88573366961486,0.4678225794278335,NJ,2023-05-09,1,0,1,0,1,0,0,1,0,0,0,1,0,0
1334,4.38730743252994,0.3628031553382955,NJ,2023-05-10,1,0,0,1,1,1,0,1,0,0,0,0,1,0
1335,1.12483271495768,0.275983874372616,NJ,2023-05-11,0,1,1,1,1,1,1,0,1,1,0,0,1,0
1336,1.5634194801541,0.360193262221023,NJ,2023-05-12,1,1,1,0,1,1,1,1,1,0,0,0,1,0
1337,0.560722756744626,0.213619084097546,NJ,2023-05-13,1,1,1,1,1,1,1,1,1,0,0,1,1,0
1338,0.615286094659625,0.4328560041027005,NJ,2023-05-14,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1339,NA,NA,NJ,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1340,0.353234970796189,0.282448638846897,NJ,2023-05-16,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1341,3.26940957587059,0.3323705125597285,NJ,2023-05-17,1,1,1,0,0,1,1,1,1,0,0,0,1,0
1342,1.84991570871223,0.370762824285033,NJ,2023-05-18,1,0,0,1,1,1,1,1,0,0,0,1,1,0
1343,1.06399239781638,0.3383920814964725,NJ,2023-05-19,1,1,1,1,1,1,1,1,1,0,0,0,1,1
1344,2.12633725321964,0.407733856736569,NJ,2023-05-20,1,1,0,0,1,1,1,1,1,0,0,1,1,0
1345,0.898782637196848,0.0103674812729407,NM,2023-04-09,1,1,1,1,1,1,0,1,1,1,0,1,1,0
1346,1.5098165049034,0.01109521325569865,NM,2023-04-10,1,1,1,1,1,1,0,1,1,1,0,1,1,0
1347,0.878593351725055,0.089611952722104,NM,2023-04-11,1,1,1,1,0,1,1,1,1,0,0,0,1,0
1348,2.8095696514015,0.03546393217507605,NM,2023-04-12,1,1,0,1,1,1,0,1,1,0,0,1,1,0
1349,0.685023923916752,0.122243818752171,NM,2023-04-13,1,1,1,1,1,1,1,1,0,0,1,0,1,0
1350,0.974394494459552,0.0606619078722575,NM,2023-04-14,1,1,1,1,1,1,1,1,1,0,0,1,0,0
1351,1.05412233703502,0.1607877179162005,NM,2023-04-15,1,1,1,1,1,0,1,1,1,1,0,1,0,0
1352,1.31934364166047,0.0771934920450295,NM,2023-04-16,1,1,1,1,1,0,1,1,1,1,0,1,0,1
1353,0.955230969072973,0.110877635780452,NM,2023-04-17,0,1,1,1,1,1,1,0,1,0,1,1,1,0
1354,0.841269979945421,0.161870037292625,NM,2023-04-18,1,1,1,1,0,1,1,1,1,0,0,1,1,0
1355,0.58290304141209,0.2064409070929905,NM,2023-04-19,1,1,1,1,1,1,1,1,0,1,0,1,1,1
1356,1.73732302918385,0.02330458607009255,NM,2023-04-20,1,1,1,1,1,1,0,1,1,1,1,1,1,1
1357,2.70977814242315,0.0252003582593767,NM,2023-04-21,1,1,0,0,1,1,0,1,1,0,0,0,1,0
1358,2.8455017606024,0.02726004964838995,NM,2023-04-22,1,1,0,0,1,1,0,1,1,0,0,1,1,0
1359,0.602777448184515,0.1171146944168995,NM,2023-04-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1360,3.75769109175975,0.0319219390989127,NM,2023-04-24,1,1,0,0,1,1,0,1,1,0,0,1,1,0
1361,1.49164263124708,0.1061154580036825,NM,2023-04-25,1,1,1,1,1,1,0,1,1,1,0,1,1,0
1362,1.25750802147812,0.1540594073395135,NM,2023-04-26,1,0,1,1,1,1,1,1,1,0,0,1,1,0
1363,3.1034158686162,0.095229870718293,NM,2023-04-27,1,1,0,1,1,1,0,1,1,0,1,1,1,0
1364,1.65724220746296,0.04380902488732145,NM,2023-04-28,1,1,1,1,1,1,0,1,1,0,0,1,1,0
1365,0.828046695423288,0.04740409317718475,NM,2023-04-29,1,1,1,1,1,1,0,1,1,1,1,1,1,1
1366,0.420222961456763,0.0512812573404325,NM,2023-04-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1367,4.45789852395,0.0830854308825635,NM,2023-05-01,1,1,0,1,1,1,0,1,1,0,1,0,1,0
1368,2.12283858580183,0.103259151832452,NM,2023-05-02,1,1,1,0,1,1,0,1,1,0,0,1,1,0
1369,2.53606311758847,0.1616712937411455,NM,2023-05-03,1,1,0,1,1,1,0,1,1,0,1,1,1,0
1370,1.96588225256996,0.1640468167507195,NM,2023-05-04,1,1,0,1,1,1,0,0,1,0,1,1,1,0
1371,2.6820991203356,0.118102481962712,NM,2023-05-05,1,1,0,1,1,1,0,1,1,0,1,0,1,0
1372,0.340727050057469,0.081436585207086,NM,2023-05-06,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1373,0.365446961258917,0.0877718799017005,NM,2023-05-07,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1374,1.36017952507665,0.1491145490379485,NM,2023-05-08,1,1,1,1,1,1,0,1,1,0,0,0,1,0
1375,2.77330847185756,0.1361614372630085,NM,2023-05-09,1,1,1,0,1,1,0,1,1,0,0,0,1,0
1376,2.11028422800167,0.301807265622471,NM,2023-05-10,1,1,0,0,1,1,1,1,1,1,0,0,1,0
1377,2.15396649451744,0.2235970108822505,NM,2023-05-11,1,0,0,1,1,1,0,1,0,0,1,1,1,0
1378,1.90536749445013,0.2145334537355975,NM,2023-05-12,1,1,1,0,1,1,0,1,1,0,0,1,1,0
1379,0.513183128067217,0.135022079714243,NM,2023-05-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1380,2.44407535483401,0.228420761350542,NM,2023-05-14,1,1,0,1,1,1,0,1,1,0,1,1,1,0
1381,1.47350919698177,0.289171003747088,NM,2023-05-15,1,1,0,0,1,1,1,1,1,1,0,1,1,0
1382,1.63809225484207,0.2898241381166695,NM,2023-05-16,1,1,0,1,1,1,1,1,1,0,0,1,1,0
1383,1.84988173203836,0.282525900426482,NM,2023-05-17,1,1,0,1,1,1,1,1,1,0,1,0,1,0
1384,5.49944116309005,0.2351082622246205,NM,2023-05-18,1,1,0,1,1,1,0,1,1,0,0,0,1,0
1385,3.57182858589157,0.291509258400778,NM,2023-05-19,1,0,0,0,1,1,0,1,0,0,1,1,1,0
1386,1.64073844355543,0.389979411749651,NM,2023-05-20,1,0,0,1,0,1,1,1,0,0,1,0,1,1
1387,0.0543957710975553,0.0103674812729407,NV,2023-04-09,1,1,1,1,1,1,1,1,0,1,1,1,1,0
1388,0.937183190857967,0.1631233726668895,NV,2023-04-10,0,1,1,1,1,1,1,0,1,0,0,1,1,0
1389,0.825893971002466,0.1120304265916735,NV,2023-04-11,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1390,0.0600736742850153,0.0127641790232874,NV,2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1391,3.18379489203223,0.331641486316119,NV,2023-04-13,1,1,1,0,0,0,0,0,1,1,0,0,0,0
1392,0.0208977489143062,0.0147585882389652,NV,2023-04-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1393,0.897812688004863,0.185179375871018,NV,2023-04-15,1,1,1,1,1,0,1,1,1,1,1,1,0,0
1394,1.25825508159658,0.235701032123159,NV,2023-04-16,1,1,1,0,1,1,1,1,1,0,0,1,1,1
1395,0.918995119602512,0.01848610613225225,NV,2023-04-17,1,1,1,1,1,1,0,1,1,1,0,0,1,0
1396,0.586219209727435,0.1294787218042925,NV,2023-04-18,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1397,0.953633154744993,0.169464909442423,NV,2023-04-19,1,1,1,0,1,1,1,1,1,0,0,1,1,1
1398,0.487830350641548,0.02330458607009255,NV,2023-04-20,1,1,1,1,1,1,1,1,1,0,0,1,1,0
1399,1.06444251936011,0.1584727548532175,NV,2023-04-21,1,1,0,1,1,1,1,1,1,0,1,1,1,0
1400,0.778523253747877,0.265885694734183,NV,2023-04-22,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1401,0.584711145111258,0.130601339164568,NV,2023-04-23,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1402,2.324745480777,0.0319219390989127,NV,2023-04-24,1,1,1,0,1,1,0,1,1,0,0,0,1,0
1403,1.87625492084451,0.442509763733931,NV,2023-04-25,1,1,0,1,1,1,0,1,1,0,0,0,1,0
1404,0.893501913030102,0.2293576567537285,NV,2023-04-26,1,1,1,1,1,0,1,1,1,1,1,0,0,1
1405,0.594768761286865,0.2594815714480265,NV,2023-04-27,1,1,1,1,1,1,1,1,1,1,0,0,1,1
1406,0.897694897389591,0.114236966984924,NV,2023-04-28,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1407,0.618230882507568,0.152912034630799,NV,2023-04-29,1,1,1,1,1,1,1,1,1,0,0,1,1,0
1408,1.22766098291863,0.2995155952468565,NV,2023-04-30,1,1,1,0,1,1,1,1,1,0,0,1,1,0
1409,1.3935624263481,0.2311961350232815,NV,2023-05-01,1,0,0,1,1,1,1,1,0,0,0,1,1,1
1410,1.91630896677635,0.342898638907476,NV,2023-05-02,1,1,1,1,0,1,0,1,1,0,0,0,1,0
1411,1.6852338167166,0.1141978111221965,NV,2023-05-03,1,1,1,1,1,1,0,1,1,0,0,1,1,0
1412,1.16607358543056,0.243098126057569,NV,2023-05-04,1,0,1,1,1,1,1,1,0,1,0,1,1,1
1413,0.701474036421099,0.186260929773202,NV,2023-05-05,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1414,NA,NA,NV,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1415,2.38808087078139,0.481671810800777,NV,2023-05-07,1,1,1,0,1,1,0,1,1,1,0,1,1,0
1416,0.475429583117345,0.2037041345034635,NV,2023-05-08,1,1,1,1,1,1,1,1,1,0,0,1,1,0
1417,1.59399667345617,0.209778968721379,NV,2023-05-09,1,1,0,1,1,1,0,1,1,0,1,0,1,0
1418,1.32841569357849,0.246693992040276,NV,2023-05-10,1,1,0,0,1,1,1,1,1,0,0,0,1,0
1419,1.27094618867298,0.1695754404048135,NV,2023-05-11,1,1,1,1,1,1,0,1,1,0,0,0,1,0
1420,0.492855947216928,0.125988346623158,NV,2023-05-12,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1421,0.185683143478899,0.135022079714243,NV,2023-05-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1422,NA,NA,NV,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1423,0.704826871313772,0.289171003747088,NV,2023-05-15,1,1,1,1,1,1,1,1,1,0,0,1,1,0
1424,2.90484336125208,0.51537955323607,NV,2023-05-16,1,0,1,0,1,0,0,1,0,0,0,1,0,0
1425,2.01832297583788,0.176007852134086,NV,2023-05-17,1,1,0,1,1,1,0,1,1,0,1,1,1,0
