...1,es_score,brier_score,location,target_date,X22D_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23C_50_CI,other_50_CI,X22B_50_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,other_95_CI,X22B_95_CI
972,6.17919488780394,0.33531950221834,MN,2022-12-23,1,0,1,1,0,1,0,0,0,0,0,0,0,0
973,1.11546413668949,0.226765223818726,MN,2022-12-24,1,1,1,1,1,0,1,0,0,0,0,1,0,0
974,3.71219345420198,0.369719958975695,MN,2022-12-25,1,0,1,1,0,1,0,0,0,1,0,0,1,0
975,3.11441621015092,0.23268714894387801,MN,2022-12-26,1,1,1,0,1,0,0,0,0,1,0,0,0,1
976,1.89213427294412,0.2693196438818405,MN,2022-12-27,1,1,1,1,1,0,1,0,0,1,0,0,0,0
977,9.9202438125938,0.3793188878888915,MN,2022-12-28,1,0,0,0,1,1,0,1,0,0,0,1,0,0
978,2.44390255315718,0.2243402070806995,MN,2022-12-29,1,1,1,0,1,1,0,0,0,0,0,1,1,0
979,2.27159656738086,0.3077648353040995,MN,2022-12-30,0,0,0,1,1,1,0,1,0,0,0,1,1,1
980,3.94979834568207,0.213042118824489,MN,2022-12-31,0,1,1,0,1,1,0,0,0,0,0,1,1,0
981,6.01986773880889,0.4739879863749345,MN,2023-01-01,1,0,1,1,0,1,0,1,0,0,0,0,1,0
982,7.11278747053937,0.3234395639236815,MN,2023-01-02,0,0,1,0,1,0,0,0,0,0,0,1,0,0
983,4.49353127299466,0.279734647304976,MN,2023-01-03,0,1,1,0,1,0,0,0,1,1,0,0,0,0
984,6.79523355384051,0.333897015838833,MN,2023-01-04,1,0,1,0,1,1,0,1,0,0,0,1,1,0
985,2.42842284745736,0.2895577014913075,MN,2023-01-05,0,1,1,0,1,1,1,0,0,0,0,0,1,0
986,10.1440620572387,0.3772768618468105,MN,2023-01-06,1,0,1,0,0,1,0,0,0,0,0,0,1,0
987,3.09782280004755,0.3374512495009685,MN,2023-01-07,1,0,0,1,1,1,0,0,0,0,0,0,1,0
988,3.16467629992029,0.3599357606217115,MN,2023-01-08,0,0,1,1,1,1,0,0,0,1,0,0,1,0
989,3.84690394205883,0.263452047933032,MN,2023-01-09,1,0,1,0,1,1,0,1,0,0,0,0,1,1
990,7.26654571540645,0.2786684055956985,MN,2023-01-10,0,0,0,0,0,1,0,0,0,0,0,0,1,0
991,3.65565730257213,0.3158678727752245,MN,2023-01-11,1,1,1,0,1,1,0,0,0,0,0,1,1,0
992,1.89072883217788,0.2908735433690985,MN,2023-01-12,1,1,1,1,1,1,0,0,0,0,1,1,1,0
993,1.95298361374241,0.301308311266801,MN,2023-01-13,1,1,1,1,1,1,0,0,0,0,0,1,1,0
994,1.03556339448653,0.298988760716642,MN,2023-01-14,1,1,1,1,1,1,1,1,0,0,0,1,1,0
995,7.61735665801014,0.387730986077747,MN,2023-01-15,1,0,1,0,0,1,0,0,0,0,0,1,1,0
996,3.3796989296686,0.334117947009447,MN,2023-01-16,1,1,1,0,1,0,0,1,0,0,0,0,0,0
997,1.93788826868822,0.2857310789920455,MN,2023-01-17,1,1,1,1,1,1,1,0,0,0,1,0,1,0
998,5.10317547007285,0.282598435946291,MN,2023-01-18,1,0,1,0,1,0,1,1,0,0,0,1,0,0
999,6.55217692911375,0.4023711809699765,MN,2023-01-19,1,1,0,0,1,0,0,1,0,0,0,0,0,0
1000,5.65541119339316,0.3742497162746545,MN,2023-01-20,0,1,1,0,1,1,0,0,0,1,0,1,1,0
1001,3.62998061893337,0.400488965796643,MN,2023-01-21,1,1,1,0,1,1,0,1,0,0,0,1,1,0
1002,10.3899993359852,0.3059043590736105,MN,2023-01-22,1,0,1,0,1,1,0,1,0,0,0,0,1,0
1003,2.11012354005285,0.2950179346084985,MN,2023-01-23,1,1,1,1,1,1,0,0,0,1,0,1,1,0
1004,9.80155032661177,0.327830511632524,MN,2023-01-24,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1005,7.90765118197624,0.36719567338591,MN,2023-01-25,1,0,1,0,1,1,0,0,0,0,0,1,1,0
1006,6.76761798781266,0.301099522312756,MN,2023-01-26,1,0,1,0,1,1,0,0,0,0,0,1,1,0
1007,7.7919400495025,0.3613837914410425,MN,2023-01-27,1,1,0,0,0,1,0,0,0,0,0,0,1,0
1008,2.19605582608692,0.2914961294178645,MN,2023-01-28,0,1,1,0,1,0,1,0,0,1,0,1,0,1
1009,1.30472924070044,0.267068163572179,MO,2022-12-18,0,1,1,1,1,1,1,0,1,1,1,1,1,0
1010,8.47490091547606,0.390272086180928,MO,2022-12-19,1,0,1,0,0,1,0,0,0,0,0,0,1,0
1011,0.976650136016068,0.3678485161093415,MO,2022-12-20,0,1,1,1,1,1,1,0,0,1,1,1,1,1
1012,7.85378041430427,0.3221968940606235,MO,2022-12-21,1,0,1,0,1,1,0,0,0,0,0,1,1,0
1013,1.39126367521196,0.0530481671334365,MO,2022-12-22,1,0,1,1,1,1,1,1,0,1,0,1,1,0
1014,1.01100743697944,0.2045251543427025,MO,2022-12-23,1,1,1,1,1,1,0,1,0,1,0,1,1,1
1015,1.53889762304977,0.70884821710456,MO,2022-12-24,1,0,1,1,0,1,0,1,0,1,1,0,1,0
1016,NA,NA,MO,2022-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1017,4.03394050110092,0.1827320699473125,MO,2022-12-26,1,0,1,0,1,1,0,1,0,0,0,1,1,0
1018,2.1627397702143,0.254122118878062,MO,2022-12-27,1,1,1,1,1,0,0,0,0,0,0,1,0,0
1019,1.64026046455919,0.376610688913267,MO,2022-12-28,1,1,0,1,1,1,0,1,0,0,0,1,1,0
1020,4.33866125723159,0.3096104502288825,MO,2022-12-29,1,1,1,0,1,1,0,1,0,1,0,0,1,0
1021,3.64897916412135,0.194782958962185,MO,2022-12-30,1,0,1,0,1,0,0,0,0,0,0,1,0,0
1022,2.24994032865076,0.1169401776287985,MO,2022-12-31,1,0,1,0,1,1,1,0,0,0,1,1,1,0
1023,NA,NA,MO,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1024,1.92844373907196,0.26820895336633,MO,2023-01-02,1,1,1,1,1,1,0,1,0,0,0,1,1,0
1025,5.95723135144958,0.3305815055807235,MO,2023-01-03,1,0,1,0,1,1,0,0,1,1,0,0,0,0
1026,3.26874909044136,0.376345730295552,MO,2023-01-04,1,0,1,0,1,1,0,1,0,1,0,0,1,0
1027,5.82707455802783,0.387710810356927,MO,2023-01-05,1,0,1,0,1,1,0,0,0,0,0,1,1,0
1028,1.95283784864437,0.365584349827324,MO,2023-01-06,0,0,1,1,0,1,0,1,0,0,0,0,1,0
1029,3.51036394620896,0.4807262824648575,MO,2023-01-07,1,0,1,1,1,0,0,1,0,0,1,1,0,0
1030,2.1857301080435,0.55154546456534,MO,2023-01-08,0,0,1,1,1,1,0,0,0,1,1,1,1,0
1031,1.88716301326811,0.2134824741213795,MO,2023-01-09,0,0,1,0,1,1,1,0,0,0,0,1,1,1
1032,1.59769638527578,0.304733522681595,MO,2023-01-10,0,1,1,0,1,1,1,0,0,1,0,1,1,0
1033,1.97603441578024,0.388341367304281,MO,2023-01-11,1,1,1,1,1,0,0,1,1,0,0,1,0,0
1034,1.22963186654208,0.41337280879958,MO,2023-01-12,1,1,0,1,1,1,0,1,1,0,0,1,1,0
1035,1.09317372790634,0.2123803189119225,MO,2023-01-13,1,0,1,1,1,1,1,0,0,0,1,0,1,1
1036,1.14702064476962,0.2895882307999785,MO,2023-01-14,1,1,1,1,1,1,0,1,0,1,0,1,1,1
1037,1.21322898319428,0.372668511165964,MO,2023-01-15,1,1,0,1,0,1,1,1,0,0,0,1,1,1
1038,1.93700177108777,0.2259583712664345,MO,2023-01-16,1,0,1,0,1,1,1,1,0,1,0,1,1,1
1039,6.01315338730959,0.3060139219716735,MO,2023-01-17,1,0,1,0,1,1,0,1,0,0,0,1,1,0
1040,1.97107411200648,0.379999335285624,MO,2023-01-18,0,1,1,1,0,1,0,0,1,0,0,0,1,1
1041,1.0524814386364,0.4772724819401375,MO,2023-01-19,1,1,1,1,1,1,0,1,1,1,0,1,1,0
1042,1.76014515780365,0.302602280058599,MO,2023-01-20,1,0,1,0,1,1,0,0,0,1,0,1,1,0
1043,1.63831834227234,0.3229458976538435,MO,2023-01-21,1,1,1,1,1,1,0,1,0,1,0,1,1,0
1044,2.96903286813009,0.3683384746986785,MO,2023-01-22,1,0,1,0,1,0,0,1,0,0,0,1,0,0
1045,4.25469808068662,0.3734870996998855,MO,2023-01-23,1,1,1,0,1,0,0,1,0,1,0,1,0,0
1046,2.60812453171013,0.40687409289171,MO,2023-01-24,1,1,1,0,0,1,0,1,0,1,0,0,1,0
1047,0.465269075935961,0.262251581319639,MO,2023-01-25,1,1,1,1,1,1,1,1,0,1,0,1,1,1
1048,0.977247356209083,0.4386594231849825,MO,2023-01-26,1,1,1,1,1,1,0,1,1,1,0,1,1,0
1049,2.92045078724782,0.464371062226981,MO,2023-01-27,0,1,1,0,1,1,0,0,0,0,0,0,1,0
1050,4.69549234574287,0.522594518162605,MO,2023-01-28,1,0,1,0,1,1,0,1,0,1,0,1,1,0
1051,NA,NA,MS,2022-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1052,1.08652629940619,0.3228445622182995,MS,2022-12-19,0,1,0,1,1,1,1,0,1,0,0,1,1,0
1053,0.9739300370489,0.3678485161093415,MS,2022-12-20,0,1,1,1,1,1,1,0,0,1,1,1,1,1
1054,0.0754236154247517,0.053548473257402,MS,2022-12-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1055,NA,NA,MS,2022-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1056,NA,NA,MS,2022-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1057,0.933726910127559,0.66505531095301,MS,2022-12-24,1,1,1,1,1,1,0,1,0,1,1,1,1,0
1058,0.934941903427737,0.65657606114834,MS,2022-12-25,1,1,1,0,1,1,1,1,1,1,0,1,1,0
1059,0.583431665379686,0.2094629820765395,MS,2022-12-26,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1060,1.40875568524614,0.3334904790695865,MS,2022-12-27,1,1,1,1,1,1,0,1,0,1,0,1,1,1
1061,0.780883751588742,0.2248634354573815,MS,2022-12-28,0,1,1,1,1,1,1,0,0,1,1,1,1,1
1062,1.27915701859053,0.4903349621234105,MS,2022-12-29,0,0,1,1,1,1,0,0,0,1,1,1,1,0
1063,0.089319508177739,0.061910846450444,MS,2022-12-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1064,NA,NA,MS,2022-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1065,0.304149965277799,0.068383535843578,MS,2023-01-01,1,1,1,1,1,1,1,1,0,1,1,0,1,1
1066,1.1366159263016,0.4593070542276275,MS,2023-01-02,1,1,1,1,1,0,1,1,0,0,0,1,0,1
1067,1.19638336684495,0.3915568961811305,MS,2023-01-03,0,1,1,1,1,1,0,0,1,1,0,1,1,1
1068,1.85514568015081,0.0821692302903655,MS,2023-01-04,1,0,1,0,1,1,1,0,0,1,0,1,1,0
1069,0.132635808923998,0.0879871152096665,MS,2023-01-05,1,1,1,1,1,1,1,1,0,1,0,1,1,1
1070,0.133904202925898,0.0944751346591445,MS,2023-01-06,1,1,1,1,1,1,1,1,0,1,0,1,1,1
1071,NA,NA,MS,2023-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1072,NA,NA,MS,2023-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1073,0.995041936646656,0.320423755709911,MS,2023-01-09,1,1,1,1,1,0,1,1,1,1,0,1,0,1
1074,1.12340658871821,0.2692553842153545,MS,2023-01-10,1,1,1,0,1,1,0,1,0,1,0,1,1,0
1075,0.194480004395157,0.1381368375693145,MS,2023-01-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1076,0.259886158307459,0.267144970832718,MS,2023-01-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1077,1.07781817740835,0.3413333009103275,MS,2023-01-13,0,1,1,1,1,1,1,0,0,1,0,0,1,1
1078,0.956549281781198,0.4374938822995,MS,2023-01-14,0,1,1,1,1,1,1,0,0,1,1,1,1,1
1079,NA,NA,MS,2023-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1080,0.295214973839479,0.2026846274842755,MS,2023-01-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1081,1.25697268302043,0.379358700906147,MS,2023-01-17,0,1,1,0,1,1,1,0,0,1,0,1,1,1
1082,0.411510341253683,0.246334705474077,MS,2023-01-18,1,1,1,1,1,1,1,1,0,1,0,1,1,1
1083,0.341583062610889,0.251889323327583,MS,2023-01-19,1,1,1,1,1,1,1,1,1,1,0,0,1,1
1084,0.485224343668357,0.257786800413542,MS,2023-01-20,1,1,1,1,1,1,1,1,0,1,0,1,1,1
1085,0.417967607971157,0.2881153923505935,MS,2023-01-21,1,1,1,1,1,1,1,1,0,1,0,1,1,1
1086,0.268522484815455,0.200967327097632,MS,2023-01-22,1,1,1,1,1,1,1,1,0,1,0,1,1,1
1087,0.946452231095435,0.3486092062450025,MS,2023-01-23,1,1,1,1,1,1,0,1,1,1,0,1,1,0
1088,0.677325447187686,0.288481182760327,MS,2023-01-24,1,1,1,1,1,1,1,1,0,1,0,1,1,1
1089,3.83695521597758,0.386849767232903,MS,2023-01-25,1,0,1,0,1,1,0,1,0,1,0,1,1,1
1090,3.66267519046802,0.50451662497897,MS,2023-01-26,1,0,1,0,1,1,0,1,1,1,0,1,1,0
1091,1.21131133593089,0.2819663351338205,MS,2023-01-27,1,0,1,1,0,1,1,1,0,1,1,0,1,1
1092,0.635839906911873,0.4325519535803695,MS,2023-01-28,1,1,1,1,1,1,1,1,0,1,0,1,1,1
1093,NA,NA,MT,2022-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1094,NA,NA,MT,2022-12-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1095,NA,NA,MT,2022-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1096,NA,NA,MT,2022-12-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1097,NA,NA,MT,2022-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1098,NA,NA,MT,2022-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1099,0.0746299446319283,0.053038709716345,MT,2022-12-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1100,NA,NA,MT,2022-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1101,NA,NA,MT,2022-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1102,NA,NA,MT,2022-12-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1103,NA,NA,MT,2022-12-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1104,NA,NA,MT,2022-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1105,NA,NA,MT,2022-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1106,NA,NA,MT,2022-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1107,NA,NA,MT,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1108,NA,NA,MT,2023-01-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1109,NA,NA,MT,2023-01-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1110,NA,NA,MT,2023-01-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1111,0.734371503338713,0.514705083471615,MT,2023-01-05,1,1,1,0,1,1,1,1,1,1,1,1,1,1
1112,NA,NA,MT,2023-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1113,NA,NA,MT,2023-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1114,0.65065486876658,0.4613831939601185,MT,2023-01-08,1,1,1,1,1,1,1,1,0,1,0,1,1,1
1115,NA,NA,MT,2023-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1116,NA,NA,MT,2023-01-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1117,0.210023922641458,0.1381368375693145,MT,2023-01-11,1,1,1,1,1,1,1,1,0,1,0,1,1,1
1118,NA,NA,MT,2023-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1119,NA,NA,MT,2023-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1120,NA,NA,MT,2023-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1121,NA,NA,MT,2023-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1122,NA,NA,MT,2023-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1123,0.309253277903969,0.218183674607012,MT,2023-01-17,1,1,1,1,1,1,1,1,0,1,0,1,1,1
1124,NA,NA,MT,2023-01-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1125,NA,NA,MT,2023-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1126,NA,NA,MT,2023-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1127,NA,NA,MT,2023-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1128,NA,NA,MT,2023-01-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1129,NA,NA,MT,2023-01-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1130,NA,NA,MT,2023-01-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1131,0.539962548908107,0.368337559816164,MT,2023-01-25,1,1,1,1,1,1,1,1,0,1,0,1,1,1
1132,NA,NA,MT,2023-01-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1133,NA,NA,MT,2023-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1134,NA,NA,MT,2023-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1135,9.37070498158953,0.262632586322212,NC,2022-12-18,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1136,7.50940205189458,0.2693200572563675,NC,2022-12-19,0,0,1,0,1,0,0,1,0,0,0,0,0,0
1137,17.8293689392318,0.3402751767262385,NC,2022-12-20,1,0,1,1,0,1,0,1,0,0,1,0,0,0
1138,13.4506261996929,0.317127989305099,NC,2022-12-21,0,0,1,1,0,0,0,1,0,0,0,0,0,0
1139,9.40674310915063,0.2548108011532445,NC,2022-12-22,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1140,9.29622468039063,0.254516597007011,NC,2022-12-23,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1141,2.80091753883993,0.2959093701808845,NC,2022-12-24,1,0,1,1,1,0,0,1,0,0,1,1,1,0
1142,2.05658265103447,0.3718729598731485,NC,2022-12-25,1,0,0,1,1,1,0,1,0,0,0,1,1,1
1143,8.82438692088597,0.2537489299711185,NC,2022-12-26,1,1,1,0,0,1,0,1,0,0,0,0,1,0
1144,21.3072383609675,0.338870626891923,NC,2022-12-27,0,0,1,1,0,1,0,0,0,0,0,0,1,0
1145,13.7358294418225,0.333735212189586,NC,2022-12-28,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1146,14.5207104487195,0.316437121674166,NC,2022-12-29,1,0,1,1,0,1,0,0,0,0,0,0,0,0
1147,24.6448738457858,0.2987573578108315,NC,2022-12-30,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1148,5.46969116497802,0.2835917617397645,NC,2022-12-31,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1149,0.832621829784642,0.194094544815615,NC,2023-01-01,1,1,1,1,1,1,1,0,0,1,0,1,1,0
1150,16.8110579376863,0.3096647588369245,NC,2023-01-02,0,0,1,0,1,1,0,0,0,0,0,0,0,0
1151,18.6039673624818,0.3039138956327045,NC,2023-01-03,1,0,1,0,1,1,0,0,0,0,0,1,1,0
1152,14.0527919085124,0.304017643732402,NC,2023-01-04,0,0,1,0,0,1,0,0,0,1,0,0,0,0
1153,6.5501817987187,0.2797845329905725,NC,2023-01-05,1,1,1,0,0,1,0,0,0,0,0,0,1,0
1154,14.7054812458746,0.2826024883672215,NC,2023-01-06,1,1,1,0,0,0,0,0,0,0,0,1,0,0
1155,5.49352195072935,0.292473088601397,NC,2023-01-07,0,1,1,0,0,1,1,0,0,0,0,0,1,0
1156,3.35423050097066,0.294023777833487,NC,2023-01-08,1,1,1,0,1,1,0,0,0,0,0,0,0,0
1157,12.6614655831774,0.3134031198846035,NC,2023-01-09,0,1,1,0,1,1,0,1,0,1,0,0,1,0
1158,5.66114534878041,0.304317846401073,NC,2023-01-10,1,0,0,0,0,1,0,1,0,0,0,0,1,0
1159,13.7986667573164,0.261451571603756,NC,2023-01-11,1,0,0,0,1,1,0,0,0,0,0,1,0,0
1160,7.73167731411688,0.3400452800446765,NC,2023-01-12,1,1,0,0,1,1,0,0,0,0,0,0,1,0
1161,2.51907966058581,0.311124776788436,NC,2023-01-13,1,1,0,1,1,1,0,1,0,0,0,0,1,0
1162,1.88684301147425,0.265804444449345,NC,2023-01-14,1,1,1,1,1,1,0,1,0,0,0,1,1,0
1163,2.69758353409559,0.3229819524462355,NC,2023-01-15,1,1,1,0,1,0,0,0,0,1,0,0,0,0
1164,4.8689426488411,0.3325588173567845,NC,2023-01-16,1,0,1,1,1,0,0,0,0,0,0,1,0,0
1165,4.02385106635513,0.301193247035662,NC,2023-01-17,1,1,1,0,1,0,0,0,0,0,0,0,0,0
1166,12.6513239490824,0.3713335235539335,NC,2023-01-18,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1167,5.22047498053719,0.342740900166072,NC,2023-01-19,1,0,0,0,1,1,0,1,0,0,0,0,1,0
1168,2.994098986897,0.3029157352411705,NC,2023-01-20,0,1,1,0,0,1,1,0,0,1,0,0,1,0
1169,6.66764931736204,0.3080403069082675,NC,2023-01-21,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1170,2.31971465353563,0.282875560429826,NC,2023-01-22,1,1,1,1,0,1,1,0,0,0,0,0,1,0
1171,6.98050977174438,0.326602026979488,NC,2023-01-23,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1172,4.30718427282513,0.296133908436118,NC,2023-01-24,0,1,1,0,0,1,0,0,0,1,0,1,1,0
1173,4.97645850135759,0.2985705689196035,NC,2023-01-25,1,0,0,1,0,1,0,1,0,0,1,0,1,0
1174,3.7224217092,0.2860604339629225,NC,2023-01-26,1,1,1,0,0,1,1,1,0,0,0,0,1,0
1175,2.84775339482492,0.280187767266691,NC,2023-01-27,0,1,1,0,1,1,0,0,1,0,0,1,1,0
1176,6.33190634398955,0.33289365553851,NC,2023-01-28,1,1,1,0,1,0,0,1,0,0,0,1,0,0
1177,NA,NA,ND,2022-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1178,1.22178280400257,0.478085629111013,ND,2022-12-19,1,0,1,1,1,0,1,1,0,1,1,1,0,1
1179,0.671153236418404,0.054369358236265,ND,2022-12-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1180,NA,NA,ND,2022-12-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1181,0.931639035938381,0.65334471312017,ND,2022-12-22,1,1,1,1,1,1,0,1,0,1,1,1,1,0
1182,NA,NA,ND,2022-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1183,NA,NA,ND,2022-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1184,0.0755520684427818,0.0535501813432625,ND,2022-12-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1185,0.0774193960293412,0.054423691727023,ND,2022-12-26,1,1,1,1,1,1,1,1,0,1,1,1,1,0
1186,NA,NA,ND,2022-12-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1187,1.91193293655853,0.681986619280005,ND,2022-12-28,1,0,1,1,1,1,0,1,0,1,0,1,1,0
1188,0.742775060077682,0.3721639972404425,ND,2022-12-29,1,1,1,1,1,1,0,1,0,1,1,1,1,0
1189,NA,NA,ND,2022-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1190,NA,NA,ND,2022-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1191,0.101982645111766,0.068383535843578,ND,2023-01-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1192,0.314334915651766,0.072402238386958,ND,2023-01-02,1,1,1,1,1,1,1,1,0,1,1,1,1,0
1193,1.18009449993821,0.0769860096264285,ND,2023-01-03,1,0,1,1,1,1,1,1,0,0,1,1,1,0
1194,0.808440995053938,0.387913372333672,ND,2023-01-04,1,1,1,1,1,1,0,1,1,1,1,1,1,1
1195,0.40614637238916,0.301346099340641,ND,2023-01-05,1,1,1,1,1,1,1,1,0,1,1,1,1,0
1196,NA,NA,ND,2023-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1197,NA,NA,ND,2023-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1198,NA,NA,ND,2023-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1199,0.328671183469658,0.2805000683307875,ND,2023-01-09,1,1,1,1,1,1,1,1,0,1,0,1,1,1
1200,0.821778677698185,0.3250539558636415,ND,2023-01-10,1,1,1,0,1,1,1,1,0,1,0,1,1,1
1201,0.19972163139978,0.1381368375693145,ND,2023-01-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1202,1.00191252443315,0.149312425044589,ND,2023-01-12,1,0,1,1,1,1,1,1,0,1,0,1,1,1
1203,0.24380323382111,0.1613496894016615,ND,2023-01-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1204,NA,NA,ND,2023-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1205,NA,NA,ND,2023-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1206,0.671355559124916,0.2288675892392045,ND,2023-01-16,1,1,1,1,1,1,1,1,0,1,0,1,1,1
1207,1.90008140843592,0.218183674607012,ND,2023-01-17,1,0,1,0,1,1,1,1,0,1,0,1,1,1
1208,1.35317452607544,0.4134394234980535,ND,2023-01-18,1,0,1,1,1,1,0,1,1,1,0,1,1,0
1209,0.194831108207962,0.251763941020248,ND,2023-01-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
