...1,es_score,brier_score,location,target_date,X22D_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23C_50_CI,other_50_CI,X22B_50_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,other_95_CI,X22B_95_CI
485,1.93595170305246,0.4143251714824075,HI,2023-01-09,1,1,1,1,0,1,0,1,0,1,1,0,1,0
486,0.181714280406308,0.127807647704474,HI,2023-01-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
487,0.448885813388404,0.2047048331092005,HI,2023-01-11,1,1,1,1,1,1,1,1,0,1,1,1,1,0
488,0.583307728097246,0.149312425044589,HI,2023-01-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
489,0.246550298412566,0.2634109484221835,HI,2023-01-13,1,1,1,1,1,1,1,1,0,1,0,1,1,1
490,1.31603087704791,0.405504861995185,HI,2023-01-14,1,1,0,1,0,1,1,1,0,1,1,0,1,1
491,0.599600535611612,0.222678798223625,HI,2023-01-15,1,1,1,1,1,1,1,1,0,0,1,1,1,1
492,2.84020610595698,0.2026846274842755,HI,2023-01-16,1,0,1,0,1,1,1,1,0,1,0,1,1,1
493,NA,NA,HI,2023-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494,NA,NA,HI,2023-01-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
495,0.199027492020319,0.251763941020248,HI,2023-01-19,1,1,1,1,1,1,1,1,1,1,0,1,1,0
496,1.62027636593052,0.3553108759936755,HI,2023-01-20,1,0,1,1,1,0,1,1,0,1,1,1,0,1
497,0.883230424120898,0.3440705922346155,HI,2023-01-21,1,1,1,1,1,1,0,1,0,1,0,1,1,1
498,NA,NA,HI,2023-01-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
499,NA,NA,HI,2023-01-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
500,1.18907911139771,0.534424244144315,HI,2023-01-24,1,1,1,0,0,1,1,0,1,1,1,0,1,1
501,1.03615067683319,0.728607176143125,HI,2023-01-25,1,1,1,1,1,1,0,1,0,1,1,1,1,0
502,0.255716368429441,0.2661227959035245,HI,2023-01-26,1,1,1,1,1,1,1,1,0,1,0,1,1,1
503,1.07674412470449,0.335819704440871,HI,2023-01-27,1,1,1,1,1,0,1,1,0,1,1,1,0,1
504,0.304751189122759,0.275425454813583,HI,2023-01-28,1,1,1,1,1,1,1,1,0,1,0,1,1,1
505,1.22251148275455,0.2537532516404375,IA,2022-12-18,1,1,1,1,1,1,0,0,0,0,0,1,1,1
506,8.93479440220234,0.3463442651525535,IA,2022-12-19,0,0,1,0,1,1,0,0,0,0,0,1,0,0
507,1.6426346095148,0.2215430894252745,IA,2022-12-20,1,1,1,1,1,1,0,0,0,0,0,0,0,0
508,1.8028331890138,0.26807104322162,IA,2022-12-21,1,1,1,1,1,1,0,1,0,1,1,0,1,0
509,1.37062398434176,0.4331996650523845,IA,2022-12-22,1,0,0,1,1,1,1,1,0,0,1,1,1,1
510,2.25679605729144,0.4168350696291545,IA,2022-12-23,1,0,1,1,1,1,0,1,0,1,0,1,1,0
511,4.61134660193106,0.56305254408023,IA,2022-12-24,1,0,1,1,1,1,0,0,0,1,1,1,1,0
512,2.57843445181146,0.40885754403044,IA,2022-12-25,1,0,1,1,1,1,0,0,0,0,1,0,1,0
513,2.12018854822704,0.3774202837279085,IA,2022-12-26,1,0,0,1,1,1,0,1,0,0,0,1,1,0
514,9.6359274861032,0.51574125081845,IA,2022-12-27,1,0,1,0,1,1,0,0,0,0,0,1,1,0
515,1.10242507809172,0.15306172769333,IA,2022-12-28,0,1,1,1,1,1,1,0,0,0,0,1,1,1
516,2.05329916889929,0.2411024793293215,IA,2022-12-29,1,1,1,0,1,1,0,0,0,0,0,1,0,0
517,1.67871662483059,0.2958138042718555,IA,2022-12-30,1,1,1,0,1,1,0,0,1,0,0,1,1,0
518,3.54207350735037,0.52593357576451,IA,2022-12-31,0,0,1,1,1,1,0,0,0,1,1,1,0,1
519,1.43601895345083,0.3174356785629695,IA,2023-01-01,1,1,1,1,1,1,0,1,0,1,0,1,1,0
520,1.65772260349572,0.2309689989231865,IA,2023-01-02,1,1,1,0,1,1,0,0,0,1,0,1,1,1
521,2.41658418539989,0.3181367709090035,IA,2023-01-03,1,1,1,0,0,1,0,1,0,1,0,0,1,0
522,1.95984253401264,0.3113110087550275,IA,2023-01-04,0,1,1,0,0,1,1,0,0,1,0,0,1,1
523,3.37845839213166,0.3339553347753895,IA,2023-01-05,0,1,1,0,1,1,0,0,1,1,0,1,1,0
524,3.30733710071546,0.3877527803922915,IA,2023-01-06,1,0,1,1,1,1,0,1,1,1,0,1,1,0
525,1.07204323112781,0.1016683509778265,IA,2023-01-07,1,0,1,1,1,1,1,1,0,1,0,1,1,0
526,2.05006819825279,0.36214055551258,IA,2023-01-08,0,1,1,0,1,1,0,0,0,1,0,1,1,0
527,2.81274034995947,0.3726260284907545,IA,2023-01-09,1,1,1,0,0,1,0,0,0,1,0,0,1,0
528,6.28123536871462,0.50834623294816506,IA,2023-01-10,0,0,1,0,1,0,0,0,0,1,0,0,0,0
529,1.16946178860122,0.2555202335231715,IA,2023-01-11,1,1,1,1,1,1,0,1,1,1,0,1,1,0
530,5.19450440402496,0.53027524540974,IA,2023-01-12,1,0,1,1,1,1,0,1,0,1,0,1,1,0
531,3.66463445591144,0.321129870667136,IA,2023-01-13,1,1,1,0,1,1,0,1,0,1,0,1,1,0
532,1.68840099498924,0.3280317879702715,IA,2023-01-14,1,1,1,1,1,1,0,0,0,1,0,1,1,0
533,0.900725191934888,0.300107079694903,IA,2023-01-15,1,1,1,1,1,1,0,1,0,1,1,1,1,0
534,2.28880419883519,0.3421975666211395,IA,2023-01-16,1,1,1,0,1,0,0,1,0,0,0,0,0,0
535,2.12700165601526,0.2338128178136615,IA,2023-01-17,1,0,1,0,1,1,1,1,0,1,0,1,1,1
536,3.76733042003703,0.4092046401002115,IA,2023-01-18,1,1,1,0,1,1,0,1,0,1,0,1,1,0
537,4.5522525277242,0.425280273384523,IA,2023-01-19,1,0,1,0,1,1,0,1,0,1,0,1,1,0
538,4.8134205068376,0.464826365882097,IA,2023-01-20,0,1,1,0,1,1,0,0,0,0,0,1,1,0
539,0.651935601413864,0.2409200806168545,IA,2023-01-21,1,1,1,1,1,1,1,1,0,1,0,1,1,1
540,0.216370672124449,0.2541638778920565,IA,2023-01-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
541,3.00698862447062,0.360274279027852,IA,2023-01-23,1,1,1,0,1,1,0,0,1,0,0,1,1,0
542,3.15986631295414,0.409198551605471,IA,2023-01-24,0,1,1,0,1,0,0,0,0,1,0,1,0,0
543,1.56436975681839,0.3258015247339095,IA,2023-01-25,0,1,1,0,1,1,0,0,0,1,0,1,1,0
544,3.90549838977287,0.3919711091994955,IA,2023-01-26,0,0,0,0,1,1,0,0,0,0,0,1,1,1
545,2.50499382634379,0.3546906404794125,IA,2023-01-27,1,0,1,0,1,0,1,1,0,1,0,1,0,1
546,1.3221453679403,0.583817635711985,IA,2023-01-28,1,1,0,0,1,1,1,1,0,0,0,1,1,1
547,NA,NA,ID,2022-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
548,0.245879010982498,0.0555062300406985,ID,2022-12-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
549,0.897928766661167,0.63943953487289,ID,2022-12-20,1,1,1,1,1,1,0,1,0,1,1,1,1,0
550,NA,NA,ID,2022-12-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
551,NA,NA,ID,2022-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
552,0.0780803145946284,0.0528752148523795,ID,2022-12-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
553,0.0773186050281072,0.053038709716345,ID,2022-12-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
554,NA,NA,ID,2022-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
555,NA,NA,ID,2022-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
556,0.0847914084829443,0.055675903949178,ID,2022-12-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1
557,2.37763337881099,0.55448748039457,ID,2022-12-28,1,0,0,1,1,1,0,1,0,0,1,1,1,0
558,0.984330398812847,0.68493173229824,ID,2022-12-29,1,1,1,1,1,1,0,1,0,1,1,1,1,0
559,0.757090114471467,0.374655261639594,ID,2022-12-30,1,1,1,1,1,1,0,1,0,1,1,1,1,0
560,0.833750680392797,0.590923333946565,ID,2022-12-31,1,1,1,0,1,1,1,1,0,1,0,1,1,1
561,0.293779249908745,0.068383535843578,ID,2023-01-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
562,NA,NA,ID,2023-01-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
563,2.37585797545195,0.4082238229891705,ID,2023-01-03,1,0,1,1,1,1,0,1,0,1,0,1,1,0
564,0.980778669252825,0.204466887107688,ID,2023-01-04,1,1,1,1,1,1,0,1,0,1,0,1,1,0
565,1.32843213733772,0.61488664393283,ID,2023-01-05,0,0,1,1,1,1,1,0,0,1,0,0,1,1
566,NA,NA,ID,2023-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,0.150199719112405,0.1016683509778265,ID,2023-01-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
568,NA,NA,ID,2023-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,0.480477273866471,0.1183040652603835,ID,2023-01-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
570,0.884459699100883,0.127807647704474,ID,2023-01-10,1,0,1,1,1,1,1,1,0,1,0,1,1,1
571,1.1828044800642,0.548978723407815,ID,2023-01-11,1,0,1,1,1,1,0,1,0,1,1,1,1,0
572,NA,NA,ID,2023-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
573,0.231741250784838,0.1613496894016615,ID,2023-01-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
574,NA,NA,ID,2023-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575,0.998554120392297,0.70398312055095,ID,2023-01-15,1,1,1,1,0,1,1,1,0,1,1,0,1,1
576,0.996817763122151,0.703589516691535,ID,2023-01-16,1,1,1,1,0,1,1,1,0,1,1,0,1,1
577,2.33978563448612,0.286986824481755,ID,2023-01-17,1,0,1,0,1,1,0,1,0,1,0,1,1,0
578,0.337141640065311,0.234512176932506,ID,2023-01-18,1,1,1,1,1,1,1,1,0,1,0,1,1,1
579,0.370350118083799,0.251638558712913,ID,2023-01-19,1,1,1,1,1,1,1,1,0,1,0,1,1,1
580,0.19632720324226,0.2519189314386565,ID,2023-01-20,1,1,1,1,1,1,1,1,0,1,1,0,1,1
581,0.77471260963539,0.217322424749985,ID,2023-01-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
582,0.267409442173112,0.200967327097632,ID,2023-01-22,1,1,1,1,1,1,1,1,0,1,0,1,1,1
583,0.222113625066765,0.2562459236096305,ID,2023-01-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
584,0.504628126063973,0.347544657288928,ID,2023-01-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
585,0.438482245344329,0.209208592071376,ID,2023-01-25,1,1,1,1,1,1,1,1,0,1,0,1,1,1
586,NA,NA,ID,2023-01-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587,NA,NA,ID,2023-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
588,NA,NA,ID,2023-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
589,6.53099319853675,0.2367740423231195,IL,2022-12-18,1,1,0,0,0,1,0,0,0,0,0,1,0,0
590,9.11597767469148,0.206556491872618,IL,2022-12-19,0,0,0,0,0,1,0,0,0,0,0,0,0,0
591,5.96383732423737,0.2627392037112895,IL,2022-12-20,1,0,1,0,1,1,0,1,0,0,0,0,0,0
592,4.18357654146839,0.232594126652783,IL,2022-12-21,1,1,0,0,0,1,0,0,0,1,0,0,1,1
593,4.90776341787149,0.2490018963827015,IL,2022-12-22,0,1,0,0,1,1,0,0,0,0,1,0,1,0
594,2.60781136299637,0.2172183009191795,IL,2022-12-23,1,1,1,0,0,1,1,0,0,1,0,0,1,0
595,3.103696664645,0.295602126923915,IL,2022-12-24,0,0,0,0,1,1,0,0,0,0,0,1,0,0
596,0.0748922246788682,0.0535501813432625,IL,2022-12-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1
597,14.6879661441558,0.307743522311729,IL,2022-12-26,0,0,0,0,1,0,0,0,0,0,0,0,0,0
598,2.81755421152844,0.269305995403331,IL,2022-12-27,1,1,1,1,0,0,1,0,0,1,0,0,0,0
599,3.07273896006696,0.261797233755222,IL,2022-12-28,1,1,1,0,1,0,1,0,0,0,0,1,0,0
600,5.97011308791822,0.306288488199486,IL,2022-12-29,1,0,1,0,0,1,0,1,0,0,0,0,1,0
601,7.01498445272238,0.2462108566458505,IL,2022-12-30,1,1,1,0,0,1,0,0,0,0,0,0,1,0
602,4.71915539327402,0.3534059168126015,IL,2022-12-31,0,0,1,1,1,0,0,0,0,1,0,1,0,0
603,0.298143115554974,0.068383535843578,IL,2023-01-01,1,1,1,1,1,1,1,1,0,1,0,1,1,1
604,9.63871614839152,0.2115173560305355,IL,2023-01-02,1,0,0,0,1,0,0,0,0,0,0,0,0,0
605,15.029420470912,0.278347740319696,IL,2023-01-03,1,1,0,0,0,1,0,0,0,0,0,0,0,0
606,3.49188825731301,0.296813122830302,IL,2023-01-04,1,1,0,0,0,0,0,0,0,0,0,0,0,0
607,7.48938298865677,0.3279043069441995,IL,2023-01-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0
608,5.65246770572189,0.3610871161087705,IL,2023-01-06,0,0,1,1,0,1,0,0,0,0,0,0,1,0
609,5.53019935420605,0.4093597240500205,IL,2023-01-07,1,0,0,1,0,1,0,0,0,0,0,0,1,0
610,5.51036778468986,0.3158091496769735,IL,2023-01-08,1,1,0,0,1,0,0,1,1,0,0,0,0,0
611,7.8147586351665,0.3338326308568735,IL,2023-01-09,0,0,1,0,0,0,0,0,0,0,0,0,0,0
612,6.61163610023633,0.3243478563326095,IL,2023-01-10,0,1,0,0,0,1,0,0,0,0,0,0,1,0
613,2.88882731343042,0.306559783641768,IL,2023-01-11,1,1,1,0,0,1,0,0,0,1,0,0,1,0
614,8.32169945569118,0.266062645190333,IL,2023-01-12,1,0,0,0,1,1,0,1,0,0,0,0,1,0
615,5.51826438905909,0.3435930632078875,IL,2023-01-13,0,1,0,0,1,1,0,0,0,0,0,0,1,0
616,2.76419927286391,0.3283412889580755,IL,2023-01-14,1,1,1,1,0,1,0,1,0,0,0,0,1,0
617,4.59026083832826,0.3315834036826415,IL,2023-01-15,1,1,1,0,1,1,0,0,0,0,0,0,1,0
618,8.48078677679096,0.3853659965294955,IL,2023-01-16,0,0,1,0,0,0,0,0,0,1,0,0,0,0
619,10.8529028886608,0.332833169405701,IL,2023-01-17,0,0,1,0,1,0,0,0,0,0,0,1,0,0
620,5.73348152107657,0.354172025033171,IL,2023-01-18,0,0,1,0,0,0,0,1,0,0,0,0,0,0
621,1.1312552576027,0.3111711912449745,IL,2023-01-19,1,1,1,1,1,1,0,0,0,0,0,1,1,0
622,12.2213024243565,0.3301063507499075,IL,2023-01-20,1,0,1,0,0,1,0,0,0,0,0,0,0,0
623,9.75128202180406,0.4031422395416645,IL,2023-01-21,0,1,0,0,1,0,1,0,1,0,0,1,0,1
624,3.89119154541245,0.3346567274963755,IL,2023-01-22,1,0,1,1,0,0,0,0,0,0,0,0,0,1
625,12.7439302662263,0.33408310081357,IL,2023-01-23,1,1,0,0,0,0,0,1,0,0,0,0,0,0
626,7.31277967968146,0.354165779465325,IL,2023-01-24,1,1,0,0,1,1,0,0,0,0,0,0,1,0
627,2.32178741283609,0.294193209673931,IL,2023-01-25,1,1,1,1,0,1,0,0,0,1,0,0,1,0
628,9.89492342899488,0.3309753865992515,IL,2023-01-26,1,0,1,0,1,1,0,1,0,1,0,1,1,0
629,9.37909409061412,0.3458005010213095,IL,2023-01-27,0,0,1,0,0,0,1,0,0,0,0,0,0,1
630,6.91710279322568,0.3962182781608795,IL,2023-01-28,0,0,1,0,0,0,1,0,0,0,0,1,0,1
631,4.20198042749691,0.335670475904717,IN,2022-12-18,1,0,1,1,1,1,0,0,0,0,0,1,1,0
632,2.54254130359486,0.251904675534068,IN,2022-12-19,0,1,0,0,1,0,1,0,0,0,0,0,0,0
633,2.09460617724812,0.2801891771716775,IN,2022-12-20,1,0,1,1,1,1,0,0,0,1,1,1,0,0
634,6.66558892947671,0.377711103402485,IN,2022-12-21,0,0,1,0,1,1,0,0,0,0,0,0,1,0
635,3.30542408339905,0.3937069846449295,IN,2022-12-22,0,0,1,1,1,1,0,0,0,1,0,0,1,0
636,2.46399433340552,0.3899720803479625,IN,2022-12-23,0,0,1,1,1,1,1,0,0,1,0,1,1,0
637,1.98433674321435,0.68580899214655,IN,2022-12-24,1,0,0,1,1,1,1,1,0,0,1,1,1,1
638,NA,NA,IN,2022-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
639,4.21736108263961,0.3278711574833605,IN,2022-12-26,1,0,1,0,0,0,0,0,0,0,0,0,0,0
640,3.37372482814766,0.32961885658734,IN,2022-12-27,0,0,1,1,1,0,0,0,0,0,0,0,0,0
641,6.01022575251321,0.3112795385386965,IN,2022-12-28,1,0,1,0,1,0,0,0,0,0,0,1,0,0
642,1.47175899217457,0.1972009903732625,IN,2022-12-29,1,1,1,1,1,1,1,0,0,1,0,1,1,1
643,2.46180954675503,0.2777662211828,IN,2022-12-30,1,1,1,0,1,0,0,1,1,0,0,0,0,0
644,0.761852394128366,0.234244305085616,IN,2022-12-31,0,1,1,1,1,1,1,0,0,0,0,0,1,0
645,NA,NA,IN,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
646,3.54912252312673,0.3340859653170885,IN,2023-01-02,1,0,1,1,0,1,0,1,0,1,0,0,1,0
647,4.18760465555441,0.2877737090390825,IN,2023-01-03,1,1,1,0,1,1,0,0,0,0,0,1,1,0
648,1.82363516990176,0.2008232311743095,IN,2023-01-04,1,0,1,0,1,1,1,1,0,1,0,1,1,1
649,1.51503531393536,0.204201617168349,IN,2023-01-05,1,0,1,1,1,1,1,0,0,1,0,1,1,1
650,1.4071804613876,0.1947333389615755,IN,2023-01-06,1,0,1,1,1,1,1,1,0,0,0,1,1,0
651,1.44400401251841,0.297008959048162,IN,2023-01-07,1,1,1,1,1,1,0,1,0,1,0,1,1,0
652,1.82720192299778,0.148687623129406,IN,2023-01-08,1,0,1,0,1,1,1,0,0,1,0,1,1,1
653,3.05629632857205,0.3321735206277445,IN,2023-01-09,1,1,1,0,1,0,0,0,0,0,0,0,0,0
654,2.0104846003668,0.21864510600196,IN,2023-01-10,1,0,1,0,1,1,1,1,0,0,1,1,1,0
655,2.15561446805583,0.2174813789289505,IN,2023-01-11,1,0,1,0,1,1,0,1,0,1,0,1,1,0
656,3.15303338584967,0.2139764164665425,IN,2023-01-12,1,0,1,0,1,1,1,1,0,0,0,0,1,1
657,2.67608297329053,0.374413965808232,IN,2023-01-13,0,1,1,0,1,1,0,0,1,0,0,0,1,1
658,1.84923980912841,0.2615323659722175,IN,2023-01-14,0,0,1,0,1,1,1,0,0,1,0,1,1,0
659,0.921111087055711,0.2276275047423145,IN,2023-01-15,1,1,1,1,1,1,1,1,0,1,0,1,1,1
660,1.67899822454544,0.3188829649162035,IN,2023-01-16,1,1,1,1,1,1,0,0,0,1,0,1,1,0
661,3.24809826005463,0.312916537802213,IN,2023-01-17,0,0,0,0,1,1,1,0,0,1,0,1,1,1
662,3.24823254630906,0.424914507272549,IN,2023-01-18,1,0,1,0,1,0,0,1,0,0,0,1,0,0
663,3.11484509021968,0.2864093387358715,IN,2023-01-19,1,0,1,0,1,1,0,1,0,1,0,0,1,0
664,2.73210404852852,0.3935761958327075,IN,2023-01-20,1,1,1,0,0,1,0,1,0,1,0,1,1,0
665,2.47957711560545,0.30711384978873,IN,2023-01-21,1,0,1,0,1,1,0,1,0,1,0,1,1,0
666,0.924139584297201,0.2862971952564385,IN,2023-01-22,0,1,1,1,1,1,1,0,0,1,0,1,1,1
667,6.37395816703382,0.323008958422566,IN,2023-01-23,1,0,1,0,1,1,0,1,0,1,0,1,1,0
668,2.56823731993446,0.318766627169742,IN,2023-01-24,1,1,1,0,1,1,0,1,0,1,0,1,1,0
669,1.64352127319818,0.3797381185468225,IN,2023-01-25,0,1,1,0,1,0,1,0,0,1,0,1,0,1
670,3.33141205055449,0.308192295152133,IN,2023-01-26,1,0,1,0,1,1,0,1,0,1,0,0,1,0
671,1.39428572091655,0.3083620607557285,IN,2023-01-27,0,1,1,1,1,1,0,0,0,1,0,1,1,0
672,2.49539922780659,0.2441196188607925,IN,2023-01-28,1,0,1,1,1,1,0,1,0,0,0,1,1,0
673,0.885364538107391,0.2144253404974245,KS,2022-12-18,1,1,1,1,0,1,1,1,1,1,1,1,1,1
674,3.62536533717905,0.363621161904923,KS,2022-12-19,1,0,1,1,1,0,0,0,0,1,0,1,0,1
675,0.513551159875692,0.1713833935635895,KS,2022-12-20,1,1,1,1,1,1,1,1,0,1,1,0,1,1
676,0.742058121996063,0.1382794105414775,KS,2022-12-21,1,1,1,1,1,1,1,0,0,1,0,0,0,0
677,0.757071948784725,0.2773916352466855,KS,2022-12-22,0,1,1,1,1,1,1,0,1,1,1,1,1,0
678,NA,NA,KS,2022-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
679,2.32376124073659,0.68595574834935,KS,2022-12-24,0,0,1,1,1,1,0,0,0,1,0,1,1,0
680,NA,NA,KS,2022-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
681,3.62800021433135,0.4397174617004025,KS,2022-12-26,1,0,1,1,1,0,0,0,0,1,0,1,0,0
682,0.447611143082915,0.055675903949178,KS,2022-12-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1
683,NA,NA,KS,2022-12-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
684,0.650571040081676,0.2679080855545095,KS,2022-12-29,1,1,1,1,1,1,0,1,0,1,0,1,0,0
685,2.88915352008805,0.545602376654,KS,2022-12-30,1,0,1,1,1,1,0,1,0,1,0,1,1,0
686,1.36563623141447,0.273070170141094,KS,2022-12-31,1,1,1,1,1,1,0,1,0,1,0,1,1,0
687,0.778968963553924,0.3796987142428175,KS,2023-01-01,1,1,1,1,1,1,0,1,0,1,1,1,1,0
688,1.17586459512808,0.2536120120472065,KS,2023-01-02,0,1,1,0,1,1,1,0,1,1,1,1,1,0
689,0.592116170882087,0.0769860096264285,KS,2023-01-03,1,1,1,1,1,1,1,1,0,0,0,1,1,1
690,2.05421164882899,0.466692802271868,KS,2023-01-04,0,0,1,1,1,1,0,1,0,1,0,1,1,0
691,1.79914171684215,0.50604117466592,KS,2023-01-05,0,1,1,1,1,1,1,0,0,1,1,1,1,1
692,6.79223645072165,0.560831096990615,KS,2023-01-06,1,0,1,0,1,1,0,1,0,1,0,1,1,0
693,0.35705234910852,0.2906645532482825,KS,2023-01-07,1,1,1,1,1,1,1,1,0,1,0,1,1,1
694,0.999673201731654,0.708777432232515,KS,2023-01-08,0,1,1,1,1,1,1,0,1,0,1,1,1,1
695,2.05447940733176,0.406264480534128,KS,2023-01-09,1,1,0,0,1,1,0,1,1,1,0,1,1,0
696,0.193819015117213,0.127807647704474,KS,2023-01-10,1,1,1,1,1,1,1,1,0,1,1,0,1,1
697,0.738666156538392,0.1913912340012235,KS,2023-01-11,1,1,1,1,1,1,1,1,0,1,0,1,1,1
698,NA,NA,KS,2023-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
699,1.44507683767862,0.426270402746471,KS,2023-01-13,1,1,0,0,1,1,0,1,1,0,0,1,1,0
700,NA,NA,KS,2023-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
701,1.05570004497401,0.3266016351160965,KS,2023-01-15,1,0,1,0,1,1,1,0,0,1,0,1,1,1
702,0.294599055549105,0.2026846274842755,KS,2023-01-16,1,1,1,1,1,1,1,1,0,1,0,1,1,1
703,0.733252485296367,0.241627389416986,KS,2023-01-17,1,1,1,1,1,1,1,1,0,1,0,1,1,1
704,1.2814244533035,0.2416056940574485,KS,2023-01-18,1,0,1,1,1,1,1,1,0,1,0,1,1,1
705,0.987141337343643,0.364518211480193,KS,2023-01-19,1,1,1,1,1,1,0,1,1,1,1,1,1,1
706,1.54301195125693,0.269522538363313,KS,2023-01-20,1,0,1,0,1,1,1,1,0,0,0,1,1,1
707,1.56539732310822,0.703371136529505,KS,2023-01-21,1,1,0,0,1,1,0,1,1,0,0,1,1,0
708,1.14272036155926,0.51043950111171,KS,2023-01-22,1,1,1,0,1,1,0,1,1,1,0,1,1,0
709,0.583416892467265,0.248362841795795,KS,2023-01-23,1,1,1,1,1,1,1,1,0,1,0,1,1,1
710,0.488338919477269,0.2146518395995755,KS,2023-01-24,1,1,1,1,1,1,1,1,0,1,0,1,1,1
711,0.735388550275741,0.297613574151814,KS,2023-01-25,1,1,1,1,1,1,1,1,0,1,0,1,1,1
712,0.501629478758147,0.2661227959035245,KS,2023-01-26,1,1,1,1,1,1,1,1,0,1,0,1,1,1
713,1.5494910199342,0.3407264844213425,KS,2023-01-27,1,0,1,0,1,1,1,1,0,1,0,1,1,1
714,1.06106446704822,0.74770092961819,KS,2023-01-28,1,1,1,1,1,1,0,1,1,1,0,1,1,0
715,1.56258246009135,0.4159839967053895,KY,2022-12-18,0,0,1,1,1,1,0,0,0,0,0,1,1,0
716,8.1965944066733,0.43198453926783,KY,2022-12-19,1,0,1,1,1,1,0,0,0,0,0,0,1,0
717,1.06790480987753,0.288397428890914,KY,2022-12-20,1,1,1,1,1,1,0,1,1,1,1,1,1,1
718,2.40828847573473,0.49706278358729,KY,2022-12-21,1,0,0,1,1,0,1,1,0,0,1,1,0,1
719,2.4053470765934,0.3282035211419255,KY,2022-12-22,1,0,1,1,1,1,0,1,0,1,0,1,1,0
720,NA,NA,KY,2022-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
721,1.01778906534905,0.727756623142035,KY,2022-12-24,0,1,1,1,1,1,1,0,1,1,1,1,1,0
722,NA,NA,KY,2022-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
723,0.648277340217964,0.1784551240066365,KY,2022-12-26,1,1,1,1,1,1,1,1,0,1,1,1,1,0
724,0.937284043818092,0.055675903949178,KY,2022-12-27,1,0,1,1,1,1,1,1,0,1,1,1,1,0
725,0.799789422896067,0.161436200997719,KY,2022-12-28,1,1,1,1,1,1,1,1,1,1,0,1,1,0
726,1.08753259519278,0.3226968401364415,KY,2022-12-29,1,1,1,1,1,0,1,1,1,0,1,1,1,0
727,0.742074839137882,0.061910846450444,KY,2022-12-30,1,0,1,1,1,1,1,1,0,1,0,1,1,0
