...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23D_50_CI,other_50_CI,X22E_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,other_95_CI,X22E_95_CI
1036,0.00979127929340673,0.0061252314889441,MO,2023-03-25,1,1,1,1,1,1,1,1,1,1,1,1
1037,NA,NA,MO,2023-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1038,1.3340820753026,0.20347195138534,MO,2023-03-27,1,1,1,0,1,0,1,0,1,0,1,1
1039,0.128051017441396,0.01121155810401885,MO,2023-03-28,1,1,1,1,1,1,1,0,0,1,1,1
1040,0.564279092900405,0.01395490727238125,MO,2023-03-29,1,1,1,1,1,1,1,0,0,1,1,1
1041,0.534338386459346,0.01745192502446005,MO,2023-03-30,1,1,1,1,1,1,1,1,1,1,1,1
1042,0.225207216613056,0.0218807525023866,MO,2023-03-31,1,1,1,1,1,1,1,0,1,0,1,1
1043,0.145850708588424,0.02744707933076925,MO,2023-04-01,1,1,1,1,1,1,1,0,0,1,1,1
1044,0.340186748044876,0.0343815317192467,MO,2023-04-02,1,1,1,1,1,1,1,0,0,1,1,1
1045,0.579143655966475,0.04293370024882985,MO,2023-04-03,1,1,1,1,1,1,1,0,0,1,1,1
1046,0.906885775422986,0.053362202694359,MO,2023-04-04,1,1,1,1,1,1,1,0,0,1,1,1
1047,1.05888405993222,0.247258103121371,MO,2023-04-05,1,1,1,1,1,0,1,0,0,1,1,0
1048,0.305552514553111,0.2250336900444905,MO,2023-04-06,1,1,1,1,1,1,1,0,0,1,1,1
1049,0.41940381062597,0.0983082514053825,MO,2023-04-07,1,1,1,1,1,1,1,1,1,1,1,1
1050,1.51970824607424,0.1184516654860545,MO,2023-04-08,1,0,0,1,1,1,1,0,0,1,1,1
1051,NA,NA,MS,2023-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1052,2.03079272887113,0.863821805624765,MS,2023-02-27,0,0,1,1,1,0,0,0,1,1,1,0
1053,0.0100819001817957,0.00738735591496945,MS,2023-02-28,1,1,1,1,1,1,1,1,1,1,1,1
1054,0.00953250649901378,0.00667721482750825,MS,2023-03-01,1,1,1,1,1,1,1,1,1,1,1,1
1055,0.16436707294228,0.00604523024891965,MS,2023-03-02,1,1,1,1,1,1,1,1,1,1,1,1
1056,0.0300199625046679,0.00548397574681605,MS,2023-03-03,1,1,1,1,1,1,1,1,1,1,1,1
1057,NA,NA,MS,2023-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1058,0.946114594775683,0.2943439098108575,MS,2023-03-05,1,0,1,1,1,0,1,1,1,0,1,0
1059,1.09822183006022,0.4419109966190945,MS,2023-03-06,1,0,1,1,1,0,1,0,1,1,1,0
1060,0.00545770468671702,0.00382342898209371,MS,2023-03-07,1,1,1,1,1,1,1,1,1,1,1,1
1061,NA,NA,MS,2023-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1062,0.00486161367153852,0.00327687839605894,MS,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1
1063,1.17089788020966,0.313508227403926,MS,2023-03-10,1,0,1,1,0,1,1,0,1,1,0,1
1064,0.00412323863078334,0.00288405874288231,MS,2023-03-11,1,1,1,1,1,1,1,1,1,1,1,1
1065,0.0038988453653588,0.0027407622608082,MS,2023-03-12,1,1,1,1,1,1,1,1,1,1,1,1
1066,0.0139659950496878,0.00263198088047066,MS,2023-03-13,1,1,1,1,1,1,1,1,1,1,1,1
1067,0.00362498290961311,0.00255817710973242,MS,2023-03-14,1,1,1,1,1,1,1,1,1,1,1,1
1068,0.00372191310688616,0.002520916896106075,MS,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1
1069,0.00305994802526534,0.002523108485518295,MS,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1
1070,0.0149089593274492,0.00256932642582711,MS,2023-03-17,1,1,1,1,1,1,1,1,1,1,1,1
1071,NA,NA,MS,2023-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1072,0.00409006117966317,0.002823209165629725,MS,2023-03-19,1,1,1,1,1,1,1,1,1,1,1,1
1073,0.0350190324669808,0.003052983806658995,MS,2023-03-20,1,1,1,1,1,1,1,1,1,1,1,1
1074,1.15378388139781,0.312585343922127,MS,2023-03-21,1,0,1,1,0,1,1,1,0,1,0,1
1075,0.947011453318726,0.185243643461776,MS,2023-03-22,1,1,1,1,1,0,1,0,1,1,1,0
1076,2.53419499962664,0.908061687642785,MS,2023-03-23,1,0,1,1,1,0,1,0,1,1,1,0
1077,NA,NA,MS,2023-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1078,NA,NA,MS,2023-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1079,0.0132103244221746,0.0074096784036914,MS,2023-03-26,1,1,1,1,1,1,1,1,1,1,1,1
1080,0.325602163191878,0.0090713453649848,MS,2023-03-27,1,1,1,1,1,1,1,0,0,1,1,1
1081,1.05245943137417,0.304402622168902,MS,2023-03-28,1,1,1,1,0,1,1,0,1,1,0,1
1082,1.06170133296089,0.438011667504196,MS,2023-03-29,1,1,1,0,1,1,1,0,1,0,1,1
1083,0.953935635118598,0.29550963057128,MS,2023-03-30,1,1,1,0,1,1,1,1,0,0,1,1
1084,0.0371103921787796,0.0218807525023866,MS,2023-03-31,1,1,1,1,1,1,1,1,1,1,1,1
1085,NA,NA,MS,2023-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1086,0.999292831180711,0.425136498376989,MS,2023-04-02,1,1,1,0,1,1,1,0,1,0,1,1
1087,0.931297082252292,0.2963136089086365,MS,2023-04-03,1,1,1,0,1,1,1,1,0,0,1,1
1088,2.05968789551184,0.053362202694359,MS,2023-04-04,1,0,0,1,1,1,1,0,0,0,1,1
1089,2.53340624838289,0.1987874625604645,MS,2023-04-05,1,1,0,1,0,1,1,0,0,1,0,1
1090,1.21213992030028,0.217810575407385,MS,2023-04-06,1,1,1,0,1,1,1,1,0,0,1,1
1091,1.02265033708702,0.0983082514053825,MS,2023-04-07,1,0,1,1,1,1,1,0,0,1,1,1
1092,NA,NA,MS,2023-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1093,NA,NA,MT,2023-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1094,NA,NA,MT,2023-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1095,NA,NA,MT,2023-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1096,NA,NA,MT,2023-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1097,NA,NA,MT,2023-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1098,NA,NA,MT,2023-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1099,NA,NA,MT,2023-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1100,NA,NA,MT,2023-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1101,NA,NA,MT,2023-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1102,NA,NA,MT,2023-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1103,NA,NA,MT,2023-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1104,NA,NA,MT,2023-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1105,NA,NA,MT,2023-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1106,NA,NA,MT,2023-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1107,NA,NA,MT,2023-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1108,0.00385159649016661,0.00263198088047066,MT,2023-03-13,1,1,1,1,1,1,1,1,1,1,1,1
1109,0.0503070833491765,0.00255817710973242,MT,2023-03-14,1,1,1,1,1,1,1,1,1,1,1,1
1110,0.0138437014286314,0.002520916896106075,MT,2023-03-15,1,1,1,1,1,1,1,0,1,1,1,0
1111,NA,NA,MT,2023-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1112,NA,NA,MT,2023-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1113,NA,NA,MT,2023-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1114,NA,NA,MT,2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1115,NA,NA,MT,2023-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1116,NA,NA,MT,2023-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1117,0.00572142722945841,0.00380515711694499,MT,2023-03-22,1,1,1,1,1,1,1,1,1,1,1,1
1118,NA,NA,MT,2023-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1119,NA,NA,MT,2023-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1120,NA,NA,MT,2023-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1121,NA,NA,MT,2023-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1122,0.015370662915189,0.0090713453649848,MT,2023-03-27,1,1,1,1,1,1,1,0,1,0,1,1
1123,NA,NA,MT,2023-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1124,NA,NA,MT,2023-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1125,NA,NA,MT,2023-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1126,NA,NA,MT,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1127,NA,NA,MT,2023-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1128,NA,NA,MT,2023-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1129,NA,NA,MT,2023-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1130,NA,NA,MT,2023-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1131,NA,NA,MT,2023-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1132,NA,NA,MT,2023-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1133,NA,NA,MT,2023-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1134,NA,NA,MT,2023-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1135,1.50452932305518,0.04932439080794625,NC,2023-02-26,1,1,1,1,0,0,1,0,1,1,0,1
1136,1.54473693331701,0.126202901796243,NC,2023-02-27,0,1,1,1,1,1,0,0,1,0,0,0
1137,3.25008075532559,0.1190677694078755,NC,2023-02-28,1,1,1,1,0,1,0,0,1,1,0,0
1138,3.42872330587831,0.123670371831327,NC,2023-03-01,1,1,1,1,0,1,1,0,1,1,0,0
1139,0.898591365995272,0.062409510167478,NC,2023-03-02,1,1,1,1,1,1,1,0,1,0,0,0
1140,1.00203471990533,0.059029791077192,NC,2023-03-03,1,1,1,1,0,1,1,0,1,1,1,0
1141,0.357039554540692,0.071356997813768,NC,2023-03-04,1,1,1,1,1,1,1,1,1,1,1,1
1142,0.489743185894569,0.004547692623869075,NC,2023-03-05,1,1,1,1,1,1,1,0,1,1,0,1
1143,1.90816240596874,0.1400548183417845,NC,2023-03-06,1,0,1,1,0,1,1,1,1,1,0,0
1144,7.12826603933873,0.2732681631929185,NC,2023-03-07,0,0,1,1,0,1,0,0,1,1,0,1
1145,0.640311829863617,0.00352968231088623,NC,2023-03-08,1,1,1,1,1,1,1,0,1,1,1,0
1146,3.52895475479616,0.2334681531951065,NC,2023-03-09,1,0,1,0,0,1,1,0,0,0,0,0
1147,0.834510560393984,0.076030291976381,NC,2023-03-10,0,1,1,1,1,1,0,0,1,1,1,0
1148,0.794507178619206,0.094949478545802,NC,2023-03-11,1,1,1,0,1,1,1,0,1,0,1,1
1149,1.06894767245853,0.1896367681666625,NC,2023-03-12,1,1,1,1,0,1,1,1,1,1,0,0
1150,1.7450592394608,0.0961849859564305,NC,2023-03-13,1,1,1,1,0,1,1,0,1,1,0,1
1151,1.5206813273926,0.1166664200093205,NC,2023-03-14,1,0,1,1,1,0,1,0,0,0,1,0
1152,0.633990957063692,0.002520916896106075,NC,2023-03-15,1,1,1,1,1,1,1,0,1,1,1,0
1153,0.324897900355984,0.002523108485518295,NC,2023-03-16,1,1,1,1,1,1,1,0,1,1,1,0
1154,0.561135341180513,0.056247920492911,NC,2023-03-17,1,1,1,1,1,1,1,1,1,0,1,0
1155,1.1633724876733,0.1433619185292635,NC,2023-03-18,1,0,0,1,1,1,1,0,0,0,1,0
1156,1.20178489272081,0.143537299093673,NC,2023-03-19,1,0,1,0,1,0,1,0,1,0,1,1
1157,1.27005150533084,0.0915918755137335,NC,2023-03-20,0,1,1,1,0,1,1,1,1,1,0,0
1158,2.9605804083892,0.247228897196969,NC,2023-03-21,1,0,1,0,0,0,1,0,1,0,0,0
1159,1.15799472972412,0.0953239469333585,NC,2023-03-22,1,1,1,1,0,1,1,0,1,0,0,1
1160,2.62185977772025,0.1707331981639615,NC,2023-03-23,0,0,1,1,0,1,0,0,0,1,0,0
1161,0.963371479699827,0.0621402947259585,NC,2023-03-24,0,1,1,1,1,1,0,0,0,1,1,1
1162,1.28166240841058,0.1442581043275295,NC,2023-03-25,1,1,1,0,0,1,1,0,0,0,0,1
1163,1.81577501732344,0.197870807047361,NC,2023-03-26,1,0,1,0,0,0,1,0,0,0,0,0
1164,1.39121773184911,0.1004226322292905,NC,2023-03-27,1,1,1,0,1,1,1,0,1,0,1,1
1165,2.01091451150022,0.0733057536463195,NC,2023-03-28,0,1,0,1,1,1,0,0,0,0,1,1
1166,3.1881403269156,0.209310957222861,NC,2023-03-29,1,0,0,1,0,0,1,0,0,0,0,0
1167,2.20211692585095,0.186944012305235,NC,2023-03-30,1,1,0,1,0,0,1,1,0,1,0,0
1168,1.80962665968888,0.0218807525023866,NC,2023-03-31,1,0,0,1,1,1,1,0,0,1,1,1
1169,2.30850283626395,0.178782406886555,NC,2023-04-01,0,1,0,0,1,1,0,1,0,0,1,1
1170,1.60302060443881,0.192638293019857,NC,2023-04-02,1,1,0,0,0,1,1,1,0,0,0,1
1171,5.22859826616953,0.070776178467955,NC,2023-04-03,1,0,0,1,0,1,1,0,0,1,0,1
1172,2.47499764548663,0.1652178455576505,NC,2023-04-04,1,1,0,0,1,1,1,0,0,0,1,1
1173,3.18211848582979,0.0659206236767675,NC,2023-04-05,1,0,0,1,1,1,1,0,0,1,1,1
1174,3.18834918305055,0.2199354266591225,NC,2023-04-06,0,1,0,0,1,0,0,0,0,0,1,1
1175,4.2625398589496,0.263291153919982,NC,2023-04-07,1,1,0,0,1,0,1,0,0,0,1,0
1176,0.615521125445319,0.180961303885025,NC,2023-04-08,1,1,1,1,1,1,1,0,0,1,1,1
1177,0.0497348154877459,0.00907584312418925,ND,2023-02-26,1,1,1,1,1,1,1,1,1,1,1,1
1178,0.578588042274748,0.172686271532905,ND,2023-02-27,1,1,1,1,1,1,1,1,1,1,1,1
1179,1.02221432833686,0.2314972085659085,ND,2023-02-28,1,1,1,1,0,1,1,0,1,1,0,1
1180,0.0738716188210317,0.00667721482750825,ND,2023-03-01,1,1,1,1,1,1,1,0,1,1,1,0
1181,0.0646229236274397,0.00604523024891965,ND,2023-03-02,1,1,1,1,1,1,1,0,1,1,1,0
1182,0.00741115787508327,0.00548397574681605,ND,2023-03-03,1,1,1,1,1,1,1,1,1,1,1,1
1183,NA,NA,ND,2023-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1184,0.00607358054925622,0.004547692623869075,ND,2023-03-05,1,1,1,1,1,1,1,1,1,1,1,1
1185,2.30955975051115,0.587827514014865,ND,2023-03-06,1,0,1,1,1,0,1,0,1,1,1,0
1186,1.10410197695912,0.4444000492663485,ND,2023-03-07,1,0,1,1,1,0,1,0,1,1,1,0
1187,0.0665709204894827,0.00352968231088623,ND,2023-03-08,1,1,1,1,1,1,1,1,1,1,1,1
1188,NA,NA,ND,2023-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1189,0.00490071667611379,0.00306233844599935,ND,2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1
1190,NA,NA,ND,2023-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1191,NA,NA,ND,2023-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1192,0.0130537657093066,0.00263198088047066,ND,2023-03-13,1,1,1,1,1,1,1,1,1,1,1,1
1193,0.0148883164768443,0.00255817710973242,ND,2023-03-14,1,1,1,1,1,1,1,1,1,1,1,1
1194,1.21759738954096,0.4635589082991935,ND,2023-03-15,1,0,1,0,1,1,1,0,1,0,1,1
1195,0.00324447461007639,0.002523108485518295,ND,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1
1196,NA,NA,ND,2023-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1197,NA,NA,ND,2023-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1198,0.00388614572701433,0.002823209165629725,ND,2023-03-19,1,1,1,1,1,1,1,1,1,1,1,1
1199,0.0652454169677646,0.003052983806658995,ND,2023-03-20,1,1,1,1,1,1,1,0,0,1,1,1
1200,0.0388671464490945,0.003372714866070305,ND,2023-03-21,1,1,1,1,1,1,1,1,1,1,1,1
1201,1.0767661332009,0.3062026343583305,ND,2023-03-22,1,0,1,1,1,0,1,0,1,1,1,0
1202,NA,NA,ND,2023-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1203,NA,NA,ND,2023-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1204,NA,NA,ND,2023-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1205,NA,NA,ND,2023-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1206,0.0138786393252204,0.0090713453649848,ND,2023-03-27,1,1,1,1,1,1,1,1,1,1,1,1
1207,1.22772021577817,0.871622633662865,ND,2023-03-28,1,0,1,0,1,1,1,0,1,0,1,1
1208,NA,NA,ND,2023-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1209,0.0291159984813972,0.0174519250244601,ND,2023-03-30,1,1,1,1,1,1,1,1,1,1,1,1
1210,NA,NA,ND,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1211,NA,NA,ND,2023-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1212,NA,NA,ND,2023-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1213,NA,NA,ND,2023-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1214,NA,NA,ND,2023-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1215,NA,NA,ND,2023-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1216,NA,NA,ND,2023-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1217,NA,NA,ND,2023-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1218,NA,NA,ND,2023-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1219,0.874486712833016,0.097245985583472,NE,2023-02-26,1,1,1,0,1,1,1,0,1,0,1,0
1220,4.34782940632107,0.248913359614826,NE,2023-02-27,1,0,1,0,0,1,1,0,1,0,0,0
1221,4.20247200606425,0.3349551162425115,NE,2023-02-28,0,0,1,0,0,1,0,0,1,1,0,0
1222,4.89659848316444,0.408584039001208,NE,2023-03-01,1,0,1,0,1,1,1,0,1,0,1,0
1223,3.05244401833445,0.2972606764948055,NE,2023-03-02,1,0,1,0,1,0,1,0,1,0,1,0
1224,0.541545299476464,0.04438218436334775,NE,2023-03-03,1,1,1,1,1,1,1,0,1,1,1,0
1225,5.67341493200267,0.3824535989770415,NE,2023-03-04,1,0,1,0,1,1,1,0,1,0,1,0
1226,0.163947844354786,0.004547692623869075,NE,2023-03-05,1,1,1,1,1,1,1,1,1,1,1,1
1227,2.12314117404975,0.196925067175347,NE,2023-03-06,1,0,1,0,1,1,1,0,1,0,1,0
1228,0.400260859921345,0.0667629461655585,NE,2023-03-07,1,1,1,1,1,1,1,0,1,1,0,1
1229,1.7915063661391,0.1562149255279625,NE,2023-03-08,1,0,1,0,1,1,0,1,1,0,1,0
1230,1.47368201432615,0.08309682923521,NE,2023-03-09,1,1,1,0,1,1,0,0,1,0,1,0
1231,1.32264406550689,0.184550300585126,NE,2023-03-10,1,0,1,0,1,1,1,1,1,1,0,0
1232,0.936456609078145,0.156326425081082,NE,2023-03-11,1,1,1,0,1,1,1,0,1,0,1,1
1233,4.25140602980209,0.4683631882495805,NE,2023-03-12,1,0,1,0,0,1,1,0,1,0,0,1
1234,2.44445561863416,0.200970522068466,NE,2023-03-13,1,0,1,1,0,1,1,0,1,0,0,0
1235,2.25358188985519,0.253857210109917,NE,2023-03-14,0,0,1,0,1,1,0,0,1,1,1,1
1236,1.1037029447416,0.1246693593699585,NE,2023-03-15,1,0,1,0,1,1,1,0,1,0,1,1
1237,1.43957696739123,0.170519449631023,NE,2023-03-16,1,0,1,1,0,1,1,0,1,1,0,0
1238,0.10302088880234,0.00256932642582711,NE,2023-03-17,1,1,1,1,1,1,1,0,0,0,1,1
1239,0.106313051108761,0.00266624476421325,NE,2023-03-18,1,1,1,1,1,1,1,0,0,1,1,1
1240,NA,NA,NE,2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1241,0.0042728341399309,0.003052983806658995,NE,2023-03-20,1,1,1,1,1,1,1,1,1,1,1,1
1242,1.1771784645744,0.4586889174776865,NE,2023-03-21,1,0,1,0,1,1,1,0,1,0,1,1
1243,NA,NA,NE,2023-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1244,0.0829613988042292,0.004380211655048255,NE,2023-03-23,1,1,1,1,1,1,1,1,1,1,1,1
1245,NA,NA,NE,2023-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1246,NA,NA,NE,2023-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1247,0.0411909667139104,0.0074096784036914,NE,2023-03-26,1,1,1,1,1,1,1,1,1,1,1,1
1248,1.89994019257007,0.59227316342605,NE,2023-03-27,1,0,1,0,1,0,1,0,1,0,1,0
1249,NA,NA,NE,2023-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1250,0.0225847501352807,0.01395490727238125,NE,2023-03-29,1,1,1,1,1,1,1,1,1,1,1,1
1251,0.0296295135676807,0.0174519250244601,NE,2023-03-30,1,1,1,1,1,1,1,1,1,1,1,1
1252,NA,NA,NE,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1253,NA,NA,NE,2023-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1254,NA,NA,NE,2023-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1255,NA,NA,NE,2023-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1256,NA,NA,NE,2023-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1257,NA,NA,NE,2023-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1258,NA,NA,NE,2023-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1259,NA,NA,NE,2023-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1260,NA,NA,NE,2023-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1261,NA,NA,NH,2023-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1262,0.0111601673102094,0.0081838771836793,NH,2023-02-27,1,1,1,1,1,1,1,1,1,1,1,1
1263,0.0790572885875964,0.0073873559149694,NH,2023-02-28,1,1,1,1,1,1,1,1,1,1,1,1
1264,NA,NA,NH,2023-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1265,NA,NA,NH,2023-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1266,NA,NA,NH,2023-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1267,0.00687667000276061,0.00498678071777789,NH,2023-03-04,1,1,1,1,1,1,1,1,1,1,1,1
1268,NA,NA,NH,2023-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1269,0.0201625020774501,0.00416144443178828,NH,2023-03-06,1,1,1,1,1,1,1,1,1,1,1,1
1270,0.00495271730948176,0.00382342898209371,NH,2023-03-07,1,1,1,1,1,1,1,1,1,1,1,1
1271,NA,NA,NH,2023-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1272,0.00458786435320752,0.00327687839605894,NH,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1
1273,0.00447792339115557,0.00306233844599935,NH,2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1
1274,NA,NA,NH,2023-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1275,0.00387736346155777,0.0027407622608082,NH,2023-03-12,1,1,1,1,1,1,1,1,1,1,1,1
1276,NA,NA,NH,2023-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1277,0.00346253219846433,0.00255817710973242,NH,2023-03-14,1,1,1,1,1,1,1,1,1,1,1,1
1278,0.013582927036598,0.002520916896106075,NH,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1
1279,NA,NA,NH,2023-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1280,NA,NA,NH,2023-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1281,0.00363256309403566,0.00266624476421325,NH,2023-03-18,1,1,1,1,1,1,1,1,1,1,1,1
1282,NA,NA,NH,2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1283,0.00469988420760363,0.003052983806658995,NH,2023-03-20,1,1,1,1,1,1,1,1,1,1,1,1
1284,0.0048479099410699,0.003372714866070305,NH,2023-03-21,1,1,1,1,1,1,1,1,1,1,1,1
1285,1.14766943531808,0.3117653675647185,NH,2023-03-22,1,0,1,1,0,1,1,0,1,1,0,1
1286,NA,NA,NH,2023-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1287,NA,NA,NH,2023-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1288,0.0105360465805106,0.0061252314889441,NH,2023-03-25,1,1,1,1,1,1,1,1,1,1,1,1
1289,NA,NA,NH,2023-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1290,NA,NA,NH,2023-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
